case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,y_mm,bx_abs_t,by_abs_t
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,40.838000,2.326623e-03,9.093682e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,41.264000,3.854785e-03,9.210782e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,41.690000,6.065073e-03,9.309719e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,42.116000,9.715462e-03,9.370305e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,42.542000,1.336586e-02,9.430892e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,42.968000,1.572762e-02,9.497379e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,43.394000,1.771063e-02,9.565599e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,43.820000,1.965828e-02,9.626844e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,44.246000,2.148743e-02,9.664708e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,44.672000,2.331659e-02,9.702573e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,45.098000,2.551156e-02,9.748088e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,45.524000,3.014255e-02,9.789442e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,45.950000,3.433447e-02,9.833625e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,46.376000,3.833952e-02,9.879052e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,46.802000,4.154448e-02,9.906929e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,47.228000,4.759465e-02,9.911291e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,47.654000,5.453845e-02,9.934938e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,48.080000,6.148225e-02,9.958585e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,48.506000,6.842605e-02,9.982232e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,48.932000,7.536985e-02,1.000588e+00
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,49.358000,8.231365e-02,1.002953e+00
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,49.784000,8.982176e-02,1.002205e+00
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,50.210000,9.785537e-02,9.985598e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,50.636000,1.058890e-01,9.949143e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,51.062000,1.190047e-01,9.911174e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,51.488000,1.323483e-01,9.873137e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,51.914000,1.456919e-01,9.835099e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,52.340000,1.590354e-01,9.797062e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,52.766000,1.729915e-01,9.810643e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,53.192000,1.956584e-01,9.719649e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,53.618000,2.125863e-01,9.610180e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,54.044000,2.281780e-01,9.503711e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,54.470000,2.437696e-01,9.397242e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,54.896000,2.593613e-01,9.290774e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,55.322000,2.767435e-01,9.128637e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,55.748000,2.948483e-01,8.944036e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,56.174000,3.129530e-01,8.759436e-01
B30081,LT0_OFF,2.000000,100000,1.000000,0.050000,56.600000,3.310578e-01,8.574835e-01
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,14.000000,3.243023e-02,8.630105e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,14.426000,3.096299e-02,8.799501e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,14.852000,2.949574e-02,8.968897e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,15.278000,2.802850e-02,9.138293e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,15.704000,2.646631e-02,9.302942e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,16.130000,2.454186e-02,9.403084e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,16.556000,2.269874e-02,9.504809e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,16.982000,2.084645e-02,9.618707e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,17.408000,1.909317e-02,9.720675e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,17.834000,1.742721e-02,9.792730e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,18.260000,1.576014e-02,9.854276e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,18.686000,1.441435e-02,9.893784e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,19.112000,1.327900e-02,9.918857e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,19.538000,1.209010e-02,9.942349e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,19.964000,1.082474e-02,9.951420e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,20.390000,1.007091e-02,9.928739e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,20.816000,9.360520e-03,9.927053e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,21.242000,8.650132e-03,9.925366e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,21.668000,7.939744e-03,9.923680e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,22.094000,7.229356e-03,9.921994e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,22.520000,6.518968e-03,9.920307e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,22.946000,5.834414e-03,9.937814e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,23.372000,5.150979e-03,9.956153e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,23.798000,4.407073e-03,9.920027e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,24.224000,3.660210e-03,9.881237e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,24.650000,2.913347e-03,9.842447e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,25.076000,2.685468e-03,9.810776e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,25.502000,2.502620e-03,9.779722e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,25.928000,2.227247e-03,9.729132e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,26.354000,1.934704e-03,9.674917e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,26.780000,1.724902e-03,9.614033e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,27.206000,1.555513e-03,9.549892e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,27.632000,1.386124e-03,9.485750e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,28.058000,1.289979e-03,9.427210e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,28.484000,1.252873e-03,9.361107e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,28.910000,1.116239e-03,9.276643e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,29.336000,9.104356e-04,9.193905e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,29.762000,7.046327e-04,9.111168e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,30.188000,5.586966e-04,9.018778e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,30.614000,6.184040e-04,8.893233e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,31.040000,6.781115e-04,8.767688e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,31.466000,5.441255e-04,8.634545e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,31.892000,3.902265e-04,8.495104e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,32.318000,2.363292e-04,8.355663e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,32.744000,1.240741e-04,8.214244e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,33.170000,2.414932e-04,8.061916e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,33.596000,3.589175e-04,7.909587e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,34.022000,4.763431e-04,7.757259e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,34.448000,9.624133e-08,7.657852e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,34.874000,5.440035e-08,7.657851e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,35.300000,1.302797e-08,7.657849e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,35.726000,2.988952e-08,7.657848e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,36.152000,7.162656e-08,7.657847e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,36.578000,2.641580e-04,7.760441e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,37.004000,2.362145e-04,7.917655e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,37.430000,2.082713e-04,8.074869e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,37.856000,3.340362e-04,8.226138e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,38.282000,5.928285e-04,8.372263e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,38.708000,7.226900e-04,8.516450e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,39.134000,6.374210e-04,8.657405e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,39.560000,5.408970e-04,8.791484e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,39.986000,3.841030e-04,8.888746e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,40.412000,2.273123e-04,8.986008e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,40.838000,2.334098e-04,9.093702e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,41.264000,3.862202e-04,9.210794e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,41.690000,6.072464e-04,9.309721e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,42.116000,9.722876e-04,9.370301e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,42.542000,1.337330e-03,9.430881e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,42.968000,1.573498e-03,9.497361e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,43.394000,1.771787e-03,9.565574e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,43.820000,1.966546e-03,9.626812e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,44.246000,2.149476e-03,9.664670e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,44.672000,2.332405e-03,9.702527e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,45.098000,2.551922e-03,9.748035e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,45.524000,3.015020e-03,9.789373e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,45.950000,3.434209e-03,9.833540e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,46.376000,3.834711e-03,9.878951e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,46.802000,4.155168e-03,9.906815e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,47.228000,4.760094e-03,9.911158e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,47.654000,5.454410e-03,9.934785e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,48.080000,6.148725e-03,9.958411e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,48.506000,6.843041e-03,9.982038e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,48.932000,7.537356e-03,1.000567e-01
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,49.358000,8.231672e-03,1.002929e-01
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,49.784000,8.982373e-03,1.002180e-01
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,50.210000,9.785579e-03,9.985333e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,50.636000,1.058879e-02,9.948865e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,51.062000,1.190019e-02,9.910870e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,51.488000,1.323437e-02,9.872806e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,51.914000,1.456855e-02,9.834742e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,52.340000,1.590273e-02,9.796678e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,52.766000,1.729822e-02,9.810228e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,53.192000,1.956449e-02,9.719209e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,53.618000,2.125695e-02,9.609722e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,54.044000,2.281580e-02,9.503235e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,54.470000,2.437466e-02,9.396748e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,54.896000,2.593351e-02,9.290262e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,55.322000,2.767140e-02,9.128118e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,55.748000,2.948154e-02,8.943515e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,56.174000,3.129168e-02,8.758911e-02
B30082,LT0_OFF,2.000000,200000,0.100000,0.050000,56.600000,3.310183e-02,8.574308e-02
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,14.000000,1.621511e-01,4.315052e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,14.426000,1.548149e-01,4.399750e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,14.852000,1.474787e-01,4.484448e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,15.278000,1.401425e-01,4.569146e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,15.704000,1.323316e-01,4.651471e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,16.130000,1.227093e-01,4.701542e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,16.556000,1.134937e-01,4.752405e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,16.982000,1.042322e-01,4.809353e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,17.408000,9.546586e-02,4.860337e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,17.834000,8.713605e-02,4.896365e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,18.260000,7.880068e-02,4.927138e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,18.686000,7.207176e-02,4.946892e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,19.112000,6.639501e-02,4.959429e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,19.538000,6.045049e-02,4.971174e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,19.964000,5.412369e-02,4.975710e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,20.390000,5.035454e-02,4.964370e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,20.816000,4.680260e-02,4.963526e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,21.242000,4.325066e-02,4.962683e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,21.668000,3.969872e-02,4.961840e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,22.094000,3.614678e-02,4.960997e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,22.520000,3.259484e-02,4.960154e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,22.946000,2.917207e-02,4.968907e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,23.372000,2.575490e-02,4.978077e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,23.798000,2.203536e-02,4.960013e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,24.224000,1.830105e-02,4.940618e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,24.650000,1.456673e-02,4.921224e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,25.076000,1.342734e-02,4.905388e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,25.502000,1.251310e-02,4.889861e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,25.928000,1.113623e-02,4.864566e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,26.354000,9.673522e-03,4.837459e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,26.780000,8.624510e-03,4.807017e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,27.206000,7.777566e-03,4.774946e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,27.632000,6.930621e-03,4.742875e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,28.058000,6.449896e-03,4.713605e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,28.484000,6.264365e-03,4.680553e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,28.910000,5.581193e-03,4.638322e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,29.336000,4.552178e-03,4.596953e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,29.762000,3.523163e-03,4.555584e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,30.188000,2.793483e-03,4.509389e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,30.614000,3.092020e-03,4.446616e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,31.040000,3.390557e-03,4.383844e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,31.466000,2.720628e-03,4.317272e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,31.892000,1.951132e-03,4.247552e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,32.318000,1.181646e-03,4.177831e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,32.744000,6.203707e-04,4.107122e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,33.170000,1.207466e-03,4.030958e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,33.596000,1.794587e-03,3.954794e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,34.022000,2.381716e-03,3.878629e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,34.448000,4.812067e-07,3.828926e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,34.874000,2.720018e-07,3.828925e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,35.300000,6.513985e-08,3.828925e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,35.726000,1.494476e-07,3.828924e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,36.152000,3.581328e-07,3.828924e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,36.578000,1.320790e-03,3.880221e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,37.004000,1.181073e-03,3.958828e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,37.430000,1.041356e-03,4.037435e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,37.856000,1.670181e-03,4.113069e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,38.282000,2.964143e-03,4.186132e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,38.708000,3.613450e-03,4.258225e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,39.134000,3.187105e-03,4.328702e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,39.560000,2.704485e-03,4.395742e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,39.986000,1.920515e-03,4.444373e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,40.412000,1.136562e-03,4.493004e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,40.838000,1.167049e-03,4.546851e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,41.264000,1.931101e-03,4.605397e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,41.690000,3.036232e-03,4.654861e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,42.116000,4.861438e-03,4.685151e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,42.542000,6.686648e-03,4.715441e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,42.968000,7.867491e-03,4.748680e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,43.394000,8.858935e-03,4.782787e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,43.820000,9.832732e-03,4.813406e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,44.246000,1.074738e-02,4.832335e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,44.672000,1.166203e-02,4.851264e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,45.098000,1.275961e-02,4.874017e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,45.524000,1.507510e-02,4.894686e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,45.950000,1.717104e-02,4.916770e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,46.376000,1.917356e-02,4.939476e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,46.802000,2.077584e-02,4.953408e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,47.228000,2.380047e-02,4.955579e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,47.654000,2.727205e-02,4.967392e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,48.080000,3.074363e-02,4.979206e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,48.506000,3.421520e-02,4.991019e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,48.932000,3.768678e-02,5.002833e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,49.358000,4.115836e-02,5.014646e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,49.784000,4.491186e-02,5.010900e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,50.210000,4.892790e-02,4.992666e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,50.636000,5.294393e-02,4.974432e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,51.062000,5.950093e-02,4.955435e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,51.488000,6.617184e-02,4.936403e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,51.914000,7.284276e-02,4.917371e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,52.340000,7.951367e-02,4.898339e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,52.766000,8.649109e-02,4.905114e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,53.192000,9.782246e-02,4.859604e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,53.618000,1.062847e-01,4.804861e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,54.044000,1.140790e-01,4.751617e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,54.470000,1.218733e-01,4.698374e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,54.896000,1.296676e-01,4.645131e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,55.322000,1.383570e-01,4.564059e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,55.748000,1.474077e-01,4.471757e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,56.174000,1.564584e-01,4.379456e-01
B30083,LT0_OFF,2.000000,200000,0.500000,0.050000,56.600000,1.655091e-01,4.287154e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,14.000000,3.243023e-01,8.630105e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,14.426000,3.096299e-01,8.799501e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,14.852000,2.949574e-01,8.968897e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,15.278000,2.802850e-01,9.138293e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,15.704000,2.646631e-01,9.302942e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,16.130000,2.454186e-01,9.403084e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,16.556000,2.269874e-01,9.504809e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,16.982000,2.084645e-01,9.618707e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,17.408000,1.909317e-01,9.720675e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,17.834000,1.742721e-01,9.792730e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,18.260000,1.576014e-01,9.854276e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,18.686000,1.441435e-01,9.893784e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,19.112000,1.327900e-01,9.918857e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,19.538000,1.209010e-01,9.942349e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,19.964000,1.082474e-01,9.951420e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,20.390000,1.007091e-01,9.928739e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,20.816000,9.360520e-02,9.927053e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,21.242000,8.650132e-02,9.925366e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,21.668000,7.939744e-02,9.923680e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,22.094000,7.229356e-02,9.921994e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,22.520000,6.518968e-02,9.920307e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,22.946000,5.834414e-02,9.937814e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,23.372000,5.150979e-02,9.956153e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,23.798000,4.407073e-02,9.920027e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,24.224000,3.660210e-02,9.881237e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,24.650000,2.913347e-02,9.842447e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,25.076000,2.685468e-02,9.810776e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,25.502000,2.502620e-02,9.779722e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,25.928000,2.227247e-02,9.729132e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,26.354000,1.934704e-02,9.674917e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,26.780000,1.724902e-02,9.614033e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,27.206000,1.555513e-02,9.549892e-01
B30084,LT0_OFF,2.000000,200000,1.000000,0.050000,27.632000,1.386124e-02,9.485750e-01
