case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,bx_gapface_t,by_gapface_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w
B30111,LT0_OFF,2.000000,10000,1.000000,0.100000,0,0,3.055400e+02,1.001346e+00,4.051572e-02,9.901835e-01,4.252263e-07,7.657434e-01,1.282974e-05,8.061183e-01,6.590729e+01,5.604353e+01,2.802284e+01
B30112,LT0_OFF,2.000000,30000,0.100000,0.100000,0,0,3.062808e+01,1.001339e-01,4.052397e-03,9.901713e-02,8.526452e-08,7.657689e-02,1.279871e-05,2.412503e+00,3.290083e+00,3.295724e+00,1.647925e+00
B30113,LT0_OFF,2.000000,30000,0.500000,0.100000,0,0,1.531404e+02,5.006694e-01,2.026198e-02,4.950856e-01,4.263226e-07,3.828844e-01,1.279871e-05,2.412503e+00,8.225209e+01,8.239309e+01,4.119812e+01
B30114,LT0_OFF,2.000000,30000,1.000000,0.100000,0,0,3.062808e+02,1.001339e+00,4.052397e-02,9.901713e-01,8.526452e-07,7.657689e-01,1.279871e-05,2.412503e+00,3.290083e+02,3.295724e+02,1.647925e+02
B30115,LT0_OFF,2.000000,100000,0.100000,0.100000,0,0,3.076044e+01,1.001326e-01,4.053866e-03,9.901494e-02,1.579389e-07,7.658142e-02,1.274364e-05,8.007072e+00,2.001556e+01,1.976247e+01,9.881613e+00
B30116,LT0_OFF,2.000000,100000,0.500000,0.100000,0,0,1.538022e+02,5.006630e-01,2.026933e-02,4.950747e-01,7.896944e-07,3.829071e-01,1.274364e-05,8.007072e+00,5.003891e+02,4.940617e+02,2.470403e+02
B30117,LT0_OFF,2.000000,100000,1.000000,0.100000,0,0,3.076044e+02,1.001326e+00,4.053866e-02,9.901494e-01,1.579389e-06,7.658142e-01,1.274364e-05,8.007072e+00,2.001556e+03,1.976247e+03,9.881613e+02
B30118,LT0_OFF,2.000000,200000,0.100000,0.100000,0,0,3.088163e+01,1.001314e-01,4.055207e-03,9.901294e-02,2.249561e-07,7.658556e-02,1.269363e-05,1.595129e+01,5.877300e+01,5.589663e+01,2.794939e+01
B30119,LT0_OFF,2.000000,200000,0.500000,0.100000,0,0,1.544081e+02,5.006571e-01,2.027604e-02,4.950647e-01,1.124780e-06,3.829278e-01,1.269363e-05,1.595129e+01,1.469325e+03,1.397416e+03,6.987347e+02
B30120,LT0_OFF,2.000000,200000,1.000000,0.100000,0,0,3.088163e+02,1.001314e+00,4.055207e-02,9.901294e-01,2.249561e-06,7.658556e-01,1.269363e-05,1.595129e+01,5.877300e+03,5.589663e+03,2.794939e+03
B30121,LT0_OFF,3.000000,10000,0.100000,0.100000,0,0,4.224758e+01,1.002015e-01,3.733180e-03,9.858581e-02,9.976120e-08,7.065920e-02,9.278638e-06,5.829954e-01,8.001065e-01,5.571164e-01,2.785011e-01
B30122,LT0_OFF,3.000000,10000,0.500000,0.100000,0,0,2.112379e+02,5.010073e-01,1.866590e-02,4.929290e-01,4.988060e-07,3.532960e-01,9.278638e-06,5.829954e-01,2.000266e+01,1.392791e+01,6.962529e+00
B30123,LT0_OFF,3.000000,10000,1.000000,0.100000,0,0,4.224758e+02,1.002015e+00,3.733180e-02,9.858581e-01,9.976120e-07,7.065920e-01,9.278638e-06,5.829954e-01,8.001065e+01,5.571164e+01,2.785011e+01
B30124,LT0_OFF,3.000000,30000,0.100000,0.100000,0,0,4.232177e+01,1.002007e-01,3.733965e-03,9.858459e-02,9.990334e-08,7.066162e-02,9.262372e-06,1.745918e+00,3.582240e+00,3.276202e+00,1.637766e+00
B30125,LT0_OFF,3.000000,30000,0.500000,0.100000,0,0,2.116089e+02,5.010037e-01,1.866983e-02,4.929230e-01,4.995167e-07,3.533081e-01,9.262372e-06,1.745918e+00,8.955600e+01,8.190506e+01,4.094414e+01
B30126,LT0_OFF,3.000000,30000,1.000000,0.100000,0,0,4.232177e+02,1.002007e+00,3.733965e-02,9.858459e-01,9.990334e-07,7.066162e-01,9.262372e-06,1.745918e+00,3.582240e+02,3.276202e+02,1.637766e+02
B30127,LT0_OFF,3.000000,100000,0.100000,0.100000,0,0,4.245422e+01,1.001994e-01,3.735364e-03,9.858243e-02,1.574574e-07,7.066592e-02,9.233476e-06,5.801568e+00,2.198862e+01,1.964537e+01,9.820670e+00
B30128,LT0_OFF,3.000000,100000,0.500000,0.100000,0,0,2.122711e+02,5.009972e-01,1.867682e-02,4.929122e-01,7.872872e-07,3.533296e-01,9.233476e-06,5.801568e+00,5.497156e+02,4.911342e+02,2.455168e+02
B30129,LT0_OFF,3.000000,100000,1.000000,0.100000,0,0,4.245422e+02,1.001994e+00,3.735364e-02,9.858243e-01,1.574574e-06,7.066592e-01,9.233476e-06,5.801568e+00,2.198862e+03,1.964537e+03,9.820670e+02
B30130,LT0_OFF,3.000000,200000,0.100000,0.100000,0,0,4.257536e+01,1.001983e-01,3.736640e-03,9.858045e-02,2.369199e-07,7.066985e-02,9.207203e-06,1.157012e+01,6.622117e+01,5.556530e+01,2.777696e+01
B30131,LT0_OFF,3.000000,200000,0.500000,0.100000,0,0,2.128768e+02,5.009913e-01,1.868320e-02,4.929023e-01,1.184599e-06,3.533492e-01,9.207203e-06,1.157012e+01,1.655529e+03,1.389133e+03,6.944239e+02
B30132,LT0_OFF,3.000000,200000,1.000000,0.100000,0,0,4.257536e+02,1.001983e+00,3.736640e-02,9.858045e-01,2.369199e-06,7.066985e-01,9.207203e-06,1.157012e+01,6.622117e+03,5.556530e+03,2.777696e+03
B30133,LT0_OFF,4.000000,10000,0.100000,0.100000,0,0,5.262139e+01,1.002777e-01,3.630777e-03,9.880985e-02,4.358214e-06,6.601428e-02,7.449442e-06,4.680635e-01,9.624196e-01,5.549752e-01,2.775052e-01
B30134,LT0_OFF,4.000000,10000,0.500000,0.100000,0,0,2.631070e+02,5.013883e-01,1.815389e-02,4.940493e-01,2.179107e-05,3.300714e-01,7.449442e-06,4.680635e-01,2.406049e+01,1.387438e+01,6.937630e+00
B30135,LT0_OFF,4.000000,10000,1.000000,0.100000,0,0,5.262139e+02,1.002777e+00,3.630777e-02,9.880985e-01,4.358214e-05,6.601428e-01,7.449442e-06,4.680635e-01,9.624196e+01,5.549752e+01,2.775052e+01
B30136,LT0_OFF,4.000000,30000,0.100000,0.100000,0,0,5.269573e+01,1.002769e-01,3.631743e-03,9.880850e-02,4.398319e-06,6.601664e-02,7.438933e-06,1.402208e+00,3.913576e+00,3.263607e+00,1.631907e+00
B30137,LT0_OFF,4.000000,30000,0.500000,0.100000,0,0,2.634787e+02,5.013846e-01,1.815872e-02,4.940425e-01,2.199160e-05,3.300832e-01,7.438933e-06,1.402208e+00,9.783941e+01,8.159018e+01,4.079767e+01
B30138,LT0_OFF,4.000000,30000,1.000000,0.100000,0,0,5.269573e+02,1.002769e+00,3.631743e-02,9.880850e-01,4.398319e-05,6.601664e-01,7.438933e-06,1.402208e+00,3.913576e+02,3.263607e+02,1.631907e+02
B30139,LT0_OFF,4.000000,100000,0.100000,0.100000,0,0,5.282838e+01,1.002756e-01,3.633464e-03,9.880608e-02,4.470512e-06,6.602085e-02,7.420253e-06,4.662286e+00,2.420099e+01,1.956981e+01,9.785520e+00
B30140,LT0_OFF,4.000000,100000,0.500000,0.100000,0,0,2.641419e+02,5.013780e-01,1.816732e-02,4.940304e-01,2.235256e-05,3.301043e-01,7.420253e-06,4.662286e+00,6.050246e+02,4.892452e+02,2.446380e+02
B30141,LT0_OFF,4.000000,100000,1.000000,0.100000,0,0,5.282838e+02,1.002756e+00,3.633464e-02,9.880608e-01,4.470512e-05,6.602085e-01,7.420253e-06,4.662286e+00,2.420099e+03,1.956981e+03,9.785520e+02
B30142,LT0_OFF,4.000000,200000,0.100000,0.100000,0,0,5.294965e+01,1.002744e-01,3.635034e-03,9.880388e-02,4.537289e-06,6.602469e-02,7.403259e-06,9.303214e+00,7.456156e+01,5.535149e+01,2.767749e+01
B30143,LT0_OFF,4.000000,200000,0.500000,0.100000,0,0,2.647483e+02,5.013720e-01,1.817517e-02,4.940194e-01,2.268644e-05,3.301235e-01,7.403259e-06,9.303214e+00,1.864039e+03,1.383787e+03,6.919372e+02
B30144,LT0_OFF,4.000000,200000,1.000000,0.100000,0,0,5.294965e+02,1.002744e+00,3.635034e-02,9.880388e-01,4.537289e-05,6.602469e-01,7.403259e-06,9.303214e+00,7.456156e+03,5.535149e+03,2.767749e+03
B30145,LT2_ON,2.000000,10000,0.100000,0.010000,2,1,3.053050e+01,1.001348e-01,4.052041e-03,9.901863e-02,1.811861e-08,7.657354e-02,1.283962e-05,8.067373e-01,1.597376e-01,6.206215e-03,3.103155e-03
B30146,LT2_ON,2.000000,10000,0.500000,0.010000,2,1,1.526525e+02,5.006741e-01,2.026020e-02,4.950931e-01,9.059306e-08,3.828677e-01,1.283962e-05,8.067373e-01,3.993441e+00,1.551554e-01,7.757887e-02
B30147,LT2_ON,2.000000,10000,1.000000,0.010000,2,1,3.053050e+02,1.001348e+00,4.052041e-02,9.901863e-01,1.811861e-07,7.657354e-01,1.283962e-05,8.067373e-01,1.597376e+01,6.206215e-01,3.103155e-01
B30148,LT2_ON,2.000000,30000,0.100000,0.010000,2,1,3.053051e+01,1.001348e-01,4.057873e-03,9.901771e-02,1.814136e-08,7.657354e-02,1.283961e-05,2.420210e+00,3.718845e-01,5.585133e-02,2.792609e-02
B30149,LT2_ON,2.000000,30000,0.500000,0.010000,2,1,1.526526e+02,5.006741e-01,2.028936e-02,4.950885e-01,9.070679e-08,3.828677e-01,1.283961e-05,2.420210e+00,9.297113e+00,1.396283e+00,6.981523e-01
B30150,LT2_ON,2.000000,30000,1.000000,0.010000,2,1,3.053051e+02,1.001348e+00,4.057873e-02,9.901771e-01,1.814136e-07,7.657354e-01,1.283961e-05,2.420210e+00,3.718845e+01,5.585133e+00,2.792609e+00
B30151,LT2_ON,2.000000,100000,0.100000,0.010000,2,1,3.053066e+01,1.001348e-01,4.122654e-03,9.900723e-02,1.839508e-08,7.657355e-02,1.283955e-05,8.067328e+00,2.782468e+00,6.199867e-01,3.099981e-01
B30152,LT2_ON,2.000000,100000,0.500000,0.010000,2,1,1.526533e+02,5.006741e-01,2.061327e-02,4.950362e-01,9.197539e-08,3.828677e-01,1.283955e-05,8.067328e+00,6.956170e+01,1.549967e+01,7.749954e+00
B30153,LT2_ON,2.000000,100000,1.000000,0.010000,2,1,3.053066e+02,1.001348e+00,4.122654e-02,9.900723e-01,1.839508e-07,7.657355e-01,1.283955e-05,8.067328e+00,2.782468e+02,6.199867e+01,3.099981e+01
B30154,LT2_ON,2.000000,200000,0.100000,0.010000,2,1,3.053116e+01,1.001348e-01,4.317805e-03,9.897252e-02,1.918110e-08,7.657359e-02,1.283934e-05,1.613439e+01,1.069594e+01,2.472195e+00,1.236117e+00
B30155,LT2_ON,2.000000,200000,0.500000,0.010000,2,1,1.526558e+02,5.006741e-01,2.158903e-02,4.948626e-01,9.590551e-08,3.828680e-01,1.283934e-05,1.613439e+01,2.673984e+02,6.180487e+01,3.090293e+01
B30156,LT2_ON,2.000000,200000,1.000000,0.010000,2,1,3.053116e+02,1.001348e+00,4.317805e-02,9.897252e-01,1.918110e-07,7.657359e-01,1.283934e-05,1.613439e+01,1.069594e+03,2.472195e+02,1.236117e+02
B30157,LT2_ON,3.000000,10000,0.100000,0.010000,2,1,4.222405e+01,1.002017e-01,3.733686e-03,9.858604e-02,1.020381e-07,7.065843e-02,9.283809e-06,5.833192e-01,2.994218e-01,6.157301e-03,3.078079e-03
B30158,LT2_ON,3.000000,10000,0.500000,0.010000,2,1,2.111202e+02,5.010085e-01,1.866843e-02,4.929302e-01,5.101907e-07,3.532922e-01,9.283809e-06,5.833192e-01,7.485545e+00,1.539325e-01,7.695198e-02
B30159,LT2_ON,3.000000,10000,1.000000,0.010000,2,1,4.222405e+02,1.002017e+00,3.733686e-02,9.858604e-01,1.020381e-06,7.065843e-01,9.283809e-06,5.833192e-01,2.994218e+01,6.157301e-01,3.078079e-01
B30160,LT2_ON,3.000000,30000,0.100000,0.010000,2,1,4.222406e+01,1.002017e-01,3.739718e-03,9.858476e-02,1.020764e-07,7.065843e-02,9.283806e-06,1.749956e+00,6.563096e-01,5.541119e-02,2.770045e-02
B30161,LT2_ON,3.000000,30000,0.500000,0.010000,2,1,2.111203e+02,5.010085e-01,1.869859e-02,4.929238e-01,5.103820e-07,3.532922e-01,9.283806e-06,1.749956e+00,1.640774e+01,1.385280e+00,6.925113e-01
B30162,LT2_ON,3.000000,30000,1.000000,0.010000,2,1,4.222406e+02,1.002017e+00,3.739718e-02,9.858476e-01,1.020764e-06,7.065843e-01,9.283806e-06,1.749956e+00,6.563096e+01,5.541119e+00,2.770045e+00
B30163,LT2_ON,3.000000,100000,0.100000,0.010000,2,1,4.222422e+01,1.002017e-01,3.806667e-03,9.857025e-02,1.025081e-07,7.065845e-02,9.283772e-06,5.833166e+00,4.711644e+00,6.151080e-01,3.074965e-01
B30164,LT2_ON,3.000000,100000,0.500000,0.010000,2,1,2.111211e+02,5.010085e-01,1.903334e-02,4.928513e-01,5.125405e-07,3.532922e-01,9.283772e-06,5.833166e+00,1.177911e+02,1.537770e+01,7.687413e+00
B30165,LT2_ON,3.000000,100000,1.000000,0.010000,2,1,4.222422e+02,1.002017e+00,3.806667e-02,9.857025e-01,1.025081e-06,7.065845e-01,9.283772e-06,5.833166e+00,4.711644e+02,6.151080e+01,3.074965e+01
B30166,LT2_ON,3.000000,200000,0.100000,0.010000,2,1,4.222471e+01,1.002017e-01,4.007833e-03,9.852217e-02,1.039013e-07,7.065848e-02,9.283663e-06,1.166619e+01,1.802564e+01,2.452829e+00,1.226181e+00
B30167,LT2_ON,3.000000,200000,0.500000,0.010000,2,1,2.111236e+02,5.010085e-01,2.003917e-02,4.926109e-01,5.195066e-07,3.532924e-01,9.283663e-06,1.166619e+01,4.506409e+02,6.132072e+01,3.065451e+01
B30168,LT2_ON,3.000000,200000,1.000000,0.010000,2,1,4.222471e+02,1.002017e+00,4.007833e-02,9.852217e-01,1.039013e-06,7.065848e-01,9.283663e-06,1.166619e+01,1.802564e+03,2.452829e+02,1.226181e+02
B30169,LT2_ON,4.000000,10000,0.100000,0.010000,2,1,5.259781e+01,1.002779e-01,3.631305e-03,9.881013e-02,4.345480e-06,6.601353e-02,7.452781e-06,4.682724e-01,4.602601e-01,6.122950e-03,3.061799e-03
B30170,LT2_ON,4.000000,10000,0.500000,0.010000,2,1,2.629891e+02,5.013895e-01,1.815653e-02,4.940507e-01,2.172740e-05,3.300677e-01,7.452781e-06,4.682724e-01,1.150650e+01,1.530737e-01,7.654498e-02
B30171,LT2_ON,4.000000,10000,1.000000,0.010000,2,1,5.259781e+02,1.002779e+00,3.631305e-02,9.881013e-01,4.345480e-05,6.601353e-01,7.452781e-06,4.682724e-01,4.602601e+01,6.122950e-01,3.061799e-01
B30172,LT2_ON,4.000000,30000,0.100000,0.010000,2,1,5.259783e+01,1.002779e-01,3.637961e-03,9.880891e-02,4.345473e-06,6.601353e-02,7.452779e-06,1.404816e+00,9.791676e-01,5.510211e-02,2.755397e-02
B30173,LT2_ON,4.000000,30000,0.500000,0.010000,2,1,2.629891e+02,5.013895e-01,1.818980e-02,4.940446e-01,2.172737e-05,3.300677e-01,7.452779e-06,1.404816e+00,2.447919e+01,1.377553e+00,6.888493e-01
B30174,LT2_ON,4.000000,30000,1.000000,0.010000,2,1,5.259783e+02,1.002779e+00,3.637961e-02,9.880891e-01,4.345473e-05,6.601353e-01,7.452779e-06,1.404816e+00,9.791676e+01,5.510211e+00,2.755397e+00
B30175,LT2_ON,4.000000,100000,0.100000,0.010000,2,1,5.259798e+01,1.002779e-01,3.711701e-03,9.879499e-02,4.345401e-06,6.601354e-02,7.452757e-06,4.682706e+00,6.875600e+00,6.116833e-01,3.058738e-01
B30176,LT2_ON,4.000000,100000,0.500000,0.010000,2,1,2.629899e+02,5.013895e-01,1.855851e-02,4.939750e-01,2.172700e-05,3.300677e-01,7.452757e-06,4.682706e+00,1.718900e+02,1.529208e+01,7.646845e+00
B30177,LT2_ON,4.000000,100000,1.000000,0.010000,2,1,5.259798e+02,1.002779e+00,3.711701e-02,9.879499e-01,4.345401e-05,6.601354e-01,7.452757e-06,4.682706e+00,6.875600e+02,6.116833e+01,3.058738e+01
B30178,LT2_ON,4.000000,200000,0.100000,0.010000,2,1,5.259848e+01,1.002779e-01,3.931868e-03,9.874882e-02,4.345199e-06,6.601357e-02,7.452686e-06,9.365322e+00,2.623481e+01,2.439252e+00,1.219751e+00
B30179,LT2_ON,4.000000,200000,0.500000,0.010000,2,1,2.629924e+02,5.013895e-01,1.965934e-02,4.937441e-01,2.172599e-05,3.300679e-01,7.452686e-06,9.365322e+00,6.558703e+02,6.098131e+01,3.049378e+01
B30180,LT2_ON,4.000000,200000,1.000000,0.010000,2,1,5.259848e+02,1.002779e+00,3.931868e-02,9.874882e-01,4.345199e-05,6.601357e-01,7.452686e-06,9.365322e+00,2.623481e+03,2.439252e+02,1.219751e+02
B30181,LT2_ON,2.000000,10000,0.100000,0.025000,2,1,3.053056e+01,1.001348e-01,4.079588e-03,9.901425e-02,1.822617e-08,7.657354e-02,1.283959e-05,8.067357e-01,1.892432e-01,3.877361e-02,1.938710e-02
B30182,LT2_ON,2.000000,10000,0.500000,0.025000,2,1,1.526528e+02,5.006741e-01,2.039794e-02,4.950713e-01,9.113086e-08,3.828677e-01,1.283959e-05,8.067357e-01,4.731079e+00,9.693403e-01,4.846776e-01
B30183,LT2_ON,2.000000,10000,1.000000,0.025000,2,1,3.053056e+02,1.001348e+00,4.079588e-02,9.901425e-01,1.822617e-07,7.657354e-01,1.283959e-05,8.067357e-01,1.892432e+01,3.877361e+00,1.938710e+00
B30184,LT2_ON,2.000000,30000,0.100000,0.025000,2,1,3.053108e+01,1.001348e-01,4.288055e-03,9.897814e-02,1.905863e-08,7.657359e-02,1.283938e-05,2.420166e+00,6.361838e-01,3.478292e-01,1.739173e-01
B30185,LT2_ON,2.000000,30000,0.500000,0.025000,2,1,1.526554e+02,5.006741e-01,2.144028e-02,4.948907e-01,9.529317e-08,3.828679e-01,1.283938e-05,2.420166e+00,1.590459e+01,8.695729e+00,4.347933e+00
B30186,LT2_ON,2.000000,30000,1.000000,0.025000,2,1,3.053108e+02,1.001348e+00,4.288055e-02,9.897814e-01,1.905863e-07,7.657359e-01,1.283938e-05,2.420166e+00,6.361838e+01,3.478292e+01,1.739173e+01
B30187,LT2_ON,2.000000,100000,0.100000,0.025000,2,1,3.053654e+01,1.001349e-01,5.531198e-03,9.859693e-02,2.488390e-08,7.657403e-02,1.283708e-05,8.065775e+00,5.571959e+00,3.719974e+00,1.860023e+00
B30188,LT2_ON,2.000000,100000,0.500000,0.025000,2,1,1.526827e+02,5.006745e-01,2.765599e-02,4.929846e-01,1.244199e-07,3.828702e-01,1.283708e-05,8.065775e+00,1.392990e+02,9.299934e+01,4.650057e+01
B30189,LT2_ON,2.000000,100000,1.000000,0.025000,2,1,3.053654e+02,1.001349e+00,5.531198e-02,9.859693e-01,2.488399e-07,7.657403e-01,1.283708e-05,8.065775e+00,5.571959e+02,3.719974e+02,1.860023e+02
B30190,LT2_ON,2.000000,200000,0.100000,0.025000,2,1,3.055082e+01,1.001351e-01,6.454555e-03,9.794024e-02,3.165138e-08,7.657505e-02,1.283108e-05,1.612401e+01,2.036118e+01,1.327826e+01,6.639278e+00
B30191,LT2_ON,2.000000,200000,0.500000,0.025000,2,1,1.527541e+02,5.006754e-01,3.227278e-02,4.897012e-01,1.582569e-07,3.828752e-01,1.283108e-05,1.612401e+01,5.090295e+02,3.319565e+02,1.659819e+02
B30192,LT2_ON,2.000000,200000,1.000000,0.025000,2,1,3.055082e+02,1.001351e+00,6.454555e-02,9.794024e-01,3.165138e-07,7.657505e-01,1.283108e-05,1.612401e+01,2.036118e+03,1.327826e+03,6.639278e+02
B30193,LT2_ON,3.000000,10000,0.100000,0.025000,2,1,4.222411e+01,1.002017e-01,3.762170e-03,9.857998e-02,1.022196e-07,7.065844e-02,9.283795e-06,5.833184e-01,3.289725e-01,3.846820e-02,1.923052e-02
B30194,LT2_ON,3.000000,10000,0.500000,0.025000,2,1,2.111206e+02,5.010085e-01,1.881085e-02,4.928999e-01,5.110979e-07,3.532922e-01,9.283795e-06,5.833184e-01,8.224313e+00,9.617051e-01,4.807631e-01
B30195,LT2_ON,3.000000,10000,1.000000,0.025000,2,1,4.222411e+02,1.002017e+00,3.762170e-02,9.857998e-01,1.022196e-06,7.065844e-01,9.283795e-06,5.833184e-01,3.289725e+01,3.846820e+00,1.923052e+00
B30196,LT2_ON,3.000000,30000,0.100000,0.025000,2,1,4.222463e+01,1.002017e-01,3.977214e-03,9.852995e-02,1.036797e-07,7.065848e-02,9.283680e-06,1.749933e+00,9.210171e-01,3.451025e-01,1.725184e-01
B30197,LT2_ON,3.000000,30000,0.500000,0.025000,2,1,2.111232e+02,5.010085e-01,1.988607e-02,4.926498e-01,5.183985e-07,3.532924e-01,9.283680e-06,1.749933e+00,2.302543e+01,8.627562e+00,4.312961e+00
B30198,LT2_ON,3.000000,30000,1.000000,0.025000,2,1,4.222463e+02,1.002017e+00,3.977214e-02,9.852995e-01,1.036797e-06,7.065848e-01,9.283680e-06,1.749933e+00,9.210171e+01,3.451025e+01,1.725184e+01
B30199,LT2_ON,3.000000,100000,0.100000,0.025000,2,1,4.223016e+01,1.002018e-01,5.245268e-03,9.800351e-02,1.169066e-07,7.065888e-02,9.282466e-06,5.832346e+00,7.505727e+00,3.691866e+00,1.845531e+00
B30200,LT2_ON,3.000000,100000,0.500000,0.025000,2,1,2.111508e+02,5.010089e-01,2.622634e-02,4.900176e-01,5.845348e-07,3.532944e-01,9.282466e-06,5.832346e+00,1.876432e+02,9.229664e+01,4.613829e+01
B30201,LT2_ON,3.000000,100000,1.000000,0.025000,2,1,4.223016e+02,1.002018e+00,5.245268e-02,9.800351e-01,1.169070e-06,7.065888e-01,9.282466e-06,5.832346e+00,7.505727e+02,3.691866e+02,1.845531e+02
B30202,LT2_ON,3.000000,200000,0.100000,0.025000,2,1,4.224456e+01,1.002019e-01,6.173702e-03,9.710844e-02,1.396545e-07,7.065981e-02,9.279302e-06,1.166072e+01,2.770783e+01,1.318244e+01,6.589613e+00
B30203,LT2_ON,3.000000,200000,0.500000,0.025000,2,1,2.112228e+02,5.010097e-01,3.086851e-02,4.855422e-01,6.982725e-07,3.532990e-01,9.279302e-06,1.166072e+01,6.926959e+02,3.295611e+02,1.647403e+02
B30204,LT2_ON,3.000000,200000,1.000000,0.025000,2,1,4.224456e+02,1.002019e+00,6.173702e-02,9.710844e-01,1.396545e-06,7.065981e-01,9.279302e-06,1.166072e+01,2.770783e+03,1.318244e+03,6.589613e+02
B30205,LT2_ON,4.000000,10000,0.100000,0.025000,2,1,5.259788e+01,1.002779e-01,3.662718e-03,9.880432e-02,4.345449e-06,6.601354e-02,7.452772e-06,4.682719e-01,4.898692e-01,3.825376e-02,1.912890e-02
B30206,LT2_ON,4.000000,10000,0.500000,0.025000,2,1,2.629894e+02,5.013895e-01,1.831359e-02,4.940216e-01,2.172724e-05,3.300677e-01,7.452772e-06,4.682719e-01,1.224673e+01,9.563441e-01,4.782225e-01
B30207,LT2_ON,4.000000,10000,1.000000,0.025000,2,1,5.259788e+02,1.002779e+00,3.662718e-02,9.880432e-01,4.345449e-05,6.601354e-01,7.452772e-06,4.682719e-01,4.898692e+01,3.825376e+00,1.912890e+00
B30208,LT2_ON,4.000000,30000,0.100000,0.025000,2,1,5.259841e+01,1.002779e-01,3.898486e-03,9.875630e-02,4.345228e-06,6.601357e-02,7.452697e-06,1.404801e+00,1.244401e+00,3.431906e-01,1.716130e-01
B30209,LT2_ON,4.000000,30000,0.500000,0.025000,2,1,2.629920e+02,5.013895e-01,1.949243e-02,4.937815e-01,2.172614e-05,3.300679e-01,7.452697e-06,1.404801e+00,3.111002e+01,8.579765e+00,4.290324e+00
B30210,LT2_ON,4.000000,30000,1.000000,0.025000,2,1,5.259841e+02,1.002779e+00,3.898486e-02,9.875630e-01,4.345228e-05,6.601357e-01,7.452697e-06,1.404801e+00,1.244401e+02,3.431906e+01,1.716130e+01
B30211,LT2_ON,4.000000,100000,0.100000,0.025000,2,1,5.260397e+01,1.002780e-01,5.250442e-03,9.824582e-02,4.346465e-06,6.601394e-02,7.451909e-06,4.682173e+00,9.675459e+00,3.672373e+00,1.836335e+00
B30212,LT2_ON,4.000000,100000,0.500000,0.025000,2,1,2.630199e+02,5.013899e-01,2.625221e-02,4.912291e-01,2.173232e-05,3.300697e-01,7.451909e-06,4.682173e+00,2.418865e+02,9.180933e+01,4.590837e+01
B30213,LT2_ON,4.000000,100000,1.000000,0.025000,2,1,5.260397e+02,1.002780e+00,5.250442e-02,9.824582e-01,4.346465e-05,6.601394e-01,7.451909e-06,4.682173e+00,9.675459e+02,3.672373e+02,1.836335e+02
B30214,LT2_ON,4.000000,200000,0.100000,0.025000,2,1,5.261849e+01,1.002781e-01,6.206648e-03,9.736217e-02,4.367450e-06,6.601480e-02,7.449853e-06,9.361762e+00,3.593787e+01,1.311693e+01,6.558811e+00
B30215,LT2_ON,4.000000,200000,0.500000,0.025000,2,1,2.630924e+02,5.013906e-01,3.103324e-02,4.868108e-01,2.183725e-05,3.300740e-01,7.449853e-06,9.361762e+00,8.984467e+02,3.279232e+02,1.639703e+02
B30216,LT2_ON,4.000000,200000,1.000000,0.025000,2,1,5.261849e+02,1.002781e+00,6.206648e-02,9.736217e-01,4.367450e-05,6.601480e-01,7.449853e-06,9.361762e+00,3.593787e+03,1.311693e+03,6.558811e+02
B30217,LT2_ON,2.000000,10000,0.100000,0.050000,2,1,3.053153e+01,1.001348e-01,4.448135e-03,9.894644e-02,1.972212e-08,7.657363e-02,1.283919e-05,8.067105e-01,2.935961e-01,1.541461e-01,7.707430e-02
B30218,LT2_ON,2.000000,10000,0.500000,0.050000,2,1,1.526576e+02,5.006742e-01,2.224068e-02,4.947322e-01,9.861061e-08,3.828681e-01,1.283919e-05,8.067105e-01,7.339903e+00,3.853652e+00,1.926857e+00
B30219,LT2_ON,2.000000,10000,1.000000,0.050000,2,1,3.053153e+02,1.001348e+00,4.448135e-02,9.894644e-01,1.972212e-07,7.657363e-01,1.283919e-05,8.067105e-01,2.935961e+01,1.541461e+01,7.707430e+00
B30220,LT2_ON,2.000000,30000,0.100000,0.050000,2,1,3.053896e+01,1.001349e-01,5.811087e-03,9.844854e-02,2.650227e-08,7.657421e-02,1.283606e-05,2.419542e+00,1.504428e+00,1.314997e+00,6.575119e-01
B30221,LT2_ON,2.000000,30000,0.500000,0.050000,2,1,1.526948e+02,5.006747e-01,2.905543e-02,4.922427e-01,1.325113e-07,3.828711e-01,1.283606e-05,2.419542e+00,3.761070e+01,3.287493e+01,1.643780e+01
B30222,LT2_ON,2.000000,30000,1.000000,0.050000,2,1,3.053896e+02,1.001349e+00,5.811087e-02,9.844854e-01,2.650227e-07,7.657421e-01,1.283606e-05,2.419542e+00,1.504428e+02,1.314997e+02,6.575119e+01
B30223,LT2_ON,2.000000,100000,0.100000,0.050000,2,1,3.058258e+01,1.001353e-01,6.752663e-03,9.753307e-02,4.248478e-08,7.657700e-02,1.281776e-05,8.053635e+00,1.124466e+01,1.008896e+01,5.044602e+00
B30224,LT2_ON,2.000000,100000,0.500000,0.050000,2,1,1.529129e+02,5.006765e-01,3.376331e-02,4.876654e-01,2.124239e-07,3.828850e-01,1.281776e-05,8.053635e+00,2.811165e+02,2.522241e+02,1.261151e+02
