test,f_Hz,y_mm,absBx,absBy
ref,100000,29.1125,6.421802e-05,3.941062e-02
ref,100000,29.3450,4.195273e-05,3.917229e-02
ref,100000,29.5775,4.907093e-05,3.893397e-02
ref,100000,29.8100,7.789562e-05,3.869564e-02
ref,100000,30.0425,1.290700e-04,3.846214e-02
ref,100000,30.2750,3.066755e-04,3.826335e-02
ref,100000,30.5075,4.933101e-04,3.780803e-02
ref,100000,30.7400,5.253135e-04,3.725962e-02
ref,100000,30.9725,5.174343e-04,3.671000e-02
ref,100000,31.2050,5.095648e-04,3.616038e-02
ref,100000,31.4375,5.017054e-04,3.561076e-02
ref,100000,31.6700,4.938567e-04,3.506113e-02
ref,100000,31.9025,4.860190e-04,3.451151e-02
ref,100000,32.1350,4.781931e-04,3.396189e-02
ref,100000,32.3675,4.703794e-04,3.341226e-02
ref,100000,32.6000,4.954393e-04,3.279658e-02
ref,100000,32.8325,6.933259e-04,3.183355e-02
ref,100000,33.0650,8.912362e-04,3.087051e-02
ref,100000,33.2975,1.089157e-03,2.990748e-02
ref,100000,33.5300,1.287084e-03,2.894444e-02
ref,100000,33.7625,1.485015e-03,2.798141e-02
ref,100000,33.9950,1.682947e-03,2.701837e-02
ref,100000,34.2275,1.880882e-03,2.605534e-02
ref,100000,34.4600,4.090883e-05,2.573907e-02
ref,100000,34.6925,3.834440e-05,2.571587e-02
ref,100000,34.9250,3.577998e-05,2.569267e-02
ref,100000,35.1575,3.321556e-05,2.566947e-02
ref,100000,35.3900,3.065116e-05,2.564627e-02
ref,100000,35.6225,2.808677e-05,2.562307e-02
ref,100000,35.8550,2.552240e-05,2.559987e-02
ref,100000,36.0875,2.223947e-05,2.558810e-02
ref,100000,36.3200,1.892161e-05,2.557688e-02
ref,100000,36.5525,1.560387e-05,2.556566e-02
ref,100000,36.7850,1.228637e-05,2.555444e-02
ref,100000,37.0175,8.969377e-06,2.554322e-02
ref,100000,37.2500,9.446914e-06,2.553215e-02
ref,100000,37.4825,1.120878e-05,2.552665e-02
ref,100000,37.7150,1.103496e-05,2.552291e-02
ref,100000,37.9475,1.086115e-05,2.551917e-02
ref,100000,38.1800,1.068734e-05,2.551544e-02
ref,100000,38.4125,1.051354e-05,2.551170e-02
ref,100000,38.6450,1.033975e-05,2.550797e-02
ref,100000,38.8775,1.953575e-05,2.551916e-02
ref,100000,39.1100,2.289179e-05,2.553569e-02
ref,100000,39.3425,1.403628e-05,2.555831e-02
ref,100000,39.5750,5.183380e-06,2.558093e-02
ref,100000,39.8075,3.685783e-06,2.560355e-02
ref,100000,40.0400,1.253674e-05,2.562617e-02
ref,100000,40.2725,2.139210e-05,2.564879e-02
ref,100000,40.5050,3.024799e-05,2.567141e-02
ref,100000,40.7375,3.910406e-05,2.569403e-02
ref,100000,40.9700,4.796020e-05,2.571665e-02
ref,100000,41.2025,5.681639e-05,2.573927e-02
ref,100000,41.4350,3.987292e-04,2.630130e-02
ref,100000,41.6675,4.682962e-04,2.725289e-02
ref,100000,41.9000,5.381420e-04,2.820449e-02
ref,100000,42.1325,6.081707e-04,2.915608e-02
ref,100000,42.3650,6.783255e-04,3.010768e-02
ref,100000,42.5975,7.485711e-04,3.105928e-02
ref,100000,42.8300,8.188840e-04,3.201088e-02
ref,100000,43.0625,8.532158e-04,3.282998e-02
ref,100000,43.2950,8.104720e-04,3.336559e-02
ref,100000,43.5275,7.677299e-04,3.390121e-02
ref,100000,43.7600,7.249897e-04,3.443683e-02
ref,100000,43.9925,6.822519e-04,3.497245e-02
ref,100000,44.2250,6.395170e-04,3.550806e-02
ref,100000,44.4575,5.967854e-04,3.604368e-02
ref,100000,44.6900,5.540581e-04,3.657930e-02
ref,100000,44.9225,5.518676e-04,3.712498e-02
ref,100000,45.1550,6.973827e-04,3.770729e-02
ref,100000,45.3875,7.714871e-04,3.819735e-02
ref,100000,45.6200,6.282490e-04,3.844609e-02
ref,100000,45.8525,4.850352e-04,3.869483e-02
ref,100000,46.0850,3.418763e-04,3.894357e-02
ref,100000,46.3175,1.988912e-04,3.919231e-02
ref,100000,46.5500,5.739295e-05,3.944105e-02
ref,100000,46.7825,8.993415e-05,3.968980e-02
ref,100000,47.0150,2.322505e-04,3.993854e-02
ref,100000,47.2475,3.753005e-04,4.018729e-02
ref,100000,47.4800,5.184771e-04,4.043604e-02
ref,100000,47.7125,6.616982e-04,4.068478e-02
ref,100000,47.9450,7.008619e-04,4.090125e-02
ref,100000,48.1775,5.069677e-04,4.104542e-02
ref,100000,48.4100,3.131363e-04,4.118959e-02
ref,100000,48.6425,1.196732e-04,4.133375e-02
ref,100000,48.8750,2.100761e-05,4.138986e-02
ref,100000,49.1075,1.869946e-05,4.136496e-02
ref,100000,49.3400,3.457757e-05,4.134007e-02
ref,100000,49.5725,5.458144e-05,4.131518e-02
ref,100000,49.8050,7.549999e-05,4.129029e-02
ref,100000,50.0375,9.674167e-05,4.126540e-02
ref,100000,50.2700,1.181323e-04,4.124051e-02
ref,100000,50.5025,1.396034e-04,4.121562e-02
ref,100000,50.7350,1.611229e-04,4.119073e-02
ref,100000,50.9675,1.826736e-04,4.116585e-02
ref,100000,51.2000,2.042456e-04,4.114096e-02
ref,100000,51.4325,2.212418e-04,4.111696e-02
ref,100000,51.6650,2.240224e-04,4.109571e-02
ref,100000,51.8975,2.269154e-04,4.107445e-02
ref,100000,52.1300,3.078274e-04,4.111758e-02
ref,100000,52.3625,3.223230e-04,4.121201e-02
ref,100000,52.5950,3.322395e-04,4.130387e-02
ref,100000,52.8275,3.285947e-04,4.138832e-02
ref,100000,53.0600,3.250162e-04,4.147277e-02
ref,100000,53.2925,3.215060e-04,4.155722e-02
ref,100000,53.5250,3.180666e-04,4.164167e-02
ref,100000,53.7575,3.147001e-04,4.172612e-02
ref,100000,53.9900,3.114089e-04,4.181058e-02
ref,100000,54.2225,3.057561e-04,4.191087e-02
ref,100000,54.4550,2.972670e-04,4.203013e-02
ref,100000,54.6875,2.915881e-04,4.214601e-02
ref,100000,54.9200,3.753133e-04,4.215082e-02
ref,100000,55.1525,4.590993e-04,4.215562e-02
ref,100000,55.3850,5.429180e-04,4.216043e-02
ref,100000,55.6175,5.455947e-04,4.218595e-02
ref,100000,55.8500,4.726049e-04,4.223079e-02
ref,100000,56.0825,3.996239e-04,4.227562e-02
ref,100000,56.3150,3.266574e-04,4.232046e-02
ref,100000,56.5475,2.537182e-04,4.236530e-02
ref,100000,56.7800,1.808390e-04,4.241013e-02
ref,100000,57.0125,1.081414e-04,4.245497e-02
ref,100000,57.2450,2.828812e-05,4.247026e-02
ref,100000,57.4775,8.790045e-05,4.237213e-02
ref,100000,57.7100,2.016642e-04,4.227399e-02
ref,100000,57.9425,3.156360e-04,4.217586e-02
ref,100000,58.1750,4.296503e-04,4.207772e-02
ref,100000,58.4075,5.096433e-04,4.196200e-02
ref,100000,58.6400,5.283553e-04,4.183807e-02
ref,100000,58.8725,5.325851e-04,4.172090e-02
ref,100000,59.1050,5.369039e-04,4.160374e-02
ref,100000,59.3375,5.413096e-04,4.148658e-02
ref,100000,59.5700,5.458002e-04,4.136941e-02
ref,100000,59.8025,5.414409e-04,4.129042e-02
ref,100000,60.0350,5.325487e-04,4.123091e-02
ref,100000,60.2675,5.236701e-04,4.117140e-02
ref,100000,60.5000,5.148059e-04,4.111189e-02
vp5,100000,14.0000,2.650431e-02,4.082519e-02
vp5,100000,14.2325,1.225166e-03,4.085979e-02
vp5,100000,14.4650,1.174484e-03,4.089440e-02
vp5,100000,14.6975,1.123839e-03,4.092900e-02
vp5,100000,14.9300,1.073236e-03,4.096361e-02
vp5,100000,15.1625,1.022683e-03,4.099822e-02
vp5,100000,15.3950,9.808763e-04,4.107656e-02
vp5,100000,15.6275,9.444812e-04,4.118111e-02
vp5,100000,15.8600,8.995056e-04,4.128761e-02
vp5,100000,16.0925,8.002008e-04,4.140611e-02
vp5,100000,16.3250,7.009167e-04,4.152460e-02
vp5,100000,16.5575,6.016632e-04,4.164310e-02
vp5,100000,16.7900,5.024588e-04,4.176159e-02
vp5,100000,17.0225,4.033396e-04,4.188009e-02
vp5,100000,17.2550,3.043888e-04,4.199858e-02
vp5,100000,17.4875,2.051427e-04,4.211929e-02
vp5,100000,17.7200,1.038168e-04,4.224961e-02
vp5,100000,17.9525,2.306590e-05,4.237963e-02
vp5,100000,18.1850,3.144813e-05,4.246756e-02
vp5,100000,18.4175,5.083794e-05,4.255549e-02
vp5,100000,18.6500,6.816452e-05,4.263673e-02
vp5,100000,18.8825,1.625569e-05,4.261786e-02
vp5,100000,19.1150,4.106191e-05,4.259899e-02
vp5,100000,19.3475,9.440286e-05,4.258013e-02
vp5,100000,19.5800,1.481273e-04,4.256126e-02
vp5,100000,19.8125,2.019294e-04,4.254239e-02
vp5,100000,20.0450,1.799486e-04,4.250932e-02
vp5,100000,20.2775,4.911345e-05,4.244483e-02
vp5,100000,20.5100,7.211578e-05,4.233412e-02
vp5,100000,20.7425,9.511916e-05,4.222341e-02
vp5,100000,20.9750,1.181230e-04,4.211269e-02
vp5,100000,21.2075,1.411270e-04,4.200198e-02
vp5,100000,21.4400,1.641312e-04,4.189127e-02
vp5,100000,21.6725,1.871354e-04,4.178056e-02
vp5,100000,21.9050,2.101397e-04,4.166985e-02
vp5,100000,22.1375,2.279611e-04,4.156505e-02
vp5,100000,22.3700,1.837168e-04,4.151655e-02
vp5,100000,22.6025,1.509777e-04,4.146060e-02
vp5,100000,22.8350,1.198516e-04,4.140466e-02
vp5,100000,23.0675,9.199086e-05,4.134871e-02
vp5,100000,23.3000,7.133030e-05,4.129277e-02
vp5,100000,23.5325,6.512665e-05,4.123683e-02
vp5,100000,23.7650,7.695924e-05,4.118089e-02
vp5,100000,23.9975,1.006565e-04,4.112495e-02
vp5,100000,24.2300,1.166614e-04,4.107686e-02
vp5,100000,24.4625,6.604662e-05,4.107492e-02
vp5,100000,24.6950,6.693480e-05,4.107298e-02
vp5,100000,24.9275,9.187670e-05,4.108701e-02
vp5,100000,25.1600,1.103921e-04,4.110898e-02
vp5,100000,25.3925,1.307639e-04,4.113095e-02
vp5,100000,25.6250,1.522486e-04,4.115292e-02
vp5,100000,25.8575,1.744355e-04,4.117489e-02
vp5,100000,26.0900,1.247042e-04,4.116879e-02
vp5,100000,26.3225,5.573760e-05,4.115385e-02
vp5,100000,26.5550,4.009519e-05,4.113890e-02
vp5,100000,26.7875,1.051379e-04,4.112396e-02
vp5,100000,27.0200,1.773294e-04,4.110902e-02
vp5,100000,27.2525,2.505651e-04,4.109408e-02
vp5,100000,27.4850,3.240418e-04,4.107895e-02
vp5,100000,27.7175,2.855806e-04,4.084061e-02
vp5,100000,27.9500,2.472271e-04,4.060227e-02
vp5,100000,28.1825,2.090409e-04,4.036394e-02
vp5,100000,28.4150,1.711339e-04,4.012561e-02
vp5,100000,28.6475,1.337435e-04,3.988728e-02
vp5,100000,28.8800,9.746652e-05,3.964895e-02
vp5,100000,29.1125,6.421802e-05,3.941062e-02
vp5,100000,29.3450,4.195273e-05,3.917229e-02
vp5,100000,29.5775,4.907093e-05,3.893397e-02
vp5,100000,29.8100,7.789562e-05,3.869564e-02
vp5,100000,30.0425,1.290700e-04,3.846214e-02
vp5,100000,30.2750,3.066755e-04,3.826335e-02
vp5,100000,30.5075,4.933101e-04,3.780803e-02
vp5,100000,30.7400,5.253135e-04,3.725962e-02
vp5,100000,30.9725,5.174343e-04,3.671000e-02
vp5,100000,31.2050,5.095648e-04,3.616038e-02
vp5,100000,31.4375,5.017054e-04,3.561076e-02
vp5,100000,31.6700,4.938567e-04,3.506113e-02
vp5,100000,31.9025,4.860190e-04,3.451151e-02
vp5,100000,32.1350,4.781931e-04,3.396189e-02
vp5,100000,32.3675,4.703794e-04,3.341226e-02
vp5,100000,32.6000,4.954393e-04,3.279658e-02
vp5,100000,32.8325,6.933259e-04,3.183355e-02
vp5,100000,33.0650,8.912362e-04,3.087051e-02
vp5,100000,33.2975,1.089157e-03,2.990748e-02
vp5,100000,33.5300,1.287084e-03,2.894444e-02
vp5,100000,33.7625,1.485015e-03,2.798141e-02
vp5,100000,33.9950,1.682947e-03,2.701837e-02
vp5,100000,34.2275,1.880882e-03,2.605534e-02
vp5,100000,34.4600,4.090883e-05,2.573907e-02
vp5,100000,34.6925,3.834440e-05,2.571587e-02
vp5,100000,34.9250,3.577998e-05,2.569267e-02
vp5,100000,35.1575,3.321556e-05,2.566947e-02
vp5,100000,35.3900,3.065116e-05,2.564627e-02
vp5,100000,35.6225,2.808677e-05,2.562307e-02
vp5,100000,35.8550,2.552240e-05,2.559987e-02
vp5,100000,36.0875,2.223947e-05,2.558810e-02
vp5,100000,36.3200,1.892161e-05,2.557688e-02
vp5,100000,36.5525,1.560387e-05,2.556566e-02
vp5,100000,36.7850,1.228637e-05,2.555444e-02
vp5,100000,37.0175,8.969377e-06,2.554322e-02
vp5,100000,37.2500,9.446914e-06,2.553215e-02
vp5,100000,37.4825,1.120878e-05,2.552665e-02
vp5,100000,37.7150,1.103496e-05,2.552291e-02
vp5,100000,37.9475,1.086115e-05,2.551917e-02
vp5,100000,38.1800,1.068734e-05,2.551544e-02
vp5,100000,38.4125,1.051354e-05,2.551170e-02
vp5,100000,38.6450,1.033975e-05,2.550797e-02
vp5,100000,38.8775,1.953575e-05,2.551916e-02
vp5,100000,39.1100,2.289179e-05,2.553569e-02
vp5,100000,39.3425,1.403628e-05,2.555831e-02
vp5,100000,39.5750,5.183380e-06,2.558093e-02
vp5,100000,39.8075,3.685783e-06,2.560355e-02
vp5,100000,40.0400,1.253674e-05,2.562617e-02
vp5,100000,40.2725,2.139210e-05,2.564879e-02
vp5,100000,40.5050,3.024799e-05,2.567141e-02
vp5,100000,40.7375,3.910406e-05,2.569403e-02
vp5,100000,40.9700,4.796020e-05,2.571665e-02
vp5,100000,41.2025,5.681639e-05,2.573927e-02
vp5,100000,41.4350,3.987292e-04,2.630130e-02
vp5,100000,41.6675,4.682962e-04,2.725289e-02
vp5,100000,41.9000,5.381420e-04,2.820449e-02
vp5,100000,42.1325,6.081707e-04,2.915608e-02
vp5,100000,42.3650,6.783255e-04,3.010768e-02
vp5,100000,42.5975,7.485711e-04,3.105928e-02
vp5,100000,42.8300,8.188840e-04,3.201088e-02
vp5,100000,43.0625,8.532158e-04,3.282998e-02
vp5,100000,43.2950,8.104720e-04,3.336559e-02
vp5,100000,43.5275,7.677299e-04,3.390121e-02
vp5,100000,43.7600,7.249897e-04,3.443683e-02
vp5,100000,43.9925,6.822519e-04,3.497245e-02
vp5,100000,44.2250,6.395170e-04,3.550806e-02
vp5,100000,44.4575,5.967854e-04,3.604368e-02
vp5,100000,44.6900,5.540581e-04,3.657930e-02
vp5,100000,44.9225,5.518676e-04,3.712498e-02
vp5,100000,45.1550,6.973827e-04,3.770729e-02
vp5,100000,45.3875,7.714871e-04,3.819735e-02
vp5,100000,45.6200,6.282490e-04,3.844609e-02
vp5,100000,45.8525,4.850352e-04,3.869483e-02
vp5,100000,46.0850,3.418763e-04,3.894357e-02
vp5,100000,46.3175,1.988912e-04,3.919231e-02
vp5,100000,46.5500,5.739295e-05,3.944105e-02
vp5,100000,46.7825,8.993415e-05,3.968980e-02
vp5,100000,47.0150,2.322505e-04,3.993854e-02
vp5,100000,47.2475,3.753005e-04,4.018729e-02
vp5,100000,47.4800,5.184771e-04,4.043604e-02
vp5,100000,47.7125,6.616982e-04,4.068478e-02
vp5,100000,47.9450,7.008619e-04,4.090125e-02
vp5,100000,48.1775,5.069677e-04,4.104542e-02
vp5,100000,48.4100,3.131363e-04,4.118959e-02
vp5,100000,48.6425,1.196732e-04,4.133375e-02
vp5,100000,48.8750,2.100761e-05,4.138986e-02
vp5,100000,49.1075,1.869946e-05,4.136496e-02
vp5,100000,49.3400,3.457757e-05,4.134007e-02
vp5,100000,49.5725,5.458144e-05,4.131518e-02
vp5,100000,49.8050,7.549999e-05,4.129029e-02
vp5,100000,50.0375,9.674167e-05,4.126540e-02
vp5,100000,50.2700,1.181323e-04,4.124051e-02
vp5,100000,50.5025,1.396034e-04,4.121562e-02
vp5,100000,50.7350,1.611229e-04,4.119073e-02
vp5,100000,50.9675,1.826736e-04,4.116585e-02
vp5,100000,51.2000,2.042456e-04,4.114096e-02
vp5,100000,51.4325,2.212418e-04,4.111696e-02
vp5,100000,51.6650,2.240224e-04,4.109571e-02
vp5,100000,51.8975,2.269154e-04,4.107445e-02
vp5,100000,52.1300,3.078274e-04,4.111758e-02
vp5,100000,52.3625,3.223230e-04,4.121201e-02
vp5,100000,52.5950,3.322395e-04,4.130387e-02
vp5,100000,52.8275,3.285947e-04,4.138832e-02
vp5,100000,53.0600,3.250162e-04,4.147277e-02
vp5,100000,53.2925,3.215060e-04,4.155722e-02
vp5,100000,53.5250,3.180666e-04,4.164167e-02
vp5,100000,53.7575,3.147001e-04,4.172612e-02
vp5,100000,53.9900,3.114089e-04,4.181058e-02
vp5,100000,54.2225,3.057561e-04,4.191087e-02
vp5,100000,54.4550,2.972670e-04,4.203013e-02
vp5,100000,54.6875,2.915881e-04,4.214601e-02
vp5,100000,54.9200,3.753133e-04,4.215082e-02
vp5,100000,55.1525,4.590993e-04,4.215562e-02
vp5,100000,55.3850,5.429180e-04,4.216043e-02
vp5,100000,55.6175,5.455947e-04,4.218595e-02
vp5,100000,55.8500,4.726049e-04,4.223079e-02
vp5,100000,56.0825,3.996239e-04,4.227562e-02
vp5,100000,56.3150,3.266574e-04,4.232046e-02
vp5,100000,56.5475,2.537182e-04,4.236530e-02
vp5,100000,56.7800,1.808390e-04,4.241013e-02
vp5,100000,57.0125,1.081414e-04,4.245497e-02
vp5,100000,57.2450,2.828812e-05,4.247026e-02
vp5,100000,57.4775,8.790045e-05,4.237213e-02
vp5,100000,57.7100,2.016642e-04,4.227399e-02
vp5,100000,57.9425,3.156360e-04,4.217586e-02
vp5,100000,58.1750,4.296503e-04,4.207772e-02
vp5,100000,58.4075,5.096433e-04,4.196200e-02
vp5,100000,58.6400,5.283553e-04,4.183807e-02
vp5,100000,58.8725,5.325851e-04,4.172090e-02
vp5,100000,59.1050,5.369039e-04,4.160374e-02
vp5,100000,59.3375,5.413096e-04,4.148658e-02
vp5,100000,59.5700,5.458002e-04,4.136941e-02
vp5,100000,59.8025,5.414409e-04,4.129042e-02
vp5,100000,60.0350,5.325487e-04,4.123091e-02
vp5,100000,60.2675,5.236701e-04,4.117140e-02
vp5,100000,60.5000,5.148059e-04,4.111189e-02
vp2,100000,14.0000,2.127123e-03,1.751518e-03
vp2,100000,14.2325,1.254107e-03,1.771923e-03
vp2,100000,14.4650,1.214298e-03,1.792335e-03
vp2,100000,14.6975,1.174489e-03,1.812753e-03
vp2,100000,14.9300,1.134681e-03,1.833176e-03
vp2,100000,15.1625,1.094872e-03,1.853606e-03
vp2,100000,15.3950,1.070950e-03,1.914392e-03
vp2,100000,15.6275,1.056562e-03,1.999395e-03
vp2,100000,15.8600,1.030003e-03,2.087302e-03
vp2,100000,16.0925,9.283925e-04,2.192946e-03
vp2,100000,16.3250,8.268141e-04,2.298621e-03
vp2,100000,16.5575,7.252816e-04,2.404321e-03
vp2,100000,16.7900,6.238175e-04,2.510043e-03
vp2,100000,17.0225,5.224614e-04,2.615785e-03
vp2,100000,17.2550,4.212916e-04,2.721545e-03
vp2,100000,17.4875,3.187830e-04,2.831401e-03
vp2,100000,17.7200,2.098825e-04,2.959061e-03
vp2,100000,17.9525,1.060785e-04,3.086488e-03
vp2,100000,18.1850,1.040331e-04,3.179084e-03
vp2,100000,18.4175,1.025301e-04,3.271687e-03
vp2,100000,18.6500,9.860022e-05,3.357369e-03
vp2,100000,18.8825,5.193836e-05,3.339361e-03
vp2,100000,19.1150,2.678144e-05,3.321354e-03
vp2,100000,19.3475,6.148953e-05,3.303347e-03
vp2,100000,19.5800,1.090355e-04,3.285341e-03
vp2,100000,19.8125,1.582422e-04,3.267336e-03
vp2,100000,20.0450,1.313572e-04,3.235215e-03
vp2,100000,20.2775,1.381467e-05,3.174334e-03
vp2,100000,20.5100,1.405133e-05,3.084802e-03
vp2,100000,20.7425,1.460943e-05,2.995281e-03
vp2,100000,20.9750,1.545418e-05,2.905771e-03
vp2,100000,21.2075,1.654174e-05,2.816273e-03
vp2,100000,21.4400,1.782771e-05,2.726787e-03
vp2,100000,21.6725,1.927243e-05,2.637317e-03
vp2,100000,21.9050,2.084290e-05,2.547863e-03
vp2,100000,22.1375,3.079234e-05,2.468298e-03
vp2,100000,22.3700,6.475059e-05,2.474291e-03
vp2,100000,22.6025,8.966759e-05,2.472394e-03
vp2,100000,22.8350,1.145846e-04,2.470497e-03
vp2,100000,23.0675,1.395017e-04,2.468600e-03
vp2,100000,23.3000,1.644187e-04,2.466703e-03
vp2,100000,23.5325,1.893358e-04,2.464807e-03
vp2,100000,23.7650,2.142529e-04,2.462911e-03
vp2,100000,23.9975,2.391699e-04,2.461015e-03
vp2,100000,24.2300,2.497030e-04,2.466593e-03
vp2,100000,24.4625,1.757229e-04,2.516146e-03
vp2,100000,24.6950,1.022021e-04,2.565708e-03
vp2,100000,24.9275,5.528078e-05,2.623978e-03
vp2,100000,25.1600,2.506831e-05,2.686584e-03
vp2,100000,25.3925,2.754946e-05,2.749203e-03
vp2,100000,25.6250,5.871645e-05,2.811834e-03
vp2,100000,25.8575,9.324360e-05,2.874477e-03
vp2,100000,26.0900,5.678173e-05,2.903689e-03
vp2,100000,26.3225,2.066541e-05,2.922365e-03
vp2,100000,26.5550,7.122192e-05,2.941043e-03
vp2,100000,26.7875,1.309988e-04,2.959722e-03
vp2,100000,27.0200,1.915500e-04,2.978404e-03
vp2,100000,27.2525,2.523187e-04,2.997088e-03
vp2,100000,27.4850,3.130922e-04,3.015683e-03
vp2,100000,27.7175,2.735388e-04,2.929392e-03
vp2,100000,27.9500,2.340097e-04,2.843103e-03
vp2,100000,28.1825,1.945196e-04,2.756816e-03
vp2,100000,28.4150,1.550984e-04,2.670533e-03
vp2,100000,28.6475,1.158165e-04,2.584253e-03
vp2,100000,28.8800,7.688755e-05,2.497976e-03
vp2,100000,29.1125,3.937286e-05,2.411704e-03
vp2,100000,29.3450,1.813953e-05,2.325436e-03
vp2,100000,29.5775,4.741474e-05,2.239174e-03
vp2,100000,29.8100,8.548430e-05,2.152917e-03
vp2,100000,30.0425,1.272054e-04,2.068798e-03
vp2,100000,30.2750,1.886208e-04,2.000042e-03
vp2,100000,30.5075,1.674152e-04,1.932261e-03
vp2,100000,30.7400,1.479311e-04,1.863112e-03
vp2,100000,30.9725,1.361066e-04,1.793534e-03
vp2,100000,31.2050,1.242895e-04,1.723964e-03
vp2,100000,31.4375,1.124822e-04,1.654401e-03
vp2,100000,31.6700,1.006881e-04,1.584847e-03
vp2,100000,31.9025,8.891256e-05,1.515303e-03
vp2,100000,32.1350,7.716394e-05,1.445770e-03
vp2,100000,32.3675,6.545679e-05,1.376250e-03
vp2,100000,32.6000,5.433285e-05,1.317225e-03
vp2,100000,32.8325,4.597999e-05,1.313314e-03
vp2,100000,33.0650,3.769056e-05,1.309407e-03
vp2,100000,33.2975,2.951806e-05,1.305503e-03
vp2,100000,33.5300,2.159562e-05,1.301603e-03
vp2,100000,33.7625,1.434380e-05,1.297705e-03
vp2,100000,33.9950,9.457087e-06,1.293811e-03
vp2,100000,34.2275,1.083728e-05,1.289920e-03
vp2,100000,34.4600,1.910619e-05,1.295527e-03
vp2,100000,34.6925,1.839983e-05,1.305435e-03
vp2,100000,34.9250,1.769348e-05,1.315344e-03
vp2,100000,35.1575,1.698712e-05,1.325253e-03
vp2,100000,35.3900,1.628077e-05,1.335161e-03
vp2,100000,35.6225,1.557442e-05,1.345070e-03
vp2,100000,35.8550,1.486807e-05,1.354979e-03
vp2,100000,36.0875,1.347440e-05,1.359007e-03
vp2,100000,36.3200,1.204724e-05,1.362750e-03
vp2,100000,36.5525,1.062010e-05,1.366492e-03
vp2,100000,36.7850,9.192977e-06,1.370234e-03
vp2,100000,37.0175,7.765895e-06,1.373977e-03
vp2,100000,37.2500,7.643478e-06,1.377564e-03
vp2,100000,37.4825,7.668542e-06,1.379291e-03
vp2,100000,37.7150,6.930412e-06,1.380497e-03
vp2,100000,37.9475,6.192283e-06,1.381702e-03
vp2,100000,38.1800,5.454155e-06,1.382908e-03
vp2,100000,38.4125,4.716027e-06,1.384114e-03
vp2,100000,38.6450,3.977900e-06,1.385320e-03
vp2,100000,38.8775,6.991444e-06,1.381971e-03
vp2,100000,39.1100,7.738631e-06,1.376315e-03
vp2,100000,39.3425,3.722003e-06,1.367613e-03
vp2,100000,39.5750,2.986522e-07,1.358911e-03
vp2,100000,39.8075,4.312084e-06,1.350209e-03
vp2,100000,40.0400,8.328742e-06,1.341507e-03
vp2,100000,40.2725,1.234548e-05,1.332805e-03
vp2,100000,40.5050,1.636223e-05,1.324103e-03
vp2,100000,40.7375,2.037900e-05,1.315401e-03
vp2,100000,40.9700,2.439576e-05,1.306699e-03
vp2,100000,41.2025,2.841253e-05,1.297997e-03
vp2,100000,41.4350,3.094689e-04,1.288931e-03
vp2,100000,41.6675,2.833596e-04,1.279602e-03
vp2,100000,41.9000,2.572689e-04,1.270274e-03
vp2,100000,42.1325,2.312031e-04,1.260947e-03
vp2,100000,42.3650,2.051715e-04,1.251620e-03
vp2,100000,42.5975,1.791892e-04,1.242295e-03
vp2,100000,42.8300,1.532812e-04,1.232970e-03
vp2,100000,43.0625,1.347804e-04,1.248242e-03
vp2,100000,43.2950,1.319305e-04,1.316147e-03
vp2,100000,43.5275,1.290890e-04,1.384065e-03
vp2,100000,43.7600,1.262564e-04,1.451993e-03
vp2,100000,43.9925,1.234333e-04,1.519930e-03
vp2,100000,44.2250,1.206203e-04,1.587876e-03
vp2,100000,44.4575,1.178182e-04,1.655828e-03
vp2,100000,44.6900,1.150278e-04,1.723787e-03
vp2,100000,44.9225,1.046280e-04,1.790924e-03
vp2,100000,45.1550,6.655402e-05,1.855054e-03
vp2,100000,45.3875,3.757648e-05,1.956281e-03
vp2,100000,45.6200,1.483112e-05,2.044518e-03
vp2,100000,45.8525,1.965801e-05,2.132766e-03
vp2,100000,46.0850,4.371977e-05,2.221022e-03
vp2,100000,46.3175,6.924524e-05,2.309288e-03
vp2,100000,46.5500,9.506258e-05,2.397560e-03
vp2,100000,46.7825,1.209851e-04,2.485839e-03
vp2,100000,47.0150,1.469571e-04,2.574125e-03
vp2,100000,47.2475,1.729564e-04,2.662415e-03
vp2,100000,47.4800,1.989721e-04,2.750711e-03
vp2,100000,47.7125,2.249987e-04,2.839010e-03
vp2,100000,47.9450,2.210670e-04,2.923091e-03
vp2,100000,48.1775,1.500377e-04,2.997718e-03
vp2,100000,48.4100,7.904411e-05,3.072348e-03
vp2,100000,48.6425,8.978566e-06,3.146982e-03
vp2,100000,48.8750,2.792054e-05,3.152981e-03
vp2,100000,49.1075,3.063889e-05,3.095856e-03
vp2,100000,49.3400,3.337753e-05,3.038737e-03
vp2,100000,49.5725,3.613185e-05,2.981623e-03
vp2,100000,49.8050,3.889852e-05,2.924516e-03
vp2,100000,50.0375,4.167507e-05,2.867415e-03
vp2,100000,50.2700,4.445966e-05,2.810320e-03
vp2,100000,50.5025,4.725087e-05,2.753233e-03
vp2,100000,50.7350,5.004758e-05,2.696153e-03
vp2,100000,50.9675,5.284892e-05,2.639082e-03
vp2,100000,51.2000,5.565421e-05,2.582020e-03
vp2,100000,51.4325,4.915637e-05,2.525868e-03
vp2,100000,51.6650,1.369500e-05,2.472533e-03
vp2,100000,51.8975,2.179456e-05,2.419208e-03
vp2,100000,52.1300,6.534575e-05,2.409496e-03
vp2,100000,52.3625,1.061863e-04,2.460920e-03
vp2,100000,52.5950,1.420325e-04,2.507668e-03
