test,f_Hz,y_mm,absBx,absBy
vp2,100000,52.8275,1.634699e-04,2.540919e-03
vp2,100000,53.0600,1.849090e-04,2.574170e-03
vp2,100000,53.2925,2.063492e-04,2.607421e-03
vp2,100000,53.5250,2.277902e-04,2.640674e-03
vp2,100000,53.7575,2.492318e-04,2.673927e-03
vp2,100000,53.9900,2.706739e-04,2.707181e-03
vp2,100000,54.2225,2.583343e-04,2.765200e-03
vp2,100000,54.4550,2.055175e-04,2.852901e-03
vp2,100000,54.6875,1.565948e-04,2.937944e-03
vp2,100000,54.9200,2.357732e-04,2.935177e-03
vp2,100000,55.1525,3.149545e-04,2.932410e-03
vp2,100000,55.3850,3.941371e-04,2.929643e-03
vp2,100000,55.6175,3.994016e-04,2.946086e-03
vp2,100000,55.8500,3.357716e-04,2.980441e-03
vp2,100000,56.0825,2.721978e-04,3.014798e-03
vp2,100000,56.3150,2.087319e-04,3.049158e-03
vp2,100000,56.5475,1.455150e-04,3.083520e-03
vp2,100000,56.7800,8.311692e-05,3.117883e-03
vp2,100000,57.0125,2.775742e-05,3.152249e-03
vp2,100000,57.2450,6.311303e-05,3.159761e-03
vp2,100000,57.4775,1.785713e-04,3.064170e-03
vp2,100000,57.7100,2.959644e-04,2.968585e-03
vp2,100000,57.9425,4.136483e-04,2.873007e-03
vp2,100000,58.1750,5.314298e-04,2.777437e-03
vp2,100000,58.4075,6.231455e-04,2.668661e-03
vp2,100000,58.6400,6.485239e-04,2.558103e-03
vp2,100000,58.8725,6.510235e-04,2.455324e-03
vp2,100000,59.1050,6.536256e-04,2.352568e-03
vp2,100000,59.3375,6.563291e-04,2.249839e-03
vp2,100000,59.5700,6.591327e-04,2.147139e-03
vp2,100000,59.8025,6.563176e-04,2.083324e-03
vp2,100000,60.0350,6.506305e-04,2.039346e-03
vp2,100000,60.2675,6.449788e-04,1.995378e-03
vp2,100000,60.5000,6.393635e-04,1.951419e-03
