f_Hz,x_mm,y_mm,absA_full,absA_sig0,absBx_full,absBx_sig0,absBy_full,absBy_sig0
1000,7.000000,55.531000,8.206160e-04,7.857844e-04,4.374965e-05,1.286579e-02,6.837784e-02,1.217972e-01
1000,7.000000,55.650000,8.206114e-04,7.841856e-04,3.520586e-05,1.329973e-02,6.837088e-02,1.218148e-01
1000,7.000000,55.769000,8.206067e-04,7.825869e-04,2.671043e-05,1.373380e-02,6.836393e-02,1.218323e-01
1000,7.000000,55.888000,8.206020e-04,7.809882e-04,1.833071e-05,1.416798e-02,6.835697e-02,1.218499e-01
1000,7.000000,56.007000,8.205973e-04,7.793895e-04,1.035163e-05,1.460226e-02,6.835002e-02,1.218674e-01
1000,7.000000,56.126000,8.205927e-04,7.777908e-04,5.183752e-06,1.503662e-02,6.834306e-02,1.218850e-01
1000,7.000000,56.245000,8.205880e-04,7.761921e-04,9.754988e-06,1.547107e-02,6.833610e-02,1.219026e-01
1000,7.000000,56.364000,8.205833e-04,7.745935e-04,1.766414e-05,1.590560e-02,6.832915e-02,1.219202e-01
1000,7.000000,56.483000,8.205786e-04,7.729948e-04,2.602801e-05,1.634019e-02,6.832219e-02,1.219378e-01
1000,7.000000,56.602000,8.205740e-04,7.713962e-04,3.451763e-05,1.677486e-02,6.831524e-02,1.219554e-01
1000,7.000000,56.721000,8.205693e-04,7.697976e-04,4.305867e-05,1.720958e-02,6.830828e-02,1.219730e-01
1000,7.000000,56.840000,8.205646e-04,7.681990e-04,5.162563e-05,1.764435e-02,6.830132e-02,1.219906e-01
1000,7.000000,56.959000,8.205599e-04,7.666004e-04,6.020743e-05,1.807918e-02,6.829437e-02,1.220082e-01
1000,7.000000,57.078000,8.205553e-04,7.650019e-04,6.879853e-05,1.851405e-02,6.828741e-02,1.220259e-01
1000,7.000000,57.197000,8.205506e-04,7.634028e-04,7.738847e-05,1.894909e-02,6.828041e-02,1.220434e-01
1000,7.000000,57.316000,8.205388e-04,7.603584e-04,6.668782e-05,1.969026e-02,6.813880e-02,1.217572e-01
1000,7.000000,57.435000,8.205271e-04,7.573141e-04,5.598968e-05,2.043153e-02,6.799719e-02,1.214709e-01
1000,7.000000,57.554000,8.205154e-04,7.542697e-04,4.529585e-05,2.117289e-02,6.785558e-02,1.211847e-01
1000,7.000000,57.673000,8.205036e-04,7.512254e-04,3.461030e-05,2.191433e-02,6.771397e-02,1.208985e-01
1000,7.000000,57.792000,8.204919e-04,7.481811e-04,2.394414e-05,2.265584e-02,6.757237e-02,1.206122e-01
1000,7.000000,57.911000,8.204802e-04,7.451368e-04,1.334392e-05,2.339742e-02,6.743077e-02,1.203260e-01
1000,7.000000,58.030000,8.204684e-04,7.420925e-04,3.476823e-06,2.413906e-02,6.728917e-02,1.200398e-01
1000,7.000000,58.149000,8.204567e-04,7.390482e-04,8.683671e-06,2.488076e-02,6.714757e-02,1.197536e-01
1000,7.000000,58.268000,8.204449e-04,7.360039e-04,1.918368e-05,2.562250e-02,6.700597e-02,1.194673e-01
1000,7.000000,58.387000,8.205009e-04,7.333413e-04,5.098665e-05,2.618209e-02,6.694234e-02,1.190568e-01
1000,7.000000,58.506000,8.205719e-04,7.307220e-04,8.712655e-05,2.669901e-02,6.691452e-02,1.186217e-01
1000,7.000000,58.625000,8.205755e-04,7.272870e-04,9.774977e-05,2.737574e-02,6.700103e-02,1.183436e-01
1000,7.000000,58.744000,8.205791e-04,7.238521e-04,1.083738e-04,2.805251e-02,6.708754e-02,1.180655e-01
1000,7.000000,58.863000,8.205826e-04,7.204171e-04,1.189984e-04,2.872931e-02,6.717405e-02,1.177874e-01
1000,7.000000,58.982000,8.205862e-04,7.169822e-04,1.296235e-04,2.940615e-02,6.726057e-02,1.175093e-01
1000,7.000000,59.101000,8.205898e-04,7.135473e-04,1.402489e-04,3.008302e-02,6.734708e-02,1.172312e-01
1000,7.000000,59.220000,8.205933e-04,7.101123e-04,1.508745e-04,3.075992e-02,6.743359e-02,1.169531e-01
1000,7.000000,59.339000,8.205969e-04,7.066774e-04,1.615004e-04,3.143684e-02,6.752011e-02,1.166750e-01
1000,7.000000,59.458000,8.206005e-04,7.032425e-04,1.721265e-04,3.211379e-02,6.760662e-02,1.163969e-01
1000,7.000000,59.577000,8.206040e-04,6.998076e-04,1.827527e-04,3.279077e-02,6.769314e-02,1.161189e-01
1000,7.000000,59.696000,8.206051e-04,6.959128e-04,1.859200e-04,3.327120e-02,6.770392e-02,1.157062e-01
1000,7.000000,59.815000,8.206024e-04,6.913244e-04,1.778405e-04,3.345524e-02,6.760051e-02,1.150907e-01
1000,7.000000,59.934000,8.205996e-04,6.867360e-04,1.697620e-04,3.363928e-02,6.749711e-02,1.144751e-01
1000,7.000000,60.053000,8.205969e-04,6.821476e-04,1.616848e-04,3.382332e-02,6.739370e-02,1.138596e-01
1000,7.000000,60.172000,8.205942e-04,6.775592e-04,1.536090e-04,3.400736e-02,6.729029e-02,1.132441e-01
1000,7.000000,60.291000,8.205914e-04,6.729708e-04,1.455348e-04,3.419141e-02,6.718689e-02,1.126285e-01
1000,7.000000,60.410000,8.205887e-04,6.683825e-04,1.374626e-04,3.437545e-02,6.708349e-02,1.120130e-01
1000,7.000000,60.529000,8.205860e-04,6.637941e-04,1.293927e-04,3.455950e-02,6.698008e-02,1.113974e-01
1000,7.000000,60.648000,8.205832e-04,6.592057e-04,1.213256e-04,3.474354e-02,6.687668e-02,1.107819e-01
1000,7.000000,60.767000,8.205805e-04,6.546173e-04,1.132618e-04,3.492759e-02,6.677328e-02,1.101664e-01
1000,7.000000,60.886000,8.205778e-04,6.500290e-04,1.052021e-04,3.511164e-02,6.666988e-02,1.095508e-01
1000,7.000000,61.005000,8.205751e-04,6.454406e-04,9.714767e-05,3.529568e-02,6.656648e-02,1.089353e-01
1000,7.000000,61.124000,8.205723e-04,6.408522e-04,8.909977e-05,3.547973e-02,6.646309e-02,1.083198e-01
1000,7.000000,61.243000,8.205696e-04,6.362638e-04,8.106040e-05,3.566378e-02,6.635969e-02,1.077042e-01
1000,7.000000,61.362000,8.205669e-04,6.316755e-04,7.303236e-05,3.584784e-02,6.625630e-02,1.070887e-01
1000,7.000000,61.481000,8.205641e-04,6.270871e-04,6.501987e-05,3.603189e-02,6.615290e-02,1.064731e-01
1000,7.000000,61.600000,8.205614e-04,6.224988e-04,5.702947e-05,3.621594e-02,6.604951e-02,1.058576e-01
1000,13.900000,14.000000,1.695389e-03,1.689696e-03,2.232868e-04,9.234935e-02,3.726365e-01,5.363792e-01
1000,13.900000,14.119000,1.695466e-03,1.703416e-03,4.598108e-04,8.063679e-02,3.735189e-01,4.331416e-01
1000,13.900000,14.238000,1.695561e-03,1.710278e-03,4.366833e-04,4.551168e-02,3.735675e-01,3.761569e-01
1000,13.900000,14.357000,1.695643e-03,1.715114e-03,8.426059e-04,2.753932e-02,3.731599e-01,3.352316e-01
1000,13.900000,14.476000,1.695690e-03,1.718100e-03,1.042306e-03,1.896453e-02,3.703487e-01,3.085757e-01
1000,13.900000,14.595000,1.695727e-03,1.719811e-03,1.138785e-03,1.472871e-02,3.676642e-01,2.872956e-01
1000,13.900000,14.714000,1.695949e-03,1.722121e-03,9.915469e-04,1.143359e-02,3.666729e-01,2.715576e-01
1000,13.900000,14.833000,1.696001e-03,1.722813e-03,9.457871e-04,1.045135e-02,3.651930e-01,2.582923e-01
1000,13.900000,14.952000,1.696177e-03,1.724077e-03,6.205677e-04,8.361108e-03,3.627080e-01,2.468166e-01
1000,13.900000,15.071000,1.696427e-03,1.725760e-03,2.258621e-04,5.574797e-03,3.604230e-01,2.376929e-01
1000,13.900000,15.190000,1.696431e-03,1.725764e-03,2.620300e-04,5.577702e-03,3.600838e-01,2.295818e-01
1000,13.900000,15.309000,1.696302e-03,1.726441e-03,2.127975e-04,5.298818e-03,3.604962e-01,2.222776e-01
1000,13.900000,15.428000,1.696167e-03,1.727148e-03,1.907515e-04,5.007763e-03,3.610967e-01,2.169527e-01
1000,13.900000,15.547000,1.696170e-03,1.727154e-03,2.184060e-04,5.011990e-03,3.610043e-01,2.119682e-01
1000,13.900000,15.666000,1.696497e-03,1.728436e-03,3.401891e-04,3.241559e-03,3.590148e-01,2.074525e-01
1000,13.900000,15.785000,1.696512e-03,1.728443e-03,3.705858e-04,3.247973e-03,3.588526e-01,2.035014e-01
1000,13.900000,15.904000,1.696490e-03,1.728571e-03,4.085568e-04,3.173153e-03,3.588305e-01,1.996522e-01
1000,13.900000,16.023000,1.696175e-03,1.729694e-03,5.051799e-04,2.437886e-03,3.599683e-01,1.967059e-01
1000,13.900000,16.142000,1.696177e-03,1.729702e-03,5.726703e-04,2.449935e-03,3.601062e-01,1.939170e-01
1000,13.900000,16.261000,1.696179e-03,1.729710e-03,6.405404e-04,2.463333e-03,3.602442e-01,1.911280e-01
1000,13.900000,16.380000,1.696181e-03,1.729718e-03,7.086809e-04,2.478056e-03,3.603821e-01,1.883391e-01
1000,13.900000,16.499000,1.696243e-03,1.729978e-03,7.518339e-04,2.385648e-03,3.600715e-01,1.855976e-01
1000,13.900000,16.618000,1.696499e-03,1.731052e-03,7.206095e-04,1.952618e-03,3.584429e-01,1.830573e-01
1000,13.900000,16.737000,1.696485e-03,1.731061e-03,7.854871e-04,1.977526e-03,3.604302e-01,1.809262e-01
1000,13.900000,16.856000,1.696471e-03,1.731070e-03,8.521747e-04,2.005519e-03,3.624174e-01,1.787952e-01
1000,13.900000,16.975000,1.696458e-03,1.731079e-03,9.202790e-04,2.036471e-03,3.644048e-01,1.766642e-01
1000,13.900000,17.094000,1.696444e-03,1.731088e-03,9.895073e-04,2.070247e-03,3.663921e-01,1.745332e-01
1000,13.900000,17.213000,1.695111e-03,1.731621e-03,1.393580e-03,1.873571e-03,3.678929e-01,1.726018e-01
1000,13.900000,17.332000,1.694055e-03,1.732047e-03,1.836694e-03,1.753023e-03,3.702942e-01,1.708956e-01
1000,13.900000,17.451000,1.694076e-03,1.732048e-03,1.921707e-03,1.817055e-03,3.741489e-01,1.693798e-01
1000,13.900000,17.570000,1.694097e-03,1.732049e-03,2.008987e-03,1.885999e-03,3.780037e-01,1.678640e-01
1000,13.900000,17.689000,1.694119e-03,1.732050e-03,2.098253e-03,1.959336e-03,3.818588e-01,1.663482e-01
1000,13.900000,17.808000,1.693525e-03,1.732296e-03,2.011080e-03,1.930730e-03,3.849642e-01,1.649985e-01
1000,13.900000,17.927000,1.692912e-03,1.732537e-03,1.971028e-03,1.950955e-03,3.879628e-01,1.638029e-01
1000,13.900000,18.046000,1.692898e-03,1.732523e-03,2.154474e-03,2.087306e-03,3.915698e-01,1.626669e-01
1000,13.900000,18.165000,1.692269e-03,1.732651e-03,1.769931e-03,2.200093e-03,3.939323e-01,1.616333e-01
1000,13.900000,18.284000,1.691763e-03,1.732735e-03,1.700564e-03,2.342516e-03,3.944863e-01,1.606813e-01
1000,13.900000,18.403000,1.691983e-03,1.732733e-03,1.888361e-03,2.516880e-03,3.936479e-01,1.598022e-01
1000,13.900000,18.522000,1.692698e-03,1.732800e-03,2.226299e-03,2.698380e-03,3.921480e-01,1.590647e-01
1000,13.900000,18.641000,1.692397e-03,1.732781e-03,2.370784e-03,2.875833e-03,3.944536e-01,1.583869e-01
1000,13.900000,18.760000,1.692335e-03,1.732745e-03,2.874843e-03,3.072878e-03,3.943620e-01,1.577306e-01
1000,13.900000,18.879000,1.692379e-03,1.732674e-03,3.567595e-03,3.308129e-03,3.930805e-01,1.570872e-01
1000,13.900000,18.998000,1.691696e-03,1.732598e-03,4.361090e-03,3.502367e-03,3.985081e-01,1.565287e-01
1000,13.900000,19.117000,1.691547e-03,1.732495e-03,4.771749e-03,3.775833e-03,3.967871e-01,1.558645e-01
1000,13.900000,19.236000,1.691061e-03,1.732299e-03,5.318778e-03,4.039144e-03,4.008555e-01,1.553202e-01
1000,13.900000,19.355000,1.690029e-03,1.732092e-03,6.586692e-03,4.314849e-03,4.085498e-01,1.547887e-01
1000,13.900000,19.474000,1.688563e-03,1.731869e-03,7.608587e-03,4.597914e-03,4.094274e-01,1.542274e-01
1000,13.900000,19.593000,1.687803e-03,1.731574e-03,7.164199e-03,4.874363e-03,4.126461e-01,1.536808e-01
1000,13.900000,19.712000,1.687086e-03,1.731228e-03,6.979806e-03,5.157248e-03,4.151991e-01,1.531367e-01
1000,13.900000,19.831000,1.686360e-03,1.730842e-03,6.947923e-03,5.474691e-03,4.174184e-01,1.525943e-01
1000,13.900000,19.950000,1.685505e-03,1.730411e-03,7.095797e-03,5.834496e-03,4.185661e-01,1.520456e-01
1000,13.900000,20.069000,1.684708e-03,1.729900e-03,7.292644e-03,6.214441e-03,4.197327e-01,1.514729e-01
1000,13.900000,20.188000,1.683916e-03,1.729322e-03,7.465625e-03,6.596092e-03,4.208939e-01,1.508981e-01
1000,13.900000,20.307000,1.683094e-03,1.728686e-03,7.615922e-03,6.983137e-03,4.218129e-01,1.503202e-01
1000,13.900000,20.426000,1.682247e-03,1.728005e-03,7.739227e-03,7.341330e-03,4.227038e-01,1.497173e-01
1000,13.900000,20.545000,1.681314e-03,1.727257e-03,8.393823e-03,7.717656e-03,4.237978e-01,1.491280e-01
1000,13.900000,20.664000,1.680701e-03,1.726444e-03,8.626258e-03,8.122759e-03,4.220107e-01,1.483890e-01
1000,13.900000,20.783000,1.680333e-03,1.725598e-03,8.585196e-03,8.554063e-03,4.192896e-01,1.476854e-01
1000,13.900000,20.902000,1.679329e-03,1.724587e-03,9.019333e-03,8.960620e-03,4.175158e-01,1.471930e-01
1000,13.900000,21.021000,1.678468e-03,1.723655e-03,9.094684e-03,9.312261e-03,4.141690e-01,1.464310e-01
1000,13.900000,21.140000,1.677100e-03,1.722580e-03,9.547310e-03,9.639638e-03,4.146705e-01,1.456396e-01
1000,13.900000,21.259000,1.675714e-03,1.721476e-03,9.956642e-03,9.972140e-03,4.141258e-01,1.448615e-01
1000,13.900000,21.378000,1.675153e-03,1.720363e-03,9.594276e-03,1.038440e-02,4.152424e-01,1.441108e-01
1000,13.900000,21.497000,1.673960e-03,1.719108e-03,9.869299e-03,1.072530e-02,4.124026e-01,1.435920e-01
1000,13.900000,21.616000,1.673756e-03,1.717893e-03,9.656867e-03,1.099807e-02,4.079817e-01,1.429188e-01
1000,13.900000,21.735000,1.672933e-03,1.716573e-03,9.646862e-03,1.126431e-02,4.015424e-01,1.420406e-01
1000,13.900000,21.854000,1.671716e-03,1.715199e-03,9.935615e-03,1.153232e-02,3.946635e-01,1.411371e-01
1000,13.900000,21.973000,1.671612e-03,1.713976e-03,1.077708e-02,1.177644e-02,3.915612e-01,1.404332e-01
1000,13.900000,22.092000,1.670363e-03,1.712533e-03,1.108756e-02,1.198837e-02,3.867516e-01,1.395991e-01
1000,13.900000,22.211000,1.669040e-03,1.711070e-03,1.128760e-02,1.219650e-02,3.819177e-01,1.387563e-01
1000,13.900000,22.330000,1.668804e-03,1.709771e-03,1.143604e-02,1.241206e-02,3.793112e-01,1.380336e-01
1000,13.900000,22.449000,1.667354e-03,1.708222e-03,1.151875e-02,1.252460e-02,3.752506e-01,1.373966e-01
1000,13.900000,22.568000,1.665796e-03,1.706652e-03,1.159569e-02,1.262812e-02,3.710603e-01,1.367673e-01
1000,13.900000,22.687000,1.664237e-03,1.705081e-03,1.167278e-02,1.273185e-02,3.668701e-01,1.361382e-01
1000,13.900000,22.806000,1.662829e-03,1.703529e-03,1.176098e-02,1.283628e-02,3.628892e-01,1.355071e-01
1000,13.900000,22.925000,1.663479e-03,1.702217e-03,1.200017e-02,1.294742e-02,3.617773e-01,1.348469e-01
1000,13.900000,23.044000,1.661949e-03,1.700623e-03,1.198260e-02,1.293835e-02,3.582045e-01,1.342247e-01
1000,13.900000,23.163000,1.660398e-03,1.699026e-03,1.196298e-02,1.292849e-02,3.546075e-01,1.336031e-01
1000,13.900000,23.282000,1.658846e-03,1.697430e-03,1.194386e-02,1.291903e-02,3.510106e-01,1.329816e-01
1000,13.900000,23.401000,1.657295e-03,1.695833e-03,1.192524e-02,1.290998e-02,3.474136e-01,1.323603e-01
1000,13.900000,23.520000,1.656634e-03,1.694484e-03,1.226032e-02,1.291942e-02,3.457297e-01,1.318134e-01
1000,13.900000,23.639000,1.655655e-03,1.693069e-03,1.242653e-02,1.286158e-02,3.439501e-01,1.312767e-01
1000,13.900000,23.758000,1.654137e-03,1.691524e-03,1.234579e-02,1.274313e-02,3.415215e-01,1.307268e-01
1000,13.900000,23.877000,1.652619e-03,1.689980e-03,1.226916e-02,1.262896e-02,3.390930e-01,1.301770e-01
1000,13.900000,23.996000,1.651101e-03,1.688436e-03,1.219670e-02,1.251919e-02,3.366645e-01,1.296273e-01
1000,13.900000,24.115000,1.649825e-03,1.686949e-03,1.202672e-02,1.242909e-02,3.345907e-01,1.291059e-01
1000,13.900000,24.234000,1.649284e-03,1.685668e-03,1.152959e-02,1.236479e-02,3.344904e-01,1.287207e-01
1000,13.900000,24.353000,1.647889e-03,1.684276e-03,1.134001e-02,1.218784e-02,3.356779e-01,1.283802e-01
1000,13.900000,24.472000,1.646493e-03,1.682884e-03,1.116409e-02,1.202470e-02,3.368654e-01,1.280397e-01
1000,13.900000,24.591000,1.645098e-03,1.681493e-03,1.100248e-02,1.187594e-02,3.380530e-01,1.276993e-01
1000,13.900000,24.710000,1.643703e-03,1.680101e-03,1.085582e-02,1.174210e-02,3.392406e-01,1.273589e-01
1000,13.900000,24.829000,1.640761e-03,1.678929e-03,1.170496e-02,1.166576e-02,3.398539e-01,1.270789e-01
1000,13.900000,24.948000,1.638888e-03,1.677769e-03,1.196764e-02,1.156427e-02,3.423297e-01,1.268558e-01
1000,13.900000,25.067000,1.637747e-03,1.676592e-03,1.183338e-02,1.146160e-02,3.458577e-01,1.266568e-01
1000,13.900000,25.186000,1.636606e-03,1.675416e-03,1.172287e-02,1.138554e-02,3.493858e-01,1.264578e-01
1000,13.900000,25.305000,1.635465e-03,1.674240e-03,1.163679e-02,1.133663e-02,3.529139e-01,1.262588e-01
1000,13.900000,25.424000,1.633679e-03,1.673153e-03,1.130820e-02,1.138680e-02,3.551687e-01,1.261473e-01
1000,13.900000,25.543000,1.632334e-03,1.672134e-03,1.118831e-02,1.143700e-02,3.579281e-01,1.261259e-01
1000,13.900000,25.662000,1.631345e-03,1.671144e-03,1.124970e-02,1.149696e-02,3.611679e-01,1.261472e-01
1000,13.900000,25.781000,1.629621e-03,1.670184e-03,1.021160e-02,1.161887e-02,3.627908e-01,1.262634e-01
1000,13.900000,25.900000,1.628471e-03,1.669290e-03,9.983432e-03,1.178125e-02,3.623378e-01,1.264683e-01
1000,13.900000,26.019000,1.628182e-03,1.668399e-03,1.039280e-02,1.199357e-02,3.610767e-01,1.267505e-01
1000,13.900000,26.138000,1.627976e-03,1.667549e-03,1.079385e-02,1.221883e-02,3.599266e-01,1.271073e-01
1000,13.900000,26.257000,1.626653e-03,1.666716e-03,1.207537e-02,1.245426e-02,3.659091e-01,1.275184e-01
1000,13.900000,26.376000,1.625509e-03,1.665908e-03,1.178273e-02,1.270832e-02,3.668941e-01,1.279805e-01
1000,13.900000,26.495000,1.624531e-03,1.665105e-03,1.179821e-02,1.300777e-02,3.672463e-01,1.285054e-01
1000,13.900000,26.614000,1.623779e-03,1.664292e-03,1.236436e-02,1.333476e-02,3.692140e-01,1.291007e-01
1000,13.900000,26.733000,1.622244e-03,1.663454e-03,1.203924e-02,1.363508e-02,3.720268e-01,1.297202e-01
1000,13.900000,26.852000,1.621647e-03,1.662589e-03,1.277754e-02,1.397933e-02,3.741391e-01,1.303754e-01
1000,13.900000,26.971000,1.620832e-03,1.661695e-03,1.268826e-02,1.433434e-02,3.765014e-01,1.310868e-01
1000,13.900000,27.090000,1.619793e-03,1.660730e-03,1.273890e-02,1.464552e-02,3.767770e-01,1.317241e-01
1000,13.900000,27.209000,1.618994e-03,1.659716e-03,1.241170e-02,1.498677e-02,3.720808e-01,1.323320e-01
1000,13.900000,27.328000,1.617987e-03,1.658641e-03,1.271015e-02,1.537926e-02,3.701264e-01,1.328371e-01
1000,13.900000,27.447000,1.617270e-03,1.657500e-03,1.350798e-02,1.580609e-02,3.654877e-01,1.332105e-01
1000,13.900000,27.566000,1.616689e-03,1.656282e-03,1.472375e-02,1.628659e-02,3.609747e-01,1.335480e-01
1000,13.900000,27.685000,1.614725e-03,1.654905e-03,1.617920e-02,1.674804e-02,3.651528e-01,1.341320e-01
1000,13.900000,27.804000,1.613520e-03,1.653456e-03,1.671512e-02,1.728972e-02,3.617578e-01,1.344061e-01
1000,13.900000,27.923000,1.611999e-03,1.651912e-03,1.736924e-02,1.787804e-02,3.595279e-01,1.344447e-01
1000,13.900000,28.042000,1.610127e-03,1.650018e-03,1.729646e-02,1.837398e-02,3.568308e-01,1.343098e-01
1000,13.900000,28.161000,1.608040e-03,1.648004e-03,1.780876e-02,1.903677e-02,3.535389e-01,1.340718e-01
1000,13.900000,28.280000,1.605861e-03,1.645938e-03,1.862702e-02,1.981774e-02,3.499929e-01,1.337897e-01
1000,13.900000,28.399000,1.603682e-03,1.643874e-03,1.950310e-02,2.066074e-02,3.464515e-01,1.335082e-01
1000,13.900000,28.518000,1.602905e-03,1.641786e-03,2.056186e-02,2.149422e-02,3.432075e-01,1.331763e-01
1000,13.900000,28.637000,1.602418e-03,1.639550e-03,2.161291e-02,2.230368e-02,3.397145e-01,1.327937e-01
1000,13.900000,28.756000,1.599690e-03,1.636778e-03,2.226631e-02,2.306887e-02,3.345240e-01,1.323338e-01
1000,13.900000,28.875000,1.596963e-03,1.634007e-03,2.294652e-02,2.386590e-02,3.293342e-01,1.318740e-01
1000,13.900000,28.994000,1.594236e-03,1.631237e-03,2.365123e-02,2.469167e-02,3.241453e-01,1.314143e-01
1000,13.900000,29.113000,1.591509e-03,1.628467e-03,2.437833e-02,2.554340e-02,3.189573e-01,1.309548e-01
1000,13.900000,29.232000,1.590501e-03,1.625667e-03,2.501115e-02,2.631076e-02,3.158603e-01,1.304397e-01
1000,13.900000,29.351000,1.588299e-03,1.622372e-03,2.565186e-02,2.703170e-02,3.146716e-01,1.299543e-01
1000,13.900000,29.470000,1.584732e-03,1.618710e-03,2.633416e-02,2.774854e-02,3.143607e-01,1.295065e-01
1000,13.900000,29.589000,1.581164e-03,1.615048e-03,2.702593e-02,2.847596e-02,3.140504e-01,1.290587e-01
1000,13.900000,29.708000,1.577597e-03,1.611387e-03,2.772648e-02,2.921318e-02,3.137406e-01,1.286109e-01
1000,13.900000,29.827000,1.574030e-03,1.607725e-03,2.843515e-02,2.995947e-02,3.134312e-01,1.281631e-01
1000,13.900000,29.946000,1.570463e-03,1.604064e-03,2.915134e-02,3.071416e-02,3.131224e-01,1.277152e-01
1000,13.900000,30.065000,1.566896e-03,1.600403e-03,2.987452e-02,3.147667e-02,3.128140e-01,1.272674e-01
1000,13.900000,30.184000,1.563329e-03,1.596742e-03,3.060420e-02,3.224642e-02,3.125062e-01,1.268196e-01
1000,13.900000,30.303000,1.559762e-03,1.593081e-03,3.133991e-02,3.302293e-02,3.121989e-01,1.263718e-01
1000,13.900000,30.422000,1.555717e-03,1.589355e-03,3.196525e-02,3.380322e-02,3.116607e-01,1.259401e-01
1000,13.900000,30.541000,1.549418e-03,1.585326e-03,3.204650e-02,3.457561e-02,3.100329e-01,1.255843e-01
1000,13.900000,30.660000,1.544151e-03,1.581029e-03,3.244952e-02,3.531858e-02,3.086091e-01,1.253390e-01
1000,13.900000,30.779000,1.539768e-03,1.576501e-03,3.312909e-02,3.603624e-02,3.073600e-01,1.251883e-01
1000,13.900000,30.898000,1.535385e-03,1.571973e-03,3.381016e-02,3.675550e-02,3.061110e-01,1.250377e-01
1000,13.900000,31.017000,1.531002e-03,1.567446e-03,3.449264e-02,3.747625e-02,3.048620e-01,1.248871e-01
1000,13.900000,31.136000,1.526620e-03,1.562918e-03,3.517645e-02,3.819842e-02,3.036132e-01,1.247366e-01
1000,13.900000,31.255000,1.522237e-03,1.558391e-03,3.586153e-02,3.892192e-02,3.023644e-01,1.245861e-01
1000,13.900000,31.374000,1.517854e-03,1.553863e-03,3.654778e-02,3.964668e-02,3.011157e-01,1.244356e-01
1000,13.900000,31.493000,1.513471e-03,1.549336e-03,3.723516e-02,4.037264e-02,2.998671e-01,1.242852e-01
1000,13.900000,31.612000,1.509088e-03,1.544809e-03,3.792359e-02,4.109973e-02,2.986186e-01,1.241348e-01
1000,13.900000,31.731000,1.508125e-03,1.540167e-03,3.815819e-02,4.218954e-02,2.953082e-01,1.240363e-01
1000,13.900000,31.850000,1.504406e-03,1.535100e-03,3.879250e-02,4.315244e-02,2.929693e-01,1.242656e-01
1000,13.900000,31.969000,1.499327e-03,1.529840e-03,3.962328e-02,4.404736e-02,2.911324e-01,1.246449e-01
1000,13.900000,32.088000,1.494248e-03,1.524580e-03,4.045430e-02,4.494248e-02,2.892955e-01,1.250244e-01
1000,13.900000,32.207000,1.489169e-03,1.519320e-03,4.128556e-02,4.583780e-02,2.874587e-01,1.254040e-01
1000,13.900000,32.326000,1.483844e-03,1.513948e-03,4.219675e-02,4.686476e-02,2.859012e-01,1.258466e-01
1000,13.900000,32.445000,1.477836e-03,1.508186e-03,4.337049e-02,4.825587e-02,2.854517e-01,1.267059e-01
1000,13.900000,32.564000,1.472317e-03,1.502443e-03,4.449428e-02,4.938737e-02,2.853136e-01,1.280659e-01
1000,13.900000,32.683000,1.466928e-03,1.496469e-03,4.568082e-02,5.074887e-02,2.838488e-01,1.292325e-01
1000,13.900000,32.802000,1.461553e-03,1.490070e-03,4.715208e-02,5.262657e-02,2.810077e-01,1.302228e-01
1000,13.900000,32.921000,1.455617e-03,1.483934e-03,4.886135e-02,5.441281e-02,2.816204e-01,1.317619e-01
1000,13.900000,33.040000,1.448778e-03,1.477231e-03,5.056040e-02,5.688047e-02,2.794850e-01,1.333027e-01
1000,13.900000,33.159000,1.440948e-03,1.469769e-03,5.251452e-02,6.016117e-02,2.757161e-01,1.352543e-01
1000,13.900000,33.278000,1.434016e-03,1.462529e-03,5.514689e-02,6.292450e-02,2.781625e-01,1.382304e-01
1000,13.900000,33.397000,1.427085e-03,1.455289e-03,5.777927e-02,6.568784e-02,2.806093e-01,1.412066e-01
1000,13.900000,33.516000,1.420153e-03,1.448050e-03,6.041168e-02,6.845118e-02,2.830564e-01,1.441829e-01
1000,13.900000,33.635000,1.412628e-03,1.439320e-03,6.167929e-02,7.439891e-02,2.775997e-01,1.481577e-01
1000,13.900000,33.754000,1.404683e-03,1.430732e-03,6.554936e-02,8.046811e-02,2.797092e-01,1.552780e-01
1000,13.900000,33.873000,1.394363e-03,1.419780e-03,7.602606e-02,9.293974e-02,2.923655e-01,1.643014e-01
1000,13.900000,33.992000,1.383215e-03,1.407743e-03,8.630617e-02,1.092963e-01,2.880252e-01,1.768725e-01
1000,13.900000,34.111000,1.373237e-03,1.393678e-03,8.941891e-02,1.355890e-01,2.596050e-01,1.905130e-01
1000,13.900000,34.230000,1.363185e-03,1.375279e-03,9.922875e-02,1.929695e-01,2.179620e-01,1.994808e-01
1000,13.900000,34.349000,1.355690e-03,1.359254e-03,4.230762e-02,3.206350e-02,1.407787e-01,1.496607e-01
1000,13.900000,34.468000,1.351034e-03,1.355529e-03,4.881239e-02,4.368848e-02,1.138615e-01,1.209793e-01
1000,13.900000,34.587000,1.345876e-03,1.350808e-03,4.117477e-02,3.769644e-02,9.920180e-02,1.043183e-01
1000,13.900000,34.706000,1.341300e-03,1.346584e-03,3.624870e-02,3.352058e-02,9.027189e-02,9.436138e-02
1000,13.900000,34.825000,1.337456e-03,1.343117e-03,3.427600e-02,3.215007e-02,8.231547e-02,8.556125e-02
