case_id,mode,gap_mm,freq_hz,target_bn_t,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w,p_thin31_w
C0117,LT2_OFF,4.000000,10000,0.400000,2,0,2.103916e+02,4.011116e-01,1.452189e-02,3.952411e-01,7.452770e-06,4.682718e-01,7.755781e+00,5.270006e-01,2.635170e-01,0.000000e+00
C0118,LT2_OFF,4.000000,10000,0.800000,2,0,4.207831e+02,8.022231e-01,2.904378e-02,7.904823e-01,7.452770e-06,4.682718e-01,3.102312e+01,2.108002e+00,1.054068e+00,0.000000e+00
C0119,LT2_OFF,4.000000,10000,1.000000,2,0,5.259789e+02,1.002779e+00,3.630472e-02,9.881028e-01,7.452770e-06,4.682718e-01,4.847363e+01,3.293754e+00,1.646981e+00,0.000000e+00
C0120,LT2_OFF,4.000000,10000,1.300000,2,0,6.837726e+02,1.303613e+00,4.719614e-02,1.284534e+00,7.452770e-06,4.682718e-01,8.192043e+01,5.566444e+00,2.783399e+00,0.000000e+00
C0121,LT2_OFF,2.000000,30000,0.100000,2,0,3.053120e+01,1.001348e-01,4.051318e-03,9.901873e-02,1.283932e-05,2.420156e+00,5.901152e-01,2.984758e-01,1.492436e-01,0.000000e+00
C0122,LT2_OFF,2.000000,30000,0.200000,2,0,6.106240e+01,2.002696e-01,8.102636e-03,1.980375e-01,1.283932e-05,2.420156e+00,2.360461e+00,1.193903e+00,5.969745e-01,0.000000e+00
C0123,LT2_OFF,2.000000,30000,0.400000,2,0,1.221248e+02,4.005393e-01,1.620527e-02,3.960749e-01,1.283932e-05,2.420156e+00,9.441842e+00,4.775613e+00,2.387898e+00,0.000000e+00
C0124,LT2_OFF,2.000000,30000,0.800000,2,0,2.442496e+02,8.010785e-01,3.241054e-02,7.921499e-01,1.283932e-05,2.420156e+00,3.776737e+01,1.910245e+01,9.551591e+00,0.000000e+00
C0125,LT2_OFF,2.000000,30000,1.000000,2,0,3.053120e+02,1.001348e+00,4.051318e-02,9.901873e-01,1.283932e-05,2.420156e+00,5.901152e+01,2.984758e+01,1.492436e+01,0.000000e+00
C0126,LT2_OFF,2.000000,30000,1.300000,2,0,3.969056e+02,1.301753e+00,5.266713e-02,1.287244e+00,1.283932e-05,2.420156e+00,9.972946e+01,5.044242e+01,2.522217e+01,0.000000e+00
C0127,LT2_OFF,2.500000,30000,0.100000,2,0,3.657483e+01,1.001692e-01,4.007792e-03,9.871922e-02,1.071775e-05,2.020249e+00,7.265766e-01,2.974543e-01,1.487141e-01,0.000000e+00
C0128,LT2_OFF,2.500000,30000,0.200000,2,0,7.314966e+01,2.003385e-01,8.015583e-03,1.974384e-01,1.071775e-05,2.020249e+00,2.906306e+00,1.189817e+00,5.948562e-01,0.000000e+00
C0129,LT2_OFF,2.500000,30000,0.400000,2,0,1.462993e+02,4.006769e-01,1.603117e-02,3.948769e-01,1.071775e-05,2.020249e+00,1.162523e+01,4.759268e+00,2.379425e+00,0.000000e+00
C0130,LT2_OFF,2.500000,30000,0.800000,2,0,2.925986e+02,8.013538e-01,3.206233e-02,7.897537e-01,1.071775e-05,2.020249e+00,4.650090e+01,1.903707e+01,9.517700e+00,0.000000e+00
C0131,LT2_OFF,2.500000,30000,1.000000,2,0,3.657483e+02,1.001692e+00,4.007792e-02,9.871922e-01,1.071775e-05,2.020249e+00,7.265766e+01,2.974543e+01,1.487141e+01,0.000000e+00
C0132,LT2_OFF,2.500000,30000,1.300000,2,0,4.754728e+02,1.302200e+00,5.210129e-02,1.283350e+00,1.071775e-05,2.020249e+00,1.227914e+02,5.026977e+01,2.513268e+01,0.000000e+00
C0133,LT2_OFF,3.000000,30000,0.100000,2,0,4.222475e+01,1.002017e-01,3.732938e-03,9.858618e-02,9.283654e-06,1.749928e+00,8.751471e-01,2.967084e-01,1.483238e-01,0.000000e+00
C0134,LT2_OFF,3.000000,30000,0.200000,2,0,8.444950e+01,2.004034e-01,7.465876e-03,1.971724e-01,9.283654e-06,1.749928e+00,3.500588e+00,1.186833e+00,5.932951e-01,0.000000e+00
C0135,LT2_OFF,3.000000,30000,0.400000,2,0,1.688990e+02,4.008067e-01,1.493175e-02,3.943447e-01,9.283654e-06,1.749928e+00,1.400235e+01,4.747334e+00,2.373181e+00,0.000000e+00
C0136,LT2_OFF,3.000000,30000,0.800000,2,0,3.377980e+02,8.016135e-01,2.986351e-02,7.886895e-01,9.283654e-06,1.749928e+00,5.600942e+01,1.898934e+01,9.492722e+00,0.000000e+00
C0137,LT2_OFF,3.000000,30000,1.000000,2,0,4.222475e+02,1.002017e+00,3.732938e-02,9.858618e-01,9.283654e-06,1.749928e+00,8.751471e+01,2.967084e+01,1.483238e+01,0.000000e+00
C0138,LT2_OFF,3.000000,30000,1.300000,2,0,5.489218e+02,1.302622e+00,4.852820e-02,1.281620e+00,9.283654e-06,1.749928e+00,1.478999e+02,5.014371e+01,2.506672e+01,0.000000e+00
C0139,LT2_OFF,4.000000,30000,0.100000,2,0,5.259852e+01,1.002779e-01,3.630480e-03,9.881027e-02,7.452681e-06,1.404798e+00,1.198662e+00,2.955681e-01,1.477934e-01,0.000000e+00
C0140,LT2_OFF,4.000000,30000,0.200000,2,0,1.051970e+02,2.005558e-01,7.260960e-03,1.976205e-01,7.452681e-06,1.404798e+00,4.794647e+00,1.182272e+00,5.911737e-01,0.000000e+00
C0141,LT2_OFF,4.000000,30000,0.400000,2,0,2.103941e+02,4.011115e-01,1.452192e-02,3.952411e-01,7.452681e-06,1.404798e+00,1.917859e+01,4.729090e+00,2.364695e+00,0.000000e+00
C0142,LT2_OFF,4.000000,30000,0.800000,2,0,4.207882e+02,8.022231e-01,2.904384e-02,7.904822e-01,7.452681e-06,1.404798e+00,7.671435e+01,1.891636e+01,9.458780e+00,0.000000e+00
C0143,LT2_OFF,4.000000,30000,1.000000,2,0,5.259852e+02,1.002779e+00,3.630480e-02,9.881027e-01,7.452681e-06,1.404798e+00,1.198662e+02,2.955681e+01,1.477934e+01,0.000000e+00
C0144,LT2_OFF,4.000000,30000,1.300000,2,0,6.837807e+02,1.303613e+00,4.719624e-02,1.284534e+00,7.452681e-06,1.404798e+00,2.025738e+02,4.995101e+01,2.497709e+01,0.000000e+00
C0145,LT2_OFF,2.000000,100000,0.100000,2,0,3.053795e+01,1.001347e-01,4.051393e-03,9.901862e-02,1.283649e-05,8.065404e+00,5.113324e+00,3.211476e+00,1.605799e+00,0.000000e+00
C0146,LT2_OFF,2.000000,100000,0.200000,2,0,6.107589e+01,2.002695e-01,8.102786e-03,1.980372e-01,1.283649e-05,8.065404e+00,2.045330e+01,1.284590e+01,6.423197e+00,0.000000e+00
C0147,LT2_OFF,2.000000,100000,0.400000,2,0,1.221518e+02,4.005390e-01,1.620557e-02,3.960745e-01,1.283649e-05,8.065404e+00,8.181319e+01,5.138361e+01,2.569279e+01,0.000000e+00
C0148,LT2_OFF,2.000000,100000,0.800000,2,0,2.443036e+02,8.010780e-01,3.241114e-02,7.921490e-01,1.283649e-05,8.065404e+00,3.272528e+02,2.055345e+02,1.027712e+02,0.000000e+00
C0149,LT2_OFF,2.000000,100000,1.000000,2,0,3.053795e+02,1.001347e+00,4.051393e-02,9.901862e-01,1.283649e-05,8.065404e+00,5.113324e+02,3.211476e+02,1.605799e+02,0.000000e+00
C0150,LT2_OFF,2.000000,100000,1.300000,2,0,3.969933e+02,1.301752e+00,5.266811e-02,1.287242e+00,1.283649e-05,8.065404e+00,8.641518e+02,5.427394e+02,2.713801e+02,0.000000e+00
C0151,LT2_OFF,2.500000,100000,0.100000,2,0,3.658158e+01,1.001692e-01,4.007859e-03,9.871910e-02,1.071578e-05,6.732922e+00,6.042567e+00,3.200484e+00,1.600101e+00,0.000000e+00
C0152,LT2_OFF,2.500000,100000,0.200000,2,0,7.316315e+01,2.003383e-01,8.015719e-03,1.974382e-01,1.071578e-05,6.732922e+00,2.417027e+01,1.280194e+01,6.400405e+00,0.000000e+00
C0153,LT2_OFF,2.500000,100000,0.400000,2,0,1.463263e+02,4.006766e-01,1.603144e-02,3.948764e-01,1.071578e-05,6.732922e+00,9.668107e+01,5.120775e+01,2.560162e+01,0.000000e+00
C0154,LT2_OFF,2.500000,100000,0.800000,2,0,2.926526e+02,8.013533e-01,3.206288e-02,7.897528e-01,1.071578e-05,6.732922e+00,3.867243e+02,2.048310e+02,1.024065e+02,0.000000e+00
C0155,LT2_OFF,2.500000,100000,1.000000,2,0,3.658158e+02,1.001692e+00,4.007859e-02,9.871910e-01,1.071578e-05,6.732922e+00,6.042567e+02,3.200484e+02,1.600101e+02,0.000000e+00
C0156,LT2_OFF,2.500000,100000,1.300000,2,0,4.755605e+02,1.302199e+00,5.210217e-02,1.283348e+00,1.071578e-05,6.732922e+00,1.021194e+03,5.408818e+02,2.704171e+02,0.000000e+00
C0157,LT2_OFF,3.000000,100000,0.100000,2,0,4.223151e+01,1.002016e-01,3.733010e-03,9.858607e-02,9.282170e-06,5.832160e+00,7.048971e+00,3.192458e+00,1.595902e+00,0.000000e+00
C0158,LT2_OFF,3.000000,100000,0.200000,2,0,8.446301e+01,2.004032e-01,7.466019e-03,1.971721e-01,9.282170e-06,5.832160e+00,2.819588e+01,1.276983e+01,6.383608e+00,0.000000e+00
C0159,LT2_OFF,3.000000,100000,0.400000,2,0,1.689260e+02,4.008065e-01,1.493204e-02,3.943443e-01,9.282170e-06,5.832160e+00,1.127835e+02,5.107933e+01,2.553443e+01,0.000000e+00
C0160,LT2_OFF,3.000000,100000,0.800000,2,0,3.378520e+02,8.016129e-01,2.986408e-02,7.886886e-01,9.282170e-06,5.832160e+00,4.511342e+02,2.043173e+02,1.021377e+02,0.000000e+00
C0161,LT2_OFF,3.000000,100000,1.000000,2,0,4.223151e+02,1.002016e+00,3.733010e-02,9.858607e-01,9.282170e-06,5.832160e+00,7.048971e+02,3.192458e+02,1.595902e+02,0.000000e+00
C0162,LT2_OFF,3.000000,100000,1.300000,2,0,5.490096e+02,1.302621e+00,4.852913e-02,1.281619e+00,9.282170e-06,5.832160e+00,1.191276e+03,5.395255e+02,2.697075e+02,0.000000e+00
C0163,LT2_OFF,4.000000,100000,0.100000,2,0,5.260529e+01,1.002778e-01,3.630568e-03,9.881015e-02,7.451723e-06,4.682056e+00,9.219926e+00,3.180189e+00,1.590196e+00,0.000000e+00
C0164,LT2_OFF,4.000000,100000,0.200000,2,0,1.052106e+02,2.005556e-01,7.261136e-03,1.976203e-01,7.451723e-06,4.682056e+00,3.687970e+01,1.272076e+01,6.360782e+00,0.000000e+00
C0165,LT2_OFF,4.000000,100000,0.400000,2,0,2.104211e+02,4.011113e-01,1.452227e-02,3.952406e-01,7.451723e-06,4.682056e+00,1.475188e+02,5.088303e+01,2.544313e+01,0.000000e+00
C0166,LT2_OFF,4.000000,100000,0.800000,2,0,4.208423e+02,8.022225e-01,2.904454e-02,7.904812e-01,7.451723e-06,4.682056e+00,5.900753e+02,2.035321e+02,1.017725e+02,0.000000e+00
C0167,LT2_OFF,4.000000,100000,1.000000,2,0,5.260529e+02,1.002778e+00,3.630568e-02,9.881015e-01,7.451723e-06,4.682056e+00,9.219926e+02,3.180189e+02,1.590196e+02,0.000000e+00
C0168,LT2_OFF,4.000000,100000,1.300000,2,0,6.838687e+02,1.303612e+00,4.719738e-02,1.284532e+00,7.451723e-06,4.682056e+00,1.558167e+03,5.374520e+02,2.687430e+02,0.000000e+00
C0169,LT2_OFF,2.000000,200000,0.100000,2,0,3.055631e+01,1.001346e-01,4.051597e-03,9.901831e-02,1.282877e-05,1.612112e+01,1.901152e+01,1.171836e+01,5.859404e+00,0.000000e+00
C0170,LT2_OFF,2.000000,200000,0.200000,2,0,6.111262e+01,2.002691e-01,8.103195e-03,1.980366e-01,1.282877e-05,1.612112e+01,7.604608e+01,4.687344e+01,2.343761e+01,0.000000e+00
C0171,LT2_OFF,2.000000,200000,0.400000,2,0,1.222252e+02,4.005383e-01,1.620639e-02,3.960732e-01,1.282877e-05,1.612112e+01,3.041843e+02,1.874937e+02,9.375046e+01,0.000000e+00
C0172,LT2_OFF,2.000000,200000,0.800000,2,0,2.444505e+02,8.010765e-01,3.241278e-02,7.921465e-01,1.282877e-05,1.612112e+01,1.216737e+03,7.499750e+02,3.750018e+02,0.000000e+00
C0173,LT2_OFF,2.000000,200000,1.000000,2,0,3.055631e+02,1.001346e+00,4.051597e-02,9.901831e-01,1.282877e-05,1.612112e+01,1.901152e+03,1.171836e+03,5.859404e+02,0.000000e+00
C0174,LT2_OFF,2.000000,200000,1.300000,2,0,3.972320e+02,1.301749e+00,5.267077e-02,1.287238e+00,1.282877e-05,1.612112e+01,3.212947e+03,1.980403e+03,9.902392e+02,0.000000e+00
C0175,LT2_OFF,2.500000,200000,0.100000,2,0,3.659994e+01,1.001690e-01,4.008044e-03,9.871878e-02,1.071040e-05,1.345909e+01,2.254258e+01,1.167825e+01,5.838611e+00,0.000000e+00
C0176,LT2_OFF,2.500000,200000,0.200000,2,0,7.319989e+01,2.003379e-01,8.016088e-03,1.974376e-01,1.071040e-05,1.345909e+01,9.017032e+01,4.671300e+01,2.335445e+01,0.000000e+00
C0177,LT2_OFF,2.500000,200000,0.400000,2,0,1.463998e+02,4.006759e-01,1.603218e-02,3.948751e-01,1.071040e-05,1.345909e+01,3.606813e+02,1.868520e+02,9.341778e+01,0.000000e+00
C0178,LT2_OFF,2.500000,200000,0.800000,2,0,2.927996e+02,8.013518e-01,3.206435e-02,7.897502e-01,1.071040e-05,1.345909e+01,1.442725e+03,7.474080e+02,3.736711e+02,0.000000e+00
C0179,LT2_OFF,2.500000,200000,1.000000,2,0,3.659994e+02,1.001690e+00,4.008044e-02,9.871878e-01,1.071040e-05,1.345909e+01,2.254258e+03,1.167825e+03,5.838611e+02,0.000000e+00
C0180,LT2_OFF,2.500000,200000,1.300000,2,0,4.757993e+02,1.302197e+00,5.210457e-02,1.283344e+00,1.071040e-05,1.345909e+01,3.809696e+03,1.973624e+03,9.867253e+02,0.000000e+00
C0181,LT2_OFF,3.000000,200000,0.100000,2,0,4.224989e+01,1.002014e-01,3.733204e-03,9.858577e-02,9.278130e-06,1.165924e+01,2.636417e+01,1.164896e+01,5.823288e+00,0.000000e+00
C0182,LT2_OFF,3.000000,200000,0.200000,2,0,8.449979e+01,2.004029e-01,7.466408e-03,1.971715e-01,9.278130e-06,1.165924e+01,1.054567e+02,4.659585e+01,2.329315e+01,0.000000e+00
C0183,LT2_OFF,3.000000,200000,0.400000,2,0,1.689996e+02,4.008057e-01,1.493282e-02,3.943431e-01,9.278130e-06,1.165924e+01,4.218267e+02,1.863834e+02,9.317260e+01,0.000000e+00
C0184,LT2_OFF,3.000000,200000,0.800000,2,0,3.379991e+02,8.016115e-01,2.986563e-02,7.886861e-01,9.278130e-06,1.165924e+01,1.687307e+03,7.455336e+02,3.726904e+02,0.000000e+00
C0185,LT2_OFF,3.000000,200000,1.000000,2,0,4.224989e+02,1.002014e+00,3.733204e-02,9.858577e-01,9.278130e-06,1.165924e+01,2.636417e+03,1.164896e+03,5.823288e+02,0.000000e+00
C0186,LT2_OFF,3.000000,200000,1.300000,2,0,5.492486e+02,1.302619e+00,4.853165e-02,1.281615e+00,9.278130e-06,1.165924e+01,4.455545e+03,1.968675e+03,9.841356e+02,0.000000e+00
C0187,LT2_OFF,4.000000,200000,0.100000,2,0,5.262371e+01,1.002776e-01,3.630807e-03,9.880981e-02,7.449114e-06,9.360834e+00,3.459816e+01,1.160419e+01,5.802463e+00,0.000000e+00
C0188,LT2_OFF,4.000000,200000,0.200000,2,0,1.052474e+02,2.005553e-01,7.261615e-03,1.976196e-01,7.449114e-06,9.360834e+00,1.383926e+02,4.641676e+01,2.320985e+01,0.000000e+00
C0189,LT2_OFF,4.000000,200000,0.400000,2,0,2.104948e+02,4.011105e-01,1.452323e-02,3.952392e-01,7.449114e-06,9.360834e+00,5.535705e+02,1.856670e+02,9.283941e+01,0.000000e+00
C0190,LT2_OFF,4.000000,200000,0.800000,2,0,4.209897e+02,8.022210e-01,2.904646e-02,7.904785e-01,7.449114e-06,9.360834e+00,2.214282e+03,7.426682e+02,3.713576e+02,0.000000e+00
C0191,LT2_OFF,4.000000,200000,1.000000,2,0,5.262371e+02,1.002776e+00,3.630807e-02,9.880981e-01,7.449114e-06,9.360834e+00,3.459816e+03,1.160419e+03,5.802463e+02,0.000000e+00
C0192,LT2_OFF,4.000000,200000,1.300000,2,0,6.841082e+02,1.303609e+00,4.720049e-02,1.284527e+00,7.449114e-06,9.360834e+00,5.847089e+03,1.961108e+03,9.806163e+02,0.000000e+00
C0193,LT2_ON,2.000000,10000,0.100000,2,1,3.053054e+01,1.001348e-01,4.071622e-03,9.901553e-02,1.283960e-05,8.067362e-01,1.838515e-01,3.282174e-02,1.641112e-02,0.000000e+00
C0194,LT2_ON,2.000000,10000,0.200000,2,1,6.106109e+01,2.002696e-01,8.143245e-03,1.980311e-01,1.283960e-05,8.067362e-01,7.354061e-01,1.312870e-01,6.564448e-02,0.000000e+00
C0195,LT2_ON,2.000000,10000,0.400000,2,1,1.221222e+02,4.005393e-01,1.628649e-02,3.960621e-01,1.283960e-05,8.067362e-01,2.941624e+00,5.251478e-01,2.625779e-01,0.000000e+00
C0196,LT2_ON,2.000000,10000,0.800000,2,1,2.442444e+02,8.010786e-01,3.257298e-02,7.921242e-01,1.283960e-05,8.067362e-01,1.176650e+01,2.100591e+00,1.050312e+00,0.000000e+00
C0197,LT2_ON,2.000000,10000,1.000000,2,1,3.053054e+02,1.001348e+00,4.071622e-02,9.901553e-01,1.283960e-05,8.067362e-01,1.838515e+01,3.282174e+00,1.641112e+00,0.000000e+00
C0198,LT2_ON,2.000000,10000,1.300000,2,1,3.968971e+02,1.301753e+00,5.293109e-02,1.287202e+00,1.283960e-05,8.067362e-01,3.107091e+01,5.546874e+00,2.773479e+00,0.000000e+00
C0199,LT2_ON,2.500000,10000,0.100000,2,1,3.657417e+01,1.001692e-01,4.028182e-03,9.871502e-02,1.071795e-05,6.734287e-01,2.505210e-01,3.267693e-02,1.633713e-02,0.000000e+00
C0200,LT2_ON,2.500000,10000,0.200000,2,1,7.314835e+01,2.003385e-01,8.056363e-03,1.974300e-01,1.071795e-05,6.734287e-01,1.002084e+00,1.307077e-01,6.534850e-02,0.000000e+00
C0201,LT2_ON,2.500000,10000,0.400000,2,1,1.462967e+02,4.006769e-01,1.611273e-02,3.948601e-01,1.071795e-05,6.734287e-01,4.008336e+00,5.228309e-01,2.613940e-01,0.000000e+00
C0202,LT2_ON,2.500000,10000,0.800000,2,1,2.925934e+02,8.013539e-01,3.222545e-02,7.897201e-01,1.071795e-05,6.734287e-01,1.603335e+01,2.091324e+00,1.045576e+00,0.000000e+00
C0203,LT2_ON,2.500000,10000,1.000000,2,1,3.657417e+02,1.001692e+00,4.028182e-02,9.871502e-01,1.071795e-05,6.734287e-01,2.505210e+01,3.267693e+00,1.633713e+00,0.000000e+00
C0204,LT2_ON,2.500000,10000,1.300000,2,1,4.754643e+02,1.302200e+00,5.236636e-02,1.283295e+00,1.071795e-05,6.734287e-01,4.233805e+01,5.522402e+00,2.760974e+00,0.000000e+00
C0205,LT2_ON,3.000000,10000,0.100000,2,1,4.222409e+01,1.002017e-01,3.753935e-03,9.858174e-02,9.283799e-06,5.833186e-01,3.235726e-01,3.256317e-02,1.627856e-02,0.000000e+00
C0206,LT2_ON,3.000000,10000,0.200000,2,1,8.444819e+01,2.004034e-01,7.507871e-03,1.971635e-01,9.283799e-06,5.833186e-01,1.294290e+00,1.302527e-01,6.511422e-02,0.000000e+00
C0207,LT2_ON,3.000000,10000,0.400000,2,1,1.688964e+02,4.008068e-01,1.501574e-02,3.943270e-01,9.283799e-06,5.833186e-01,5.177161e+00,5.210107e-01,2.604569e-01,0.000000e+00
C0208,LT2_ON,3.000000,10000,0.800000,2,1,3.377928e+02,8.016135e-01,3.003148e-02,7.886539e-01,9.283799e-06,5.833186e-01,2.070864e+01,2.084043e+00,1.041828e+00,0.000000e+00
C0209,LT2_ON,3.000000,10000,1.000000,2,1,4.222409e+02,1.002017e+00,3.753935e-02,9.858174e-01,9.283799e-06,5.833186e-01,3.235726e+01,3.256317e+00,1.627856e+00,0.000000e+00
C0210,LT2_ON,3.000000,10000,1.300000,2,1,5.489132e+02,1.302622e+00,4.880116e-02,1.281563e+00,9.283799e-06,5.833186e-01,5.468377e+01,5.503175e+00,2.751076e+00,0.000000e+00
C0211,LT2_ON,4.000000,10000,0.100000,2,1,5.259786e+01,1.002779e-01,3.653641e-03,9.880601e-02,7.452775e-06,4.682720e-01,4.844586e-01,3.238160e-02,1.619251e-02,0.000000e+00
C0212,LT2_ON,4.000000,10000,0.200000,2,1,1.051957e+02,2.005558e-01,7.307282e-03,1.976120e-01,7.452775e-06,4.682720e-01,1.937834e+00,1.295264e-01,6.477005e-02,0.000000e+00
C0213,LT2_ON,4.000000,10000,0.400000,2,1,2.103914e+02,4.011116e-01,1.461456e-02,3.952241e-01,7.452775e-06,4.682720e-01,7.751337e+00,5.181056e-01,2.590802e-01,0.000000e+00
C0214,LT2_ON,4.000000,10000,0.800000,2,1,4.207829e+02,8.022231e-01,2.922913e-02,7.904481e-01,7.452775e-06,4.682720e-01,3.100535e+01,2.072423e+00,1.036321e+00,0.000000e+00
C0215,LT2_ON,4.000000,10000,1.000000,2,1,5.259786e+02,1.002779e+00,3.653641e-02,9.880601e-01,7.452775e-06,4.682720e-01,4.844586e+01,3.238160e+00,1.619251e+00,0.000000e+00
C0216,LT2_ON,4.000000,10000,1.300000,2,1,6.837722e+02,1.303613e+00,4.749733e-02,1.284478e+00,7.452775e-06,4.682720e-01,8.187350e+01,5.472491e+00,2.736535e+00,0.000000e+00
C0217,LT2_ON,2.000000,30000,0.100000,2,1,3.053091e+01,1.001348e-01,4.224763e-03,9.898969e-02,1.283944e-05,2.420179e+00,5.881515e-01,2.947098e-01,1.473572e-01,0.000000e+00
C0218,LT2_ON,2.000000,30000,0.200000,2,1,6.106183e+01,2.002697e-01,8.449525e-03,1.979794e-01,1.283944e-05,2.420179e+00,2.352606e+00,1.178839e+00,5.894289e-01,0.000000e+00
C0219,LT2_ON,2.000000,30000,0.400000,2,1,1.221237e+02,4.005393e-01,1.689905e-02,3.959588e-01,1.283944e-05,2.420179e+00,9.410424e+00,4.715357e+00,2.357715e+00,0.000000e+00
C0220,LT2_ON,2.000000,30000,0.800000,2,1,2.442473e+02,8.010786e-01,3.379810e-02,7.919175e-01,1.283944e-05,2.420179e+00,3.764170e+01,1.886143e+01,9.430862e+00,0.000000e+00
C0221,LT2_ON,2.000000,30000,1.000000,2,1,3.053091e+02,1.001348e+00,4.224763e-02,9.898969e-01,1.283944e-05,2.420179e+00,5.881515e+01,2.947098e+01,1.473572e+01,0.000000e+00
C0222,LT2_ON,2.000000,30000,1.300000,2,1,3.969019e+02,1.301753e+00,5.492191e-02,1.286866e+00,1.283944e-05,2.420179e+00,9.939761e+01,4.980596e+01,2.490337e+01,0.000000e+00
C0223,LT2_ON,2.500000,30000,0.100000,2,1,3.657455e+01,1.001692e-01,4.181837e-03,9.868129e-02,1.071784e-05,2.020265e+00,7.244774e-01,2.934135e-01,1.466945e-01,0.000000e+00
C0224,LT2_ON,2.500000,30000,0.200000,2,1,7.314909e+01,2.003385e-01,8.363674e-03,1.973626e-01,1.071784e-05,2.020265e+00,2.897910e+00,1.173654e+00,5.867781e-01,0.000000e+00
C0225,LT2_ON,2.500000,30000,0.400000,2,1,1.462982e+02,4.006770e-01,1.672735e-02,3.947252e-01,1.071784e-05,2.020265e+00,1.159164e+01,4.694616e+00,2.347113e+00,0.000000e+00
C0226,LT2_ON,2.500000,30000,0.800000,2,1,2.925964e+02,8.013539e-01,3.345470e-02,7.894504e-01,1.071784e-05,2.020265e+00,4.636656e+01,1.877846e+01,9.388450e+00,0.000000e+00
C0227,LT2_ON,2.500000,30000,1.000000,2,1,3.657455e+02,1.001692e+00,4.181837e-02,9.868129e-01,1.071784e-05,2.020265e+00,7.244774e+01,2.934135e+01,1.466945e+01,0.000000e+00
C0228,LT2_ON,2.500000,30000,1.300000,2,1,4.754691e+02,1.302200e+00,5.436388e-02,1.282857e+00,1.071784e-05,2.020265e+00,1.224367e+02,4.958688e+01,2.479138e+01,0.000000e+00
C0229,LT2_ON,3.000000,30000,0.100000,2,1,4.222447e+01,1.002017e-01,3.912015e-03,9.854595e-02,9.283716e-06,1.749940e+00,8.729095e-01,2.923961e-01,1.461704e-01,0.000000e+00
C0230,LT2_ON,3.000000,30000,0.200000,2,1,8.444894e+01,2.004034e-01,7.824031e-03,1.970919e-01,9.283716e-06,1.749940e+00,3.491638e+00,1.169584e+00,5.846818e-01,0.000000e+00
C0231,LT2_ON,3.000000,30000,0.400000,2,1,1.688979e+02,4.008068e-01,1.564806e-02,3.941838e-01,9.283716e-06,1.749940e+00,1.396655e+01,4.678337e+00,2.338727e+00,0.000000e+00
C0232,LT2_ON,3.000000,30000,0.800000,2,1,3.377958e+02,8.016136e-01,3.129612e-02,7.883676e-01,9.283716e-06,1.749940e+00,5.586621e+01,1.871335e+01,9.354908e+00,0.000000e+00
C0233,LT2_ON,3.000000,30000,1.000000,2,1,4.222447e+02,1.002017e+00,3.912015e-02,9.854595e-01,9.283716e-06,1.749940e+00,8.729095e+01,2.923961e+01,1.461704e+01,0.000000e+00
C0234,LT2_ON,3.000000,30000,1.300000,2,1,5.489181e+02,1.302622e+00,5.085620e-02,1.281097e+00,9.283716e-06,1.749940e+00,1.475217e+02,4.941494e+01,2.470281e+01,0.000000e+00
C0235,LT2_ON,4.000000,30000,0.100000,2,1,5.259824e+01,1.002779e-01,3.827253e-03,9.877167e-02,7.452721e-06,1.404805e+00,1.196197e+00,2.907731e-01,1.454016e-01,0.000000e+00
C0236,LT2_ON,4.000000,30000,0.200000,2,1,1.051965e+02,2.005558e-01,7.654506e-03,1.975433e-01,7.452721e-06,1.404805e+00,4.784787e+00,1.163092e+00,5.816065e-01,0.000000e+00
C0237,LT2_ON,4.000000,30000,0.400000,2,1,2.103930e+02,4.011116e-01,1.530901e-02,3.950867e-01,7.452721e-06,1.404805e+00,1.913915e+01,4.652369e+00,2.326426e+00,0.000000e+00
C0238,LT2_ON,4.000000,30000,0.800000,2,1,4.207859e+02,8.022232e-01,3.061802e-02,7.901733e-01,7.452721e-06,1.404805e+00,7.655660e+01,1.860948e+01,9.305705e+00,0.000000e+00
C0239,LT2_ON,4.000000,30000,1.000000,2,1,5.259824e+02,1.002779e+00,3.827253e-02,9.877167e-01,7.452721e-06,1.404805e+00,1.196197e+02,2.907731e+01,1.454016e+01,0.000000e+00
C0240,LT2_ON,4.000000,30000,1.300000,2,1,6.837771e+02,1.303613e+00,4.975429e-02,1.284032e+00,7.452721e-06,1.404805e+00,2.021573e+02,4.914065e+01,2.457288e+01,0.000000e+00
C0241,LT2_ON,2.000000,100000,0.100000,2,1,3.053491e+01,1.001349e-01,5.277979e-03,9.870584e-02,1.283776e-05,8.066205e+00,5.094464e+00,3.186367e+00,1.593213e+00,0.000000e+00
C0242,LT2_ON,2.000000,100000,0.200000,2,1,6.106983e+01,2.002698e-01,1.055596e-02,1.974117e-01,1.283776e-05,8.066205e+00,2.037785e+01,1.274547e+01,6.372852e+00,0.000000e+00
C0243,LT2_ON,2.000000,100000,0.400000,2,1,1.221397e+02,4.005395e-01,2.111192e-02,3.948234e-01,1.283776e-05,8.066205e+00,8.151142e+01,5.098187e+01,2.549141e+01,0.000000e+00
