case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,x_mm,y_mm,bx_abs_t,by_abs_t
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,19.5000,7.819054e-02,9.275784e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,20.5000,6.834694e-02,9.419256e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,21.5000,6.092512e-02,9.537029e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,22.5000,5.593463e-02,9.604392e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,23.5000,5.045586e-02,9.649999e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,24.5000,4.865583e-02,9.657172e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,25.5000,5.032976e-02,9.644377e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,26.5000,5.269624e-02,9.617459e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,27.5000,5.735859e-02,9.555826e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,28.5000,6.355048e-02,9.471282e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,29.5000,7.785919e-02,9.325036e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,30.5000,9.395655e-02,9.105225e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,31.5000,1.139854e-01,8.851960e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,32.5000,1.306539e-01,8.568346e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,3.5000,33.5000,1.538276e-01,8.099696e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,14.5000,1.999989e-01,8.023438e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,15.5000,1.751888e-01,8.403565e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,16.5000,1.533691e-01,8.731691e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,17.5000,1.283999e-01,8.993244e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,18.5000,1.106995e-01,9.226541e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,19.5000,9.460859e-02,9.413671e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,20.5000,8.069935e-02,9.540125e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,21.5000,6.827662e-02,9.617529e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,22.5000,5.885327e-02,9.653085e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,23.5000,5.158488e-02,9.694412e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,24.5000,4.858935e-02,9.692537e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,25.5000,4.576984e-02,9.640849e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,26.5000,4.575956e-02,9.583450e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,27.5000,4.895633e-02,9.494374e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,28.5000,5.298676e-02,9.412593e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,29.5000,6.007276e-02,9.221168e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,30.5000,6.942575e-02,8.998418e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,31.5000,8.132161e-02,8.729252e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,32.5000,9.429768e-02,8.409486e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,4.5000,33.5000,1.029844e-01,8.061534e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,14.5000,2.415821e-01,8.285193e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,15.5000,2.143385e-01,8.671492e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,16.5000,1.833245e-01,9.030390e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,17.5000,1.543340e-01,9.255473e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,18.5000,1.300756e-01,9.465179e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,19.5000,1.060881e-01,9.590768e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,20.5000,8.940630e-02,9.700168e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,21.5000,7.572217e-02,9.707941e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,22.5000,6.467936e-02,9.742402e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,23.5000,5.489187e-02,9.764340e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,24.5000,4.393496e-02,9.725067e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,25.5000,3.899964e-02,9.664599e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,26.5000,3.693010e-02,9.592233e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,27.5000,3.803632e-02,9.469690e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,28.5000,4.036646e-02,9.336905e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,29.5000,3.974874e-02,9.158930e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,30.5000,4.479012e-02,8.926199e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,31.5000,5.001373e-02,8.647192e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,32.5000,5.713577e-02,8.313648e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,5.5000,33.5000,5.961313e-02,7.945242e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,14.5000,2.872998e-01,8.643688e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,15.5000,2.528346e-01,9.024015e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,16.5000,2.150935e-01,9.340720e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,17.5000,1.739778e-01,9.579312e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,18.5000,1.411752e-01,9.697365e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,19.5000,1.159622e-01,9.796295e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,20.5000,9.808806e-02,9.851396e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,21.5000,8.384007e-02,9.846057e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,22.5000,6.730779e-02,9.853091e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,23.5000,5.125804e-02,9.896075e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,24.5000,3.418562e-02,9.810314e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,25.5000,2.989177e-02,9.737371e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,26.5000,2.435970e-02,9.623994e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,27.5000,2.200620e-02,9.485801e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,28.5000,2.143039e-02,9.344317e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,29.5000,1.913670e-02,9.143731e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,30.5000,1.765698e-02,8.895440e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,31.5000,2.146746e-02,8.622143e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,32.5000,2.065274e-02,8.274522e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,6.5000,33.5000,2.212549e-02,7.924246e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,14.5000,3.270381e-01,9.077224e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,15.5000,2.892506e-01,9.458202e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,16.5000,2.433737e-01,9.702813e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,17.5000,1.994200e-01,9.904691e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,18.5000,1.569841e-01,1.007434e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,19.5000,1.218438e-01,1.010340e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,20.5000,9.867760e-02,1.007759e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,21.5000,8.076891e-02,1.001406e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,22.5000,6.387058e-02,9.999474e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,23.5000,4.724990e-02,9.993971e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,24.5000,2.971643e-02,9.902822e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,25.5000,1.965040e-02,9.812213e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,26.5000,1.278517e-02,9.684892e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,27.5000,8.357451e-03,9.537935e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,28.5000,2.551758e-03,9.380185e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,29.5000,2.541743e-03,9.180318e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,30.5000,5.636041e-03,8.958062e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,31.5000,9.807226e-03,8.646074e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,32.5000,1.726758e-02,8.317182e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,7.5000,33.5000,1.575496e-02,7.961225e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,14.5000,3.781546e-01,9.572060e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,15.5000,3.191784e-01,9.983685e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,16.5000,2.663400e-01,1.024661e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,17.5000,2.036854e-01,1.038285e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,18.5000,1.616417e-01,1.045437e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,19.5000,1.214036e-01,1.042866e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,20.5000,9.872729e-02,1.039677e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,21.5000,7.999630e-02,1.032504e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,22.5000,5.806734e-02,1.022140e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,23.5000,3.845118e-02,1.010887e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,24.5000,2.048179e-02,1.001973e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,25.5000,7.192360e-03,9.899919e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,26.5000,8.678559e-05,9.769989e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,27.5000,9.296622e-03,9.626601e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,28.5000,1.663867e-02,9.469921e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,29.5000,2.294923e-02,9.244054e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,30.5000,2.892906e-02,9.020685e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,31.5000,3.954554e-02,8.708093e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,32.5000,5.139823e-02,8.394237e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,8.5000,33.5000,5.714460e-02,7.968931e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,14.5000,4.262833e-01,1.026702e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,15.5000,3.447708e-01,1.065646e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,16.5000,2.789472e-01,1.084105e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,17.5000,2.088276e-01,1.089260e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,18.5000,1.577731e-01,1.087608e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,19.5000,1.147583e-01,1.082886e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,20.5000,8.347317e-02,1.063918e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,21.5000,6.488359e-02,1.049295e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,22.5000,4.327651e-02,1.038667e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,23.5000,2.491176e-02,1.025378e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,24.5000,8.352696e-03,1.014029e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,25.5000,4.446611e-03,1.001367e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,26.5000,1.385517e-02,9.882646e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,27.5000,2.397757e-02,9.736018e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,28.5000,3.804334e-02,9.577973e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,29.5000,4.587236e-02,9.365652e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,30.5000,5.879658e-02,9.105517e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,31.5000,7.279148e-02,8.818542e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,32.5000,8.765181e-02,8.459203e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,9.5000,33.5000,1.033301e-01,8.009634e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,14.5000,4.818515e-01,1.112980e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,15.5000,3.783104e-01,1.154855e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,16.5000,2.772939e-01,1.167659e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,17.5000,2.061421e-01,1.143201e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,18.5000,1.421348e-01,1.137161e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,19.5000,9.957152e-02,1.115619e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,20.5000,6.507722e-02,1.095184e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,21.5000,4.044654e-02,1.077976e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,22.5000,2.697514e-02,1.056813e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,23.5000,1.013192e-02,1.041186e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,24.5000,4.885942e-03,1.026214e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,25.5000,1.628092e-02,1.012635e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,26.5000,2.652116e-02,9.990352e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,27.5000,4.243896e-02,9.818782e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,28.5000,5.679273e-02,9.674345e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,29.5000,7.343082e-02,9.493547e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,30.5000,8.882010e-02,9.210162e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,31.5000,1.042094e-01,8.926777e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,32.5000,1.294632e-01,8.558608e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,10.5000,33.5000,1.562150e-01,8.133670e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,14.5000,5.572348e-01,1.267263e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,15.5000,3.896532e-01,1.290768e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,16.5000,2.571753e-01,1.255950e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,17.5000,1.719149e-01,1.212437e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,18.5000,1.175670e-01,1.177936e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,19.5000,7.330033e-02,1.146784e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,20.5000,4.195583e-02,1.123213e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,21.5000,2.126507e-02,1.096101e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,22.5000,8.597226e-03,1.076716e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,23.5000,4.756942e-03,1.055209e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,24.5000,1.938789e-02,1.038806e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,25.5000,2.981614e-02,1.025214e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,26.5000,4.272052e-02,1.009479e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,27.5000,5.518485e-02,9.953529e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,28.5000,7.007215e-02,9.829939e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,29.5000,9.137421e-02,9.692787e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,30.5000,1.162539e-01,9.508537e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,31.5000,1.396432e-01,9.250291e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,32.5000,1.689121e-01,8.867971e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,11.5000,33.5000,2.205220e-01,8.317522e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,14.5000,6.286588e-01,1.503454e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,15.5000,3.510565e-01,1.470777e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,16.5000,1.883725e-01,1.376198e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,17.5000,1.238384e-01,1.283976e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,18.5000,7.110133e-02,1.224939e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,19.5000,3.897228e-02,1.182501e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,20.5000,1.801789e-02,1.145152e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,21.5000,3.147858e-04,1.110343e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,22.5000,1.446565e-02,1.087869e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,23.5000,2.409651e-02,1.067511e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,24.5000,3.389934e-02,1.051067e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,25.5000,4.451832e-02,1.035637e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,26.5000,5.560617e-02,1.022553e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,27.5000,7.166191e-02,1.009510e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,28.5000,8.544978e-02,9.983077e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,29.5000,1.034777e-01,9.880125e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,30.5000,1.262478e-01,9.809700e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,31.5000,1.596828e-01,9.583643e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,32.5000,2.255092e-01,9.405238e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,12.5000,33.5000,3.012608e-01,8.716022e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,14.5000,4.960566e-01,2.129548e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,15.5000,1.683345e-01,1.663177e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,16.5000,6.974135e-02,1.448619e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,17.5000,3.947036e-02,1.324726e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,18.5000,1.478739e-02,1.253917e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,19.5000,5.601685e-03,1.202924e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,20.5000,1.790079e-02,1.163199e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,21.5000,2.903602e-02,1.125761e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,22.5000,3.566942e-02,1.096543e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,23.5000,4.142263e-02,1.075179e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,24.5000,4.901031e-02,1.058439e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,25.5000,5.681215e-02,1.046089e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,26.5000,6.814093e-02,1.035103e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,27.5000,8.279269e-02,1.025410e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,28.5000,9.715059e-02,1.014476e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,29.5000,1.106370e-01,1.005726e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,30.5000,1.327483e-01,9.997895e-01
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,31.5000,1.641185e-01,1.003903e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,32.5000,2.238465e-01,1.022438e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,13.5000,33.5000,3.785737e-01,1.036378e+00
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,14.5000,2.590679e-02,7.185366e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,15.5000,1.503301e-02,7.742743e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,16.5000,1.173359e-02,8.219272e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,17.5000,1.128357e-02,8.609175e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,18.5000,1.477768e-02,8.932739e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,19.5000,2.054095e-02,9.178948e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,20.5000,2.584149e-02,9.351885e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,21.5000,2.958414e-02,9.477716e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,22.5000,3.263151e-02,9.574323e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,23.5000,3.481934e-02,9.657428e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,24.5000,3.819058e-02,9.729723e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,25.5000,4.512999e-02,9.800594e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,26.5000,5.493501e-02,9.846863e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,27.5000,6.769483e-02,9.861084e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,28.5000,8.241769e-02,9.853917e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,29.5000,9.888261e-02,9.847414e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,30.5000,1.205552e-01,9.853934e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,31.5000,1.538562e-01,9.961288e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,32.5000,2.160108e-01,1.020592e+00
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0.5000,33.5000,3.747797e-01,1.039825e+00
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,14.5000,7.737885e-02,7.398577e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,15.5000,6.046194e-02,7.857134e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,16.5000,5.159958e-02,8.274940e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,17.5000,4.709360e-02,8.640395e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,18.5000,4.306106e-02,8.918969e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,19.5000,4.088880e-02,9.149793e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,20.5000,4.061603e-02,9.331091e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,21.5000,4.002565e-02,9.455030e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,22.5000,4.050773e-02,9.556784e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,23.5000,4.228829e-02,9.637434e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,24.5000,4.461146e-02,9.687773e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,25.5000,4.900819e-02,9.725685e-01
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,1.5000,26.5000,5.641695e-02,9.745665e-01
