case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w,p_thin31_w
C0233,LT0_OFF,3.000000,30000,1.000000,0.023000,0,0,4.222475e+02,1.002017e+00,3.732938e-02,9.858618e-01,9.283654e-06,1.749928e+00,8.751471e+01,2.967084e+01,1.483238e+01,0.000000e+00
C0234,LT0_OFF,3.000000,30000,1.300000,0.023000,0,0,5.489218e+02,1.302622e+00,4.852820e-02,1.281620e+00,9.283654e-06,1.749928e+00,1.478999e+02,5.014371e+01,2.506672e+01,0.000000e+00
C0235,LT0_OFF,4.000000,30000,0.100000,0.023000,0,0,5.259852e+01,1.002779e-01,3.630480e-03,9.881027e-02,7.452681e-06,1.404798e+00,1.198662e+00,2.955681e-01,1.477934e-01,0.000000e+00
C0236,LT0_OFF,4.000000,30000,0.200000,0.023000,0,0,1.051970e+02,2.005558e-01,7.260960e-03,1.976205e-01,7.452681e-06,1.404798e+00,4.794647e+00,1.182272e+00,5.911737e-01,0.000000e+00
C0237,LT0_OFF,4.000000,30000,0.400000,0.023000,0,0,2.103941e+02,4.011115e-01,1.452192e-02,3.952411e-01,7.452681e-06,1.404798e+00,1.917859e+01,4.729090e+00,2.364695e+00,0.000000e+00
C0238,LT0_OFF,4.000000,30000,0.800000,0.023000,0,0,4.207882e+02,8.022231e-01,2.904384e-02,7.904822e-01,7.452681e-06,1.404798e+00,7.671435e+01,1.891636e+01,9.458780e+00,0.000000e+00
C0239,LT0_OFF,4.000000,30000,1.000000,0.023000,0,0,5.259852e+02,1.002779e+00,3.630480e-02,9.881027e-01,7.452681e-06,1.404798e+00,1.198662e+02,2.955681e+01,1.477934e+01,0.000000e+00
C0240,LT0_OFF,4.000000,30000,1.300000,0.023000,0,0,6.837807e+02,1.303613e+00,4.719624e-02,1.284534e+00,7.452681e-06,1.404798e+00,2.025738e+02,4.995101e+01,2.497709e+01,0.000000e+00
C0241,LT0_OFF,2.000000,100000,0.100000,0.023000,0,0,3.053795e+01,1.001347e-01,4.051393e-03,9.901862e-02,1.283649e-05,8.065404e+00,5.113324e+00,3.211476e+00,1.605799e+00,0.000000e+00
C0242,LT0_OFF,2.000000,100000,0.200000,0.023000,0,0,6.107589e+01,2.002695e-01,8.102786e-03,1.980372e-01,1.283649e-05,8.065404e+00,2.045330e+01,1.284590e+01,6.423197e+00,0.000000e+00
C0243,LT0_OFF,2.000000,100000,0.400000,0.023000,0,0,1.221518e+02,4.005390e-01,1.620557e-02,3.960745e-01,1.283649e-05,8.065404e+00,8.181319e+01,5.138361e+01,2.569279e+01,0.000000e+00
C0244,LT0_OFF,2.000000,100000,0.800000,0.023000,0,0,2.443036e+02,8.010780e-01,3.241114e-02,7.921490e-01,1.283649e-05,8.065404e+00,3.272528e+02,2.055345e+02,1.027712e+02,0.000000e+00
C0245,LT0_OFF,2.000000,100000,1.000000,0.023000,0,0,3.053795e+02,1.001347e+00,4.051393e-02,9.901862e-01,1.283649e-05,8.065404e+00,5.113324e+02,3.211476e+02,1.605799e+02,0.000000e+00
C0246,LT0_OFF,2.000000,100000,1.300000,0.023000,0,0,3.969933e+02,1.301752e+00,5.266811e-02,1.287242e+00,1.283649e-05,8.065404e+00,8.641518e+02,5.427394e+02,2.713801e+02,0.000000e+00
C0247,LT0_OFF,2.500000,100000,0.100000,0.023000,0,0,3.658158e+01,1.001692e-01,4.007859e-03,9.871910e-02,1.071578e-05,6.732922e+00,6.042567e+00,3.200484e+00,1.600101e+00,0.000000e+00
C0248,LT0_OFF,2.500000,100000,0.200000,0.023000,0,0,7.316315e+01,2.003383e-01,8.015719e-03,1.974382e-01,1.071578e-05,6.732922e+00,2.417027e+01,1.280194e+01,6.400405e+00,0.000000e+00
C0249,LT0_OFF,2.500000,100000,0.400000,0.023000,0,0,1.463263e+02,4.006766e-01,1.603144e-02,3.948764e-01,1.071578e-05,6.732922e+00,9.668107e+01,5.120775e+01,2.560162e+01,0.000000e+00
C0250,LT0_OFF,2.500000,100000,0.800000,0.023000,0,0,2.926526e+02,8.013533e-01,3.206288e-02,7.897528e-01,1.071578e-05,6.732922e+00,3.867243e+02,2.048310e+02,1.024065e+02,0.000000e+00
C0251,LT0_OFF,2.500000,100000,1.000000,0.023000,0,0,3.658158e+02,1.001692e+00,4.007859e-02,9.871910e-01,1.071578e-05,6.732922e+00,6.042567e+02,3.200484e+02,1.600101e+02,0.000000e+00
C0252,LT0_OFF,2.500000,100000,1.300000,0.023000,0,0,4.755605e+02,1.302199e+00,5.210217e-02,1.283348e+00,1.071578e-05,6.732922e+00,1.021194e+03,5.408818e+02,2.704171e+02,0.000000e+00
C0253,LT0_OFF,3.000000,100000,0.100000,0.023000,0,0,4.223151e+01,1.002016e-01,3.733010e-03,9.858607e-02,9.282170e-06,5.832160e+00,7.048971e+00,3.192458e+00,1.595902e+00,0.000000e+00
C0254,LT0_OFF,3.000000,100000,0.200000,0.023000,0,0,8.446301e+01,2.004032e-01,7.466019e-03,1.971721e-01,9.282170e-06,5.832160e+00,2.819588e+01,1.276983e+01,6.383608e+00,0.000000e+00
C0255,LT0_OFF,3.000000,100000,0.400000,0.023000,0,0,1.689260e+02,4.008065e-01,1.493204e-02,3.943443e-01,9.282170e-06,5.832160e+00,1.127835e+02,5.107933e+01,2.553443e+01,0.000000e+00
C0256,LT0_OFF,3.000000,100000,0.800000,0.023000,0,0,3.378520e+02,8.016129e-01,2.986408e-02,7.886886e-01,9.282170e-06,5.832160e+00,4.511342e+02,2.043173e+02,1.021377e+02,0.000000e+00
C0257,LT0_OFF,3.000000,100000,1.000000,0.023000,0,0,4.223151e+02,1.002016e+00,3.733010e-02,9.858607e-01,9.282170e-06,5.832160e+00,7.048971e+02,3.192458e+02,1.595902e+02,0.000000e+00
C0258,LT0_OFF,3.000000,100000,1.300000,0.023000,0,0,5.490096e+02,1.302621e+00,4.852913e-02,1.281619e+00,9.282170e-06,5.832160e+00,1.191276e+03,5.395255e+02,2.697075e+02,0.000000e+00
C0259,LT0_OFF,4.000000,100000,0.100000,0.023000,0,0,5.260529e+01,1.002778e-01,3.630568e-03,9.881015e-02,7.451723e-06,4.682056e+00,9.219926e+00,3.180189e+00,1.590196e+00,0.000000e+00
C0260,LT0_OFF,4.000000,100000,0.200000,0.023000,0,0,1.052106e+02,2.005556e-01,7.261136e-03,1.976203e-01,7.451723e-06,4.682056e+00,3.687970e+01,1.272076e+01,6.360782e+00,0.000000e+00
C0261,LT0_OFF,4.000000,100000,0.400000,0.023000,0,0,2.104211e+02,4.011113e-01,1.452227e-02,3.952406e-01,7.451723e-06,4.682056e+00,1.475188e+02,5.088303e+01,2.544313e+01,0.000000e+00
C0262,LT0_OFF,4.000000,100000,0.800000,0.023000,0,0,4.208423e+02,8.022225e-01,2.904454e-02,7.904812e-01,7.451723e-06,4.682056e+00,5.900753e+02,2.035321e+02,1.017725e+02,0.000000e+00
C0263,LT0_OFF,4.000000,100000,1.000000,0.023000,0,0,5.260529e+02,1.002778e+00,3.630568e-02,9.881015e-01,7.451723e-06,4.682056e+00,9.219926e+02,3.180189e+02,1.590196e+02,0.000000e+00
C0264,LT0_OFF,4.000000,100000,1.300000,0.023000,0,0,6.838687e+02,1.303612e+00,4.719738e-02,1.284532e+00,7.451723e-06,4.682056e+00,1.558167e+03,5.374520e+02,2.687430e+02,0.000000e+00
C0265,LT0_OFF,2.000000,200000,0.100000,0.023000,0,0,3.055631e+01,1.001346e-01,4.051597e-03,9.901831e-02,1.282877e-05,1.612112e+01,1.901152e+01,1.171836e+01,5.859404e+00,0.000000e+00
C0266,LT0_OFF,2.000000,200000,0.200000,0.023000,0,0,6.111262e+01,2.002691e-01,8.103195e-03,1.980366e-01,1.282877e-05,1.612112e+01,7.604608e+01,4.687344e+01,2.343761e+01,0.000000e+00
C0267,LT0_OFF,2.000000,200000,0.400000,0.023000,0,0,1.222252e+02,4.005383e-01,1.620639e-02,3.960732e-01,1.282877e-05,1.612112e+01,3.041843e+02,1.874937e+02,9.375046e+01,0.000000e+00
C0268,LT0_OFF,2.000000,200000,0.800000,0.023000,0,0,2.444505e+02,8.010765e-01,3.241278e-02,7.921465e-01,1.282877e-05,1.612112e+01,1.216737e+03,7.499750e+02,3.750018e+02,0.000000e+00
C0269,LT0_OFF,2.000000,200000,1.000000,0.023000,0,0,3.055631e+02,1.001346e+00,4.051597e-02,9.901831e-01,1.282877e-05,1.612112e+01,1.901152e+03,1.171836e+03,5.859404e+02,0.000000e+00
C0270,LT0_OFF,2.000000,200000,1.300000,0.023000,0,0,3.972320e+02,1.301749e+00,5.267077e-02,1.287238e+00,1.282877e-05,1.612112e+01,3.212947e+03,1.980403e+03,9.902392e+02,0.000000e+00
C0271,LT0_OFF,2.500000,200000,0.100000,0.023000,0,0,3.659994e+01,1.001690e-01,4.008044e-03,9.871878e-02,1.071040e-05,1.345909e+01,2.254258e+01,1.167825e+01,5.838611e+00,0.000000e+00
C0272,LT0_OFF,2.500000,200000,0.200000,0.023000,0,0,7.319989e+01,2.003379e-01,8.016088e-03,1.974376e-01,1.071040e-05,1.345909e+01,9.017032e+01,4.671300e+01,2.335445e+01,0.000000e+00
C0273,LT0_OFF,2.500000,200000,0.400000,0.023000,0,0,1.463998e+02,4.006759e-01,1.603218e-02,3.948751e-01,1.071040e-05,1.345909e+01,3.606813e+02,1.868520e+02,9.341778e+01,0.000000e+00
C0274,LT0_OFF,2.500000,200000,0.800000,0.023000,0,0,2.927996e+02,8.013518e-01,3.206435e-02,7.897502e-01,1.071040e-05,1.345909e+01,1.442725e+03,7.474080e+02,3.736711e+02,0.000000e+00
C0275,LT0_OFF,2.500000,200000,1.000000,0.023000,0,0,3.659994e+02,1.001690e+00,4.008044e-02,9.871878e-01,1.071040e-05,1.345909e+01,2.254258e+03,1.167825e+03,5.838611e+02,0.000000e+00
C0276,LT0_OFF,2.500000,200000,1.300000,0.023000,0,0,4.757993e+02,1.302197e+00,5.210457e-02,1.283344e+00,1.071040e-05,1.345909e+01,3.809696e+03,1.973624e+03,9.867253e+02,0.000000e+00
C0277,LT0_OFF,3.000000,200000,0.100000,0.023000,0,0,4.224989e+01,1.002014e-01,3.733204e-03,9.858577e-02,9.278130e-06,1.165924e+01,2.636417e+01,1.164896e+01,5.823288e+00,0.000000e+00
C0278,LT0_OFF,3.000000,200000,0.200000,0.023000,0,0,8.449979e+01,2.004029e-01,7.466408e-03,1.971715e-01,9.278130e-06,1.165924e+01,1.054567e+02,4.659585e+01,2.329315e+01,0.000000e+00
C0279,LT0_OFF,3.000000,200000,0.400000,0.023000,0,0,1.689996e+02,4.008057e-01,1.493282e-02,3.943431e-01,9.278130e-06,1.165924e+01,4.218267e+02,1.863834e+02,9.317260e+01,0.000000e+00
C0280,LT0_OFF,3.000000,200000,0.800000,0.023000,0,0,3.379991e+02,8.016115e-01,2.986563e-02,7.886861e-01,9.278130e-06,1.165924e+01,1.687307e+03,7.455336e+02,3.726904e+02,0.000000e+00
C0281,LT0_OFF,3.000000,200000,1.000000,0.023000,0,0,4.224989e+02,1.002014e+00,3.733204e-02,9.858577e-01,9.278130e-06,1.165924e+01,2.636417e+03,1.164896e+03,5.823288e+02,0.000000e+00
C0282,LT0_OFF,3.000000,200000,1.300000,0.023000,0,0,5.492486e+02,1.302619e+00,4.853165e-02,1.281615e+00,9.278130e-06,1.165924e+01,4.455545e+03,1.968675e+03,9.841356e+02,0.000000e+00
C0283,LT0_OFF,4.000000,200000,0.100000,0.023000,0,0,5.262371e+01,1.002776e-01,3.630807e-03,9.880981e-02,7.449114e-06,9.360834e+00,3.459816e+01,1.160419e+01,5.802463e+00,0.000000e+00
C0284,LT0_OFF,4.000000,200000,0.200000,0.023000,0,0,1.052474e+02,2.005553e-01,7.261615e-03,1.976196e-01,7.449114e-06,9.360834e+00,1.383926e+02,4.641676e+01,2.320985e+01,0.000000e+00
C0285,LT0_OFF,4.000000,200000,0.400000,0.023000,0,0,2.104948e+02,4.011105e-01,1.452323e-02,3.952392e-01,7.449114e-06,9.360834e+00,5.535705e+02,1.856670e+02,9.283941e+01,0.000000e+00
C0286,LT0_OFF,4.000000,200000,0.800000,0.023000,0,0,4.209897e+02,8.022210e-01,2.904646e-02,7.904785e-01,7.449114e-06,9.360834e+00,2.214282e+03,7.426682e+02,3.713576e+02,0.000000e+00
C0287,LT0_OFF,4.000000,200000,1.000000,0.023000,0,0,5.262371e+02,1.002776e+00,3.630807e-02,9.880981e-01,7.449114e-06,9.360834e+00,3.459816e+03,1.160419e+03,5.802463e+02,0.000000e+00
C0288,LT0_OFF,4.000000,200000,1.300000,0.023000,0,0,6.841082e+02,1.303609e+00,4.720049e-02,1.284527e+00,7.449114e-06,9.360834e+00,5.847089e+03,1.961108e+03,9.806163e+02,0.000000e+00
C0289,LT0_OFF,2.000000,10000,0.100000,0.050000,0,0,3.053223e+01,1.001348e-01,4.051329e-03,9.901871e-02,1.283889e-05,8.066920e-01,2.946076e-01,1.559704e-01,7.798817e-02,0.000000e+00
C0290,LT0_OFF,2.000000,10000,0.200000,0.050000,0,0,6.106446e+01,2.002696e-01,8.102659e-03,1.980374e-01,1.283889e-05,8.066920e-01,1.178430e+00,6.238816e-01,3.119527e-01,0.000000e+00
C0291,LT0_OFF,2.000000,10000,0.400000,0.050000,0,0,1.221289e+02,4.005392e-01,1.620532e-02,3.960749e-01,1.283889e-05,8.066920e-01,4.713721e+00,2.495526e+00,1.247811e+00,0.000000e+00
C0292,LT0_OFF,2.000000,10000,0.800000,0.050000,0,0,2.442579e+02,8.010784e-01,3.241064e-02,7.921497e-01,1.283889e-05,8.066920e-01,1.885488e+01,9.982105e+00,4.991243e+00,0.000000e+00
C0293,LT0_OFF,2.000000,10000,1.000000,0.050000,0,0,3.053223e+02,1.001348e+00,4.051329e-02,9.901871e-01,1.283889e-05,8.066920e-01,2.946076e+01,1.559704e+01,7.798817e+00,0.000000e+00
C0294,LT0_OFF,2.000000,10000,1.300000,0.050000,0,0,3.969190e+02,1.301752e+00,5.266728e-02,1.287243e+00,1.283889e-05,8.066920e-01,4.978868e+01,2.635900e+01,1.318000e+01,0.000000e+00
C0295,LT0_OFF,2.500000,10000,0.100000,0.050000,0,0,3.657586e+01,1.001692e-01,4.007802e-03,9.871920e-02,1.071745e-05,6.733979e-01,3.614214e-01,1.554366e-01,7.771145e-02,0.000000e+00
C0296,LT0_OFF,2.500000,10000,0.200000,0.050000,0,0,7.315172e+01,2.003384e-01,8.015604e-03,1.974384e-01,1.071745e-05,6.733979e-01,1.445686e+00,6.217463e-01,3.108458e-01,0.000000e+00
C0297,LT0_OFF,2.500000,10000,0.400000,0.050000,0,0,1.463034e+02,4.006769e-01,1.603121e-02,3.948768e-01,1.071745e-05,6.733979e-01,5.782742e+00,2.486985e+00,1.243383e+00,0.000000e+00
C0298,LT0_OFF,2.500000,10000,0.800000,0.050000,0,0,2.926069e+02,8.013537e-01,3.206242e-02,7.897536e-01,1.071745e-05,6.733979e-01,2.313097e+01,9.947940e+00,4.973533e+00,0.000000e+00
C0299,LT0_OFF,2.500000,10000,1.000000,0.050000,0,0,3.657586e+02,1.001692e+00,4.007802e-02,9.871920e-01,1.071745e-05,6.733979e-01,3.614214e+01,1.554366e+01,7.771145e+00,0.000000e+00
C0300,LT0_OFF,2.500000,10000,1.300000,0.050000,0,0,4.754862e+02,1.302200e+00,5.210143e-02,1.283350e+00,1.071745e-05,6.733979e-01,6.108021e+01,2.626878e+01,1.313323e+01,0.000000e+00
C0301,LT0_OFF,3.000000,10000,0.100000,0.050000,0,0,4.222578e+01,1.002017e-01,3.732949e-03,9.858617e-02,9.283427e-06,5.832955e-01,4.346453e-01,1.550468e-01,7.750751e-02,0.000000e+00
C0302,LT0_OFF,3.000000,10000,0.200000,0.050000,0,0,8.445157e+01,2.004034e-01,7.465898e-03,1.971723e-01,9.283427e-06,5.832955e-01,1.738581e+00,6.201872e-01,3.100300e-01,0.000000e+00
C0303,LT0_OFF,3.000000,10000,0.400000,0.050000,0,0,1.689031e+02,4.008067e-01,1.493180e-02,3.943447e-01,9.283427e-06,5.832955e-01,6.954324e+00,2.480749e+00,1.240120e+00,0.000000e+00
C0304,LT0_OFF,3.000000,10000,0.800000,0.050000,0,0,3.378063e+02,8.016134e-01,2.986359e-02,7.886893e-01,9.283427e-06,5.832955e-01,2.781730e+01,9.922994e+00,4.960481e+00,0.000000e+00
C0305,LT0_OFF,3.000000,10000,1.000000,0.050000,0,0,4.222578e+02,1.002017e+00,3.732949e-02,9.858617e-01,9.283427e-06,5.832955e-01,4.346453e+01,1.550468e+01,7.750751e+00,0.000000e+00
C0306,LT0_OFF,3.000000,10000,1.300000,0.050000,0,0,5.489352e+02,1.302622e+00,4.852834e-02,1.281620e+00,9.283427e-06,5.832955e-01,7.345505e+01,2.620291e+01,1.309877e+01,0.000000e+00
C0307,LT0_OFF,4.000000,10000,0.100000,0.050000,0,0,5.259955e+01,1.002779e-01,3.630494e-03,9.881025e-02,7.452535e-06,4.682572e-01,5.958719e-01,1.544509e-01,7.723037e-02,0.000000e+00
C0308,LT0_OFF,4.000000,10000,0.200000,0.050000,0,0,1.051991e+02,2.005558e-01,7.260987e-03,1.976205e-01,7.452535e-06,4.682572e-01,2.383488e+00,6.178037e-01,3.089215e-01,0.000000e+00
C0309,LT0_OFF,4.000000,10000,0.400000,0.050000,0,0,2.103982e+02,4.011115e-01,1.452197e-02,3.952410e-01,7.452535e-06,4.682572e-01,9.533950e+00,2.471215e+00,1.235686e+00,0.000000e+00
C0310,LT0_OFF,4.000000,10000,0.800000,0.050000,0,0,4.207964e+02,8.022230e-01,2.904395e-02,7.904820e-01,7.452535e-06,4.682572e-01,3.813580e+01,9.884860e+00,4.942744e+00,0.000000e+00
C0311,LT0_OFF,4.000000,10000,1.000000,0.050000,0,0,5.259955e+02,1.002779e+00,3.630494e-02,9.881025e-01,7.452535e-06,4.682572e-01,5.958719e+01,1.544509e+01,7.723037e+00,0.000000e+00
C0312,LT0_OFF,4.000000,10000,1.300000,0.050000,0,0,6.837942e+02,1.303612e+00,4.719642e-02,1.284533e+00,7.452535e-06,4.682572e-01,1.007023e+02,2.610221e+01,1.305193e+01,0.000000e+00
C0313,LT0_OFF,2.000000,30000,0.100000,0.050000,0,0,3.054473e+01,1.001347e-01,4.051469e-03,9.901851e-02,1.283364e-05,2.419085e+00,1.511509e+00,1.321383e+00,6.607169e-01,0.000000e+00
C0314,LT0_OFF,2.000000,30000,0.200000,0.050000,0,0,6.108945e+01,2.002694e-01,8.102937e-03,1.980370e-01,1.283364e-05,2.419085e+00,6.046036e+00,5.285534e+00,2.642868e+00,0.000000e+00
C0315,LT0_OFF,2.000000,30000,0.400000,0.050000,0,0,1.221789e+02,4.005387e-01,1.620587e-02,3.960740e-01,1.283364e-05,2.419085e+00,2.418414e+01,2.114213e+01,1.057147e+01,0.000000e+00
C0316,LT0_OFF,2.000000,30000,0.800000,0.050000,0,0,2.443578e+02,8.010775e-01,3.241175e-02,7.921481e-01,1.283364e-05,2.419085e+00,9.673658e+01,8.456854e+01,4.228588e+01,0.000000e+00
C0317,LT0_OFF,2.000000,30000,1.000000,0.050000,0,0,3.054473e+02,1.001347e+00,4.051469e-02,9.901851e-01,1.283364e-05,2.419085e+00,1.511509e+02,1.321383e+02,6.607169e+01,0.000000e+00
C0318,LT0_OFF,2.000000,30000,1.300000,0.050000,0,0,3.970814e+02,1.301751e+00,5.266909e-02,1.287241e+00,1.283364e-05,2.419085e+00,2.554450e+02,2.233138e+02,1.116612e+02,0.000000e+00
C0319,LT0_OFF,2.500000,30000,0.100000,0.050000,0,0,3.658836e+01,1.001691e-01,4.007928e-03,9.871898e-02,1.071379e-05,2.019503e+00,1.649043e+00,1.316861e+00,6.583724e-01,0.000000e+00
C0320,LT0_OFF,2.500000,30000,0.200000,0.050000,0,0,7.317672e+01,2.003382e-01,8.015855e-03,1.974380e-01,1.071379e-05,2.019503e+00,6.596173e+00,5.267443e+00,2.633490e+00,0.000000e+00
C0321,LT0_OFF,2.500000,30000,0.400000,0.050000,0,0,1.463534e+02,4.006764e-01,1.603171e-02,3.948759e-01,1.071379e-05,2.019503e+00,2.638469e+01,2.106977e+01,1.053396e+01,0.000000e+00
C0322,LT0_OFF,2.500000,30000,0.800000,0.050000,0,0,2.927069e+02,8.013527e-01,3.206342e-02,7.897519e-01,1.071379e-05,2.019503e+00,1.055388e+02,8.427908e+01,4.213584e+01,0.000000e+00
C0323,LT0_OFF,2.500000,30000,1.000000,0.050000,0,0,3.658836e+02,1.001691e+00,4.007928e-02,9.871898e-01,1.071379e-05,2.019503e+00,1.649043e+02,1.316861e+02,6.583724e+01,0.000000e+00
C0324,LT0_OFF,2.500000,30000,1.300000,0.050000,0,0,4.756487e+02,1.302198e+00,5.210306e-02,1.283347e+00,1.071379e-05,2.019503e+00,2.786883e+02,2.225495e+02,1.112649e+02,0.000000e+00
C0325,LT0_OFF,3.000000,30000,0.100000,0.050000,0,0,4.223829e+01,1.002016e-01,3.733082e-03,9.858596e-02,9.280678e-06,1.749368e+00,1.798917e+00,1.313558e+00,6.566446e-01,0.000000e+00
C0326,LT0_OFF,3.000000,30000,0.200000,0.050000,0,0,8.447659e+01,2.004031e-01,7.466163e-03,1.971719e-01,9.280678e-06,1.749368e+00,7.195669e+00,5.254233e+00,2.626578e+00,0.000000e+00
C0327,LT0_OFF,3.000000,30000,0.400000,0.050000,0,0,1.689532e+02,4.008062e-01,1.493233e-02,3.943438e-01,9.280678e-06,1.749368e+00,2.878268e+01,2.101693e+01,1.050631e+01,0.000000e+00
C0328,LT0_OFF,3.000000,30000,0.800000,0.050000,0,0,3.379064e+02,8.016124e-01,2.986465e-02,7.886877e-01,9.280678e-06,1.749368e+00,1.151307e+02,8.406773e+01,4.202525e+01,0.000000e+00
C0329,LT0_OFF,3.000000,30000,1.000000,0.050000,0,0,4.223829e+02,1.002016e+00,3.733082e-02,9.858596e-01,9.280678e-06,1.749368e+00,1.798917e+02,1.313558e+02,6.566446e+01,0.000000e+00
C0330,LT0_OFF,3.000000,30000,1.300000,0.050000,0,0,5.490978e+02,1.302620e+00,4.853006e-02,1.281617e+00,9.280678e-06,1.749368e+00,3.040170e+02,2.219914e+02,1.109729e+02,0.000000e+00
C0331,LT0_OFF,4.000000,30000,0.100000,0.050000,0,0,5.261209e+01,1.002778e-01,3.630656e-03,9.881002e-02,7.450759e-06,1.404436e+00,2.125052e+00,1.308510e+00,6.542965e-01,0.000000e+00
C0332,LT0_OFF,4.000000,30000,0.200000,0.050000,0,0,1.052242e+02,2.005555e-01,7.261313e-03,1.976200e-01,7.450759e-06,1.404436e+00,8.500210e+00,5.234040e+00,2.617186e+00,0.000000e+00
C0333,LT0_OFF,4.000000,30000,0.400000,0.050000,0,0,2.104483e+02,4.011110e-01,1.452263e-02,3.952401e-01,7.450759e-06,1.404436e+00,3.400084e+01,2.093616e+01,1.046874e+01,0.000000e+00
C0334,LT0_OFF,4.000000,30000,0.800000,0.050000,0,0,4.208967e+02,8.022220e-01,2.904525e-02,7.904802e-01,7.450759e-06,1.404436e+00,1.360034e+02,8.374464e+01,4.187498e+01,0.000000e+00
C0335,LT0_OFF,4.000000,30000,1.000000,0.050000,0,0,5.261209e+02,1.002778e+00,3.630656e-02,9.881002e-01,7.450759e-06,1.404436e+00,2.125052e+02,1.308510e+02,6.542965e+01,0.000000e+00
C0336,LT0_OFF,4.000000,30000,1.300000,0.050000,0,0,6.839571e+02,1.303611e+00,4.719853e-02,1.284530e+00,7.450759e-06,1.404436e+00,3.591339e+02,2.211382e+02,1.105761e+02,0.000000e+00
C0337,LT0_OFF,2.000000,100000,0.100000,0.050000,0,0,3.061255e+01,1.001340e-01,4.052224e-03,9.901738e-02,1.280521e-05,8.045751e+00,1.128049e+01,1.005971e+01,5.030047e+00,0.000000e+00
C0338,LT0_OFF,2.000000,100000,0.200000,0.050000,0,0,6.122509e+01,2.002680e-01,8.104448e-03,1.980348e-01,1.280521e-05,8.045751e+00,4.512197e+01,4.023884e+01,2.012019e+01,0.000000e+00
C0339,LT0_OFF,2.000000,100000,0.400000,0.050000,0,0,1.224502e+02,4.005361e-01,1.620890e-02,3.960695e-01,1.280521e-05,8.045751e+00,1.804879e+02,1.609553e+02,8.048075e+01,0.000000e+00
C0340,LT0_OFF,2.000000,100000,0.800000,0.050000,0,0,2.449004e+02,8.010722e-01,3.241779e-02,7.921391e-01,1.280521e-05,8.045751e+00,7.219515e+02,6.438214e+02,3.219230e+02,0.000000e+00
C0341,LT0_OFF,2.000000,100000,1.000000,0.050000,0,0,3.061255e+02,1.001340e+00,4.052224e-02,9.901738e-01,1.280521e-05,8.045751e+00,1.128049e+03,1.005971e+03,5.030047e+02,0.000000e+00
C0342,LT0_OFF,2.000000,100000,1.300000,0.050000,0,0,3.979631e+02,1.301742e+00,5.267891e-02,1.287226e+00,1.280521e-05,8.045751e+00,1.906403e+03,1.700091e+03,8.500779e+02,0.000000e+00
C0343,LT0_OFF,2.500000,100000,0.100000,0.050000,0,0,3.665621e+01,1.001684e-01,4.008610e-03,9.871781e-02,1.069396e-05,6.719216e+00,1.221672e+01,1.002527e+01,5.012195e+00,0.000000e+00
C0344,LT0_OFF,2.500000,100000,0.200000,0.050000,0,0,7.331241e+01,2.003369e-01,8.017220e-03,1.974356e-01,1.069396e-05,6.719216e+00,4.886689e+01,4.010109e+01,2.004878e+01,0.000000e+00
C0345,LT0_OFF,2.500000,100000,0.400000,0.050000,0,0,1.466248e+02,4.006737e-01,1.603444e-02,3.948712e-01,1.069396e-05,6.719216e+00,1.954676e+02,1.604044e+02,8.019513e+01,0.000000e+00
C0346,LT0_OFF,2.500000,100000,0.800000,0.050000,0,0,2.932496e+02,8.013474e-01,3.206888e-02,7.897425e-01,1.069396e-05,6.719216e+00,7.818702e+02,6.416174e+02,3.207805e+02,0.000000e+00
C0347,LT0_OFF,2.500000,100000,1.000000,0.050000,0,0,3.665621e+02,1.001684e+00,4.008610e-02,9.871781e-01,1.069396e-05,6.719216e+00,1.221672e+03,1.002527e+03,5.012195e+02,0.000000e+00
C0348,LT0_OFF,2.500000,100000,1.300000,0.050000,0,0,4.765307e+02,1.302190e+00,5.211193e-02,1.283332e+00,1.069396e-05,6.719216e+00,2.064626e+03,1.694271e+03,8.470610e+02,0.000000e+00
C0349,LT0_OFF,3.000000,100000,0.100000,0.050000,0,0,4.230622e+01,1.002009e-01,3.733800e-03,9.858485e-02,9.265778e-06,5.821862e+00,1.323167e+01,1.000013e+01,4.999038e+00,0.000000e+00
C0350,LT0_OFF,3.000000,100000,0.200000,0.050000,0,0,8.461243e+01,2.004018e-01,7.467601e-03,1.971697e-01,9.265778e-06,5.821862e+00,5.292667e+01,4.000050e+01,1.999615e+01,0.000000e+00
C0351,LT0_OFF,3.000000,100000,0.400000,0.050000,0,0,1.692249e+02,4.008035e-01,1.493520e-02,3.943394e-01,9.265778e-06,5.821862e+00,2.117067e+02,1.600020e+02,7.998461e+01,0.000000e+00
C0352,LT0_OFF,3.000000,100000,0.800000,0.050000,0,0,3.384497e+02,8.016071e-01,2.987040e-02,7.886788e-01,9.265778e-06,5.821862e+00,8.468268e+02,6.400080e+02,3.199384e+02,0.000000e+00
C0353,LT0_OFF,3.000000,100000,1.000000,0.050000,0,0,4.230622e+02,1.002009e+00,3.733800e-02,9.858485e-01,9.265778e-06,5.821862e+00,1.323167e+03,1.000013e+03,4.999038e+02,0.000000e+00
