case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w,p_thin31_w
C0112,LT0_OFF,3.000000,10000,0.800000,0.018000,0,0,3.377926e+02,8.016135e-01,2.986345e-02,7.886896e-01,9.283803e-06,5.833188e-01,1.998013e+01,1.296381e+00,6.480577e-01,0.000000e+00
C0113,LT0_OFF,3.000000,10000,1.000000,0.018000,0,0,4.222408e+02,1.002017e+00,3.732931e-02,9.858619e-01,9.283803e-06,5.833188e-01,3.121896e+01,2.025595e+00,1.012590e+00,0.000000e+00
C0114,LT0_OFF,3.000000,10000,1.300000,0.018000,0,0,5.489130e+02,1.302622e+00,4.852810e-02,1.281621e+00,9.283803e-06,5.833188e-01,5.276004e+01,3.423256e+00,1.711277e+00,0.000000e+00
C0115,LT0_OFF,4.000000,10000,0.100000,0.018000,0,0,5.259784e+01,1.002779e-01,3.630471e-03,9.881028e-02,7.452777e-06,4.682722e-01,4.730684e-01,2.017811e-02,1.008970e-02,0.000000e+00
C0116,LT0_OFF,4.000000,10000,0.200000,0.018000,0,0,1.051957e+02,2.005558e-01,7.260943e-03,1.976206e-01,7.452777e-06,4.682722e-01,1.892274e+00,8.071244e-02,4.035878e-02,0.000000e+00
C0117,LT0_OFF,4.000000,10000,0.400000,0.018000,0,0,2.103914e+02,4.011116e-01,1.452189e-02,3.952411e-01,7.452777e-06,4.682722e-01,7.569094e+00,3.228498e-01,1.614351e-01,0.000000e+00
C0118,LT0_OFF,4.000000,10000,0.800000,0.018000,0,0,4.207827e+02,8.022231e-01,2.904377e-02,7.904823e-01,7.452777e-06,4.682722e-01,3.027638e+01,1.291399e+00,6.457405e-01,0.000000e+00
C0119,LT0_OFF,4.000000,10000,1.000000,0.018000,0,0,5.259784e+02,1.002779e+00,3.630471e-02,9.881028e-01,7.452777e-06,4.682722e-01,4.730684e+01,2.017811e+00,1.008970e+00,0.000000e+00
C0120,LT0_OFF,4.000000,10000,1.300000,0.018000,0,0,6.837720e+02,1.303613e+00,4.719613e-02,1.284534e+00,7.452777e-06,4.682722e-01,7.994856e+01,3.410101e+00,1.705159e+00,0.000000e+00
C0121,LT0_OFF,2.000000,30000,0.100000,0.018000,0,0,3.053076e+01,1.001348e-01,4.051313e-03,9.901874e-02,1.283951e-05,2.420191e+00,4.862742e-01,1.831870e-01,9.159701e-02,0.000000e+00
C0122,LT0_OFF,2.000000,30000,0.200000,0.018000,0,0,6.106152e+01,2.002696e-01,8.102626e-03,1.980375e-01,1.283951e-05,2.420191e+00,1.945097e+00,7.327481e-01,3.663880e-01,0.000000e+00
C0123,LT0_OFF,2.000000,30000,0.400000,0.018000,0,0,1.221230e+02,4.005393e-01,1.620525e-02,3.960750e-01,1.283951e-05,2.420191e+00,7.780387e+00,2.930992e+00,1.465552e+00,0.000000e+00
C0124,LT0_OFF,2.000000,30000,0.800000,0.018000,0,0,2.442461e+02,8.010785e-01,3.241050e-02,7.921499e-01,1.283951e-05,2.420191e+00,3.112155e+01,1.172397e+01,5.862209e+00,0.000000e+00
C0125,LT0_OFF,2.000000,30000,1.000000,0.018000,0,0,3.053076e+02,1.001348e+00,4.051313e-02,9.901874e-01,1.283951e-05,2.420191e+00,4.862742e+01,1.831870e+01,9.159701e+00,0.000000e+00
C0126,LT0_OFF,2.000000,30000,1.300000,0.018000,0,0,3.968999e+02,1.301753e+00,5.266707e-02,1.287244e+00,1.283951e-05,2.420191e+00,8.218034e+01,3.095861e+01,1.547989e+01,0.000000e+00
C0127,LT0_OFF,2.500000,30000,0.100000,0.018000,0,0,3.657439e+01,1.001692e-01,4.007787e-03,9.871922e-02,1.071788e-05,2.020273e+00,6.226163e-01,1.825600e-01,9.127200e-02,0.000000e+00
C0128,LT0_OFF,2.500000,30000,0.200000,0.018000,0,0,7.314878e+01,2.003385e-01,8.015574e-03,1.974384e-01,1.071788e-05,2.020273e+00,2.490465e+00,7.302402e-01,3.650880e-01,0.000000e+00
C0129,LT0_OFF,2.500000,30000,0.400000,0.018000,0,0,1.462976e+02,4.006769e-01,1.603115e-02,3.948769e-01,1.071788e-05,2.020273e+00,9.961861e+00,2.920961e+00,1.460352e+00,0.000000e+00
C0130,LT0_OFF,2.500000,30000,0.800000,0.018000,0,0,2.925951e+02,8.013538e-01,3.206230e-02,7.897538e-01,1.071788e-05,2.020273e+00,3.984745e+01,1.168384e+01,5.841408e+00,0.000000e+00
C0131,LT0_OFF,2.500000,30000,1.000000,0.018000,0,0,3.657439e+02,1.001692e+00,4.007787e-02,9.871922e-01,1.071788e-05,2.020273e+00,6.226163e+01,1.825600e+01,9.127200e+00,0.000000e+00
C0132,LT0_OFF,2.500000,30000,1.300000,0.018000,0,0,4.754671e+02,1.302200e+00,5.210123e-02,1.283350e+00,1.071788e-05,2.020273e+00,1.052222e+02,3.085265e+01,1.542497e+01,0.000000e+00
C0133,LT0_OFF,3.000000,30000,0.100000,0.018000,0,0,4.222431e+01,1.002017e-01,3.732934e-03,9.858619e-02,9.283751e-06,1.749946e+00,7.710415e-01,1.821023e-01,9.103247e-02,0.000000e+00
C0134,LT0_OFF,3.000000,30000,0.200000,0.018000,0,0,8.444863e+01,2.004034e-01,7.465867e-03,1.971724e-01,9.283751e-06,1.749946e+00,3.084166e+00,7.284090e-01,3.641299e-01,0.000000e+00
C0135,LT0_OFF,3.000000,30000,0.400000,0.018000,0,0,1.688973e+02,4.008068e-01,1.493173e-02,3.943448e-01,9.283751e-06,1.749946e+00,1.233666e+01,2.913636e+00,1.456520e+00,0.000000e+00
C0136,LT0_OFF,3.000000,30000,0.800000,0.018000,0,0,3.377945e+02,8.016135e-01,2.986347e-02,7.886895e-01,9.283751e-06,1.749946e+00,4.934665e+01,1.165454e+01,5.826078e+00,0.000000e+00
C0137,LT0_OFF,3.000000,30000,1.000000,0.018000,0,0,4.222431e+02,1.002017e+00,3.732934e-02,9.858619e-01,9.283751e-06,1.749946e+00,7.710415e+01,1.821023e+01,9.103247e+00,0.000000e+00
C0138,LT0_OFF,3.000000,30000,1.300000,0.018000,0,0,5.489161e+02,1.302622e+00,4.852814e-02,1.281620e+00,9.283751e-06,1.749946e+00,1.303060e+02,3.077528e+01,1.538449e+01,0.000000e+00
C0139,LT0_OFF,4.000000,30000,0.100000,0.018000,0,0,5.259808e+01,1.002779e-01,3.630474e-03,9.881028e-02,7.452744e-06,1.404809e+00,1.094264e+00,1.814024e-01,9.070697e-02,0.000000e+00
C0140,LT0_OFF,4.000000,30000,0.200000,0.018000,0,0,1.051962e+02,2.005558e-01,7.260949e-03,1.976206e-01,7.452744e-06,1.404809e+00,4.377054e+00,7.256097e-01,3.628279e-01,0.000000e+00
C0141,LT0_OFF,4.000000,30000,0.400000,0.018000,0,0,2.103923e+02,4.011116e-01,1.452190e-02,3.952411e-01,7.452744e-06,1.404809e+00,1.750822e+01,2.902439e+00,1.451312e+00,0.000000e+00
C0142,LT0_OFF,4.000000,30000,0.800000,0.018000,0,0,4.207846e+02,8.022231e-01,2.904380e-02,7.904822e-01,7.452744e-06,1.404809e+00,7.003287e+01,1.160976e+01,5.805246e+00,0.000000e+00
C0143,LT0_OFF,4.000000,30000,1.000000,0.018000,0,0,5.259808e+02,1.002779e+00,3.630474e-02,9.881028e-01,7.452744e-06,1.404809e+00,1.094264e+02,1.814024e+01,9.070697e+00,0.000000e+00
C0144,LT0_OFF,4.000000,30000,1.300000,0.018000,0,0,6.837750e+02,1.303613e+00,4.719617e-02,1.284534e+00,7.452744e-06,1.404809e+00,1.849305e+02,3.065701e+01,1.532948e+01,0.000000e+00
C0145,LT0_OFF,2.000000,100000,0.100000,0.018000,0,0,3.053339e+01,1.001348e-01,4.051342e-03,9.901869e-02,1.283841e-05,8.066609e+00,4.031529e+00,2.010359e+00,1.005218e+00,0.000000e+00
C0146,LT0_OFF,2.000000,100000,0.200000,0.018000,0,0,6.106677e+01,2.002696e-01,8.102685e-03,1.980374e-01,1.283841e-05,8.066609e+00,1.612611e+01,8.041437e+00,4.020872e+00,0.000000e+00
C0147,LT0_OFF,2.000000,100000,0.400000,0.018000,0,0,1.221335e+02,4.005392e-01,1.620537e-02,3.960748e-01,1.283841e-05,8.066609e+00,6.450446e+01,3.216575e+01,1.608349e+01,0.000000e+00
C0148,LT0_OFF,2.000000,100000,0.800000,0.018000,0,0,2.442671e+02,8.010783e-01,3.241074e-02,7.921496e-01,1.283841e-05,8.066609e+00,2.580178e+02,1.286630e+02,6.433395e+01,0.000000e+00
C0149,LT0_OFF,2.000000,100000,1.000000,0.018000,0,0,3.053339e+02,1.001348e+00,4.051342e-02,9.901869e-01,1.283841e-05,8.066609e+00,4.031529e+02,2.010359e+02,1.005218e+02,0.000000e+00
C0150,LT0_OFF,2.000000,100000,1.300000,0.018000,0,0,3.969340e+02,1.301752e+00,5.266745e-02,1.287243e+00,1.283841e-05,8.066609e+00,6.813283e+02,3.397507e+02,1.698818e+02,0.000000e+00
C0151,LT0_OFF,2.500000,100000,0.100000,0.018000,0,0,3.657702e+01,1.001692e-01,4.007814e-03,9.871918e-02,1.071711e-05,6.733761e+00,4.959539e+00,2.003478e+00,1.001651e+00,0.000000e+00
C0152,LT0_OFF,2.500000,100000,0.200000,0.018000,0,0,7.315403e+01,2.003384e-01,8.015627e-03,1.974384e-01,1.071711e-05,6.733761e+00,1.983815e+01,8.013914e+00,4.006604e+00,0.000000e+00
C0153,LT0_OFF,2.500000,100000,0.400000,0.018000,0,0,1.463081e+02,4.006768e-01,1.603125e-02,3.948767e-01,1.071711e-05,6.733761e+00,7.935262e+01,3.205565e+01,1.602642e+01,0.000000e+00
C0154,LT0_OFF,2.500000,100000,0.800000,0.018000,0,0,2.926161e+02,8.013536e-01,3.206251e-02,7.897534e-01,1.071711e-05,6.733761e+00,3.174105e+02,1.282226e+02,6.410567e+01,0.000000e+00
C0155,LT0_OFF,2.500000,100000,1.000000,0.018000,0,0,3.657702e+02,1.001692e+00,4.007814e-02,9.871918e-01,1.071711e-05,6.733761e+00,4.959539e+02,2.003478e+02,1.001651e+02,0.000000e+00
C0156,LT0_OFF,2.500000,100000,1.300000,0.018000,0,0,4.755012e+02,1.302200e+00,5.210158e-02,1.283349e+00,1.071711e-05,6.733761e+00,8.381620e+02,3.385878e+02,1.692790e+02,0.000000e+00
C0157,LT0_OFF,3.000000,100000,0.100000,0.018000,0,0,4.222694e+01,1.002017e-01,3.732961e-03,9.858615e-02,9.283173e-06,5.832790e+00,5.964438e+00,1.998454e+00,9.990225e-01,0.000000e+00
C0158,LT0_OFF,3.000000,100000,0.200000,0.018000,0,0,8.445388e+01,2.004033e-01,7.465923e-03,1.971723e-01,9.283173e-06,5.832790e+00,2.385775e+01,7.993818e+00,3.996090e+00,0.000000e+00
C0159,LT0_OFF,3.000000,100000,0.400000,0.018000,0,0,1.689078e+02,4.008067e-01,1.493185e-02,3.943446e-01,9.283173e-06,5.832790e+00,9.543101e+01,3.197527e+01,1.598436e+01,0.000000e+00
C0160,LT0_OFF,3.000000,100000,0.800000,0.018000,0,0,3.378155e+02,8.016133e-01,2.986369e-02,7.886892e-01,9.283173e-06,5.832790e+00,3.817240e+02,1.279011e+02,6.393744e+01,0.000000e+00
C0161,LT0_OFF,3.000000,100000,1.000000,0.018000,0,0,4.222694e+02,1.002017e+00,3.732961e-02,9.858615e-01,9.283173e-06,5.832790e+00,5.964438e+02,1.998454e+02,9.990225e+01,0.000000e+00
C0162,LT0_OFF,3.000000,100000,1.300000,0.018000,0,0,5.489502e+02,1.302622e+00,4.852850e-02,1.281620e+00,9.283173e-06,5.832790e+00,1.007990e+03,3.377388e+02,1.688348e+02,0.000000e+00
C0163,LT0_OFF,4.000000,100000,0.100000,0.018000,0,0,5.260071e+01,1.002779e-01,3.630509e-03,9.881023e-02,7.452371e-06,4.682463e+00,8.132363e+00,1.990774e+00,9.954503e-01,0.000000e+00
C0164,LT0_OFF,4.000000,100000,0.200000,0.018000,0,0,1.052014e+02,2.005557e-01,7.261017e-03,1.976205e-01,7.452371e-06,4.682463e+00,3.252945e+01,7.963097e+00,3.981801e+00,0.000000e+00
C0165,LT0_OFF,4.000000,100000,0.400000,0.018000,0,0,2.104028e+02,4.011114e-01,1.452203e-02,3.952409e-01,7.452371e-06,4.682463e+00,1.301178e+02,3.185239e+01,1.592720e+01,0.000000e+00
C0166,LT0_OFF,4.000000,100000,0.800000,0.018000,0,0,4.208057e+02,8.022229e-01,2.904407e-02,7.904818e-01,7.452371e-06,4.682463e+00,5.204713e+02,1.274095e+02,6.370882e+01,0.000000e+00
C0167,LT0_OFF,4.000000,100000,1.000000,0.018000,0,0,5.260071e+02,1.002779e+00,3.630509e-02,9.881023e-01,7.452371e-06,4.682463e+00,8.132363e+02,1.990774e+02,9.954503e+01,0.000000e+00
C0168,LT0_OFF,4.000000,100000,1.300000,0.018000,0,0,6.838092e+02,1.303612e+00,4.719661e-02,1.284533e+00,7.452371e-06,4.682463e+00,1.374369e+03,3.364408e+02,1.682311e+02,0.000000e+00
C0169,LT0_OFF,2.000000,200000,0.100000,0.018000,0,0,3.054139e+01,1.001347e-01,4.051431e-03,9.901856e-02,1.283504e-05,1.612899e+01,1.542638e+01,7.737160e+00,3.868728e+00,0.000000e+00
C0170,LT0_OFF,2.000000,200000,0.200000,0.018000,0,0,6.108278e+01,2.002694e-01,8.102863e-03,1.980371e-01,1.283504e-05,1.612899e+01,6.170551e+01,3.094864e+01,1.547491e+01,0.000000e+00
C0171,LT0_OFF,2.000000,200000,0.400000,0.018000,0,0,1.221656e+02,4.005388e-01,1.620573e-02,3.960742e-01,1.283504e-05,1.612899e+01,2.468220e+02,1.237946e+02,6.189964e+01,0.000000e+00
C0172,LT0_OFF,2.000000,200000,0.800000,0.018000,0,0,2.443311e+02,8.010777e-01,3.241145e-02,7.921485e-01,1.283504e-05,1.612899e+01,9.872881e+02,4.951782e+02,2.475986e+02,0.000000e+00
C0173,LT0_OFF,2.000000,200000,1.000000,0.018000,0,0,3.054139e+02,1.001347e+00,4.051431e-02,9.901856e-01,1.283504e-05,1.612899e+01,1.542638e+03,7.737160e+02,3.868728e+02,0.000000e+00
C0174,LT0_OFF,2.000000,200000,1.300000,0.018000,0,0,3.970381e+02,1.301751e+00,5.266861e-02,1.287241e+00,1.283504e-05,1.612899e+01,2.607058e+03,1.307580e+03,6.538150e+02,0.000000e+00
C0175,LT0_OFF,2.500000,200000,0.100000,0.018000,0,0,3.658502e+01,1.001691e-01,4.007894e-03,9.871904e-02,1.071477e-05,1.346457e+01,1.895346e+01,7.710678e+00,3.855000e+00,0.000000e+00
C0176,LT0_OFF,2.500000,200000,0.200000,0.018000,0,0,7.317004e+01,2.003382e-01,8.015788e-03,1.974381e-01,1.071477e-05,1.346457e+01,7.581384e+01,3.084271e+01,1.542000e+01,0.000000e+00
C0177,LT0_OFF,2.500000,200000,0.400000,0.018000,0,0,1.463401e+02,4.006765e-01,1.603158e-02,3.948761e-01,1.071477e-05,1.346457e+01,3.032554e+02,1.233708e+02,6.168000e+01,0.000000e+00
C0178,LT0_OFF,2.500000,200000,0.800000,0.018000,0,0,2.926802e+02,8.013530e-01,3.206315e-02,7.897523e-01,1.071477e-05,1.346457e+01,1.213021e+03,4.934834e+02,2.467200e+02,0.000000e+00
C0179,LT0_OFF,2.500000,200000,1.000000,0.018000,0,0,3.658502e+02,1.001691e+00,4.007894e-02,9.871904e-01,1.071477e-05,1.346457e+01,1.895346e+03,7.710678e+02,3.855000e+02,0.000000e+00
C0180,LT0_OFF,2.500000,200000,1.300000,0.018000,0,0,4.756053e+02,1.302199e+00,5.210262e-02,1.283347e+00,1.071477e-05,1.346457e+01,3.203135e+03,1.303105e+03,6.514950e+02,0.000000e+00
C0181,LT0_OFF,3.000000,200000,0.100000,0.018000,0,0,4.223495e+01,1.002016e-01,3.733046e-03,9.858601e-02,9.281412e-06,1.166337e+01,2.277017e+01,7.691342e+00,3.844883e+00,0.000000e+00
C0182,LT0_OFF,3.000000,200000,0.200000,0.018000,0,0,8.446991e+01,2.004032e-01,7.466092e-03,1.971720e-01,9.281412e-06,1.166337e+01,9.108066e+01,3.076537e+01,1.537953e+01,0.000000e+00
C0183,LT0_OFF,3.000000,200000,0.400000,0.018000,0,0,1.689398e+02,4.008063e-01,1.493218e-02,3.943440e-01,9.281412e-06,1.166337e+01,3.643227e+02,1.230615e+02,6.151813e+01,0.000000e+00
C0184,LT0_OFF,3.000000,200000,0.800000,0.018000,0,0,3.378796e+02,8.016126e-01,2.986437e-02,7.886881e-01,9.281412e-06,1.166337e+01,1.457291e+03,4.922459e+02,2.460725e+02,0.000000e+00
C0185,LT0_OFF,3.000000,200000,1.000000,0.018000,0,0,4.223495e+02,1.002016e+00,3.733046e-02,9.858601e-01,9.281412e-06,1.166337e+01,2.277017e+03,7.691342e+02,3.844883e+02,0.000000e+00
C0186,LT0_OFF,3.000000,200000,1.300000,0.018000,0,0,5.490544e+02,1.302621e+00,4.852960e-02,1.281618e+00,9.281412e-06,1.166337e+01,3.848158e+03,1.299837e+03,6.497852e+02,0.000000e+00
C0187,LT0_OFF,4.000000,200000,0.100000,0.018000,0,0,5.260874e+01,1.002778e-01,3.630613e-03,9.881008e-02,7.451234e-06,9.363497e+00,3.099432e+01,7.661782e+00,3.831134e+00,0.000000e+00
C0188,LT0_OFF,4.000000,200000,0.200000,0.018000,0,0,1.052175e+02,2.005556e-01,7.261226e-03,1.976202e-01,7.451234e-06,9.363497e+00,1.239773e+02,3.064713e+01,1.532454e+01,0.000000e+00
C0189,LT0_OFF,4.000000,200000,0.400000,0.018000,0,0,2.104350e+02,4.011111e-01,1.452245e-02,3.952403e-01,7.451234e-06,9.363497e+00,4.959091e+02,1.225885e+02,6.129815e+01,0.000000e+00
C0190,LT0_OFF,4.000000,200000,0.800000,0.018000,0,0,4.208699e+02,8.022222e-01,2.904490e-02,7.904806e-01,7.451234e-06,9.363497e+00,1.983636e+03,4.903541e+02,2.451926e+02,0.000000e+00
C0191,LT0_OFF,4.000000,200000,1.000000,0.018000,0,0,5.260874e+02,1.002778e+00,3.630613e-02,9.881008e-01,7.451234e-06,9.363497e+00,3.099432e+03,7.661782e+02,3.831134e+02,0.000000e+00
C0192,LT0_OFF,4.000000,200000,1.300000,0.018000,0,0,6.839136e+02,1.303611e+00,4.719797e-02,1.284531e+00,7.451234e-06,9.363497e+00,5.238040e+03,1.294841e+03,6.474617e+02,0.000000e+00
C0193,LT0_OFF,2.000000,10000,0.100000,0.023000,0,0,3.053058e+01,1.001348e-01,4.051311e-03,9.901874e-02,1.283959e-05,8.067354e-01,1.840729e-01,3.326157e-02,1.663142e-02,0.000000e+00
C0194,LT0_OFF,2.000000,10000,0.200000,0.023000,0,0,6.106115e+01,2.002696e-01,8.102622e-03,1.980375e-01,1.283959e-05,8.067354e-01,7.362916e-01,1.330463e-01,6.652568e-02,0.000000e+00
C0195,LT0_OFF,2.000000,10000,0.400000,0.023000,0,0,1.221223e+02,4.005393e-01,1.620524e-02,3.960750e-01,1.283959e-05,8.067354e-01,2.945166e+00,5.321851e-01,2.661027e-01,0.000000e+00
C0196,LT0_OFF,2.000000,10000,0.800000,0.023000,0,0,2.442446e+02,8.010786e-01,3.241049e-02,7.921499e-01,1.283959e-05,8.067354e-01,1.178066e+01,2.128740e+00,1.064411e+00,0.000000e+00
C0197,LT0_OFF,2.000000,10000,1.000000,0.023000,0,0,3.053058e+02,1.001348e+00,4.051311e-02,9.901874e-01,1.283959e-05,8.067354e-01,1.840729e+01,3.326157e+00,1.663142e+00,0.000000e+00
C0198,LT0_OFF,2.000000,10000,1.300000,0.023000,0,0,3.968975e+02,1.301753e+00,5.266704e-02,1.287244e+00,1.283959e-05,8.067354e-01,3.110832e+01,5.621205e+00,2.810710e+00,0.000000e+00
C0199,LT0_OFF,2.500000,10000,0.100000,0.023000,0,0,3.657420e+01,1.001692e-01,4.007785e-03,9.871923e-02,1.071794e-05,6.734281e-01,2.507576e-01,3.314773e-02,1.657241e-02,0.000000e+00
C0200,LT0_OFF,2.500000,10000,0.200000,0.023000,0,0,7.314841e+01,2.003385e-01,8.015571e-03,1.974385e-01,1.071794e-05,6.734281e-01,1.003030e+00,1.325909e-01,6.628963e-02,0.000000e+00
C0201,LT0_OFF,2.500000,10000,0.400000,0.023000,0,0,1.462968e+02,4.006769e-01,1.603114e-02,3.948769e-01,1.071794e-05,6.734281e-01,4.012122e+00,5.303636e-01,2.651585e-01,0.000000e+00
C0202,LT0_OFF,2.500000,10000,0.800000,0.023000,0,0,2.925936e+02,8.013539e-01,3.206228e-02,7.897538e-01,1.071794e-05,6.734281e-01,1.604849e+01,2.121455e+00,1.060634e+00,0.000000e+00
C0203,LT0_OFF,2.500000,10000,1.000000,0.023000,0,0,3.657420e+02,1.001692e+00,4.007785e-02,9.871923e-01,1.071794e-05,6.734281e-01,2.507576e+01,3.314773e+00,1.657241e+00,0.000000e+00
C0204,LT0_OFF,2.500000,10000,1.300000,0.023000,0,0,4.754647e+02,1.302200e+00,5.210121e-02,1.283350e+00,1.071794e-05,6.734281e-01,4.237804e+01,5.601966e+00,2.800737e+00,0.000000e+00
C0205,LT0_OFF,3.000000,10000,0.100000,0.023000,0,0,4.222413e+01,1.002017e-01,3.732932e-03,9.858619e-02,9.283792e-06,5.833182e-01,3.238247e-01,3.306461e-02,1.652892e-02,0.000000e+00
C0206,LT0_OFF,3.000000,10000,0.200000,0.023000,0,0,8.444825e+01,2.004034e-01,7.465863e-03,1.971724e-01,9.283792e-06,5.833182e-01,1.295299e+00,1.322584e-01,6.611566e-02,0.000000e+00
C0207,LT0_OFF,3.000000,10000,0.400000,0.023000,0,0,1.688965e+02,4.008068e-01,1.493173e-02,3.943448e-01,9.283792e-06,5.833182e-01,5.181196e+00,5.290337e-01,2.644627e-01,0.000000e+00
C0208,LT0_OFF,3.000000,10000,0.800000,0.023000,0,0,3.377930e+02,8.016135e-01,2.986345e-02,7.886895e-01,9.283792e-06,5.833182e-01,2.072478e+01,2.116135e+00,1.057851e+00,0.000000e+00
C0209,LT0_OFF,3.000000,10000,1.000000,0.023000,0,0,4.222413e+02,1.002017e+00,3.732932e-02,9.858619e-01,9.283792e-06,5.833182e-01,3.238247e+01,3.306461e+00,1.652892e+00,0.000000e+00
C0210,LT0_OFF,3.000000,10000,1.300000,0.023000,0,0,5.489136e+02,1.302622e+00,4.852811e-02,1.281621e+00,9.283792e-06,5.833182e-01,5.472638e+01,5.587918e+00,2.793387e+00,0.000000e+00
C0211,LT0_OFF,4.000000,10000,0.100000,0.023000,0,0,5.259789e+01,1.002779e-01,3.630472e-03,9.881028e-02,7.452770e-06,4.682718e-01,4.847363e-01,3.293754e-02,1.646981e-02,0.000000e+00
C0212,LT0_OFF,4.000000,10000,0.200000,0.023000,0,0,1.051958e+02,2.005558e-01,7.260944e-03,1.976206e-01,7.452770e-06,4.682718e-01,1.938945e+00,1.317501e-01,6.587926e-02,0.000000e+00
C0213,LT0_OFF,4.000000,10000,0.400000,0.023000,0,0,2.103916e+02,4.011116e-01,1.452189e-02,3.952411e-01,7.452770e-06,4.682718e-01,7.755781e+00,5.270006e-01,2.635170e-01,0.000000e+00
C0214,LT0_OFF,4.000000,10000,0.800000,0.023000,0,0,4.207831e+02,8.022231e-01,2.904378e-02,7.904823e-01,7.452770e-06,4.682718e-01,3.102312e+01,2.108002e+00,1.054068e+00,0.000000e+00
C0215,LT0_OFF,4.000000,10000,1.000000,0.023000,0,0,5.259789e+02,1.002779e+00,3.630472e-02,9.881028e-01,7.452770e-06,4.682718e-01,4.847363e+01,3.293754e+00,1.646981e+00,0.000000e+00
C0216,LT0_OFF,4.000000,10000,1.300000,0.023000,0,0,6.837726e+02,1.303613e+00,4.719614e-02,1.284534e+00,7.452770e-06,4.682718e-01,8.192043e+01,5.566444e+00,2.783399e+00,0.000000e+00
C0217,LT0_OFF,2.000000,30000,0.100000,0.023000,0,0,3.053120e+01,1.001348e-01,4.051318e-03,9.901873e-02,1.283932e-05,2.420156e+00,5.901152e-01,2.984758e-01,1.492436e-01,0.000000e+00
C0218,LT0_OFF,2.000000,30000,0.200000,0.023000,0,0,6.106240e+01,2.002696e-01,8.102636e-03,1.980375e-01,1.283932e-05,2.420156e+00,2.360461e+00,1.193903e+00,5.969745e-01,0.000000e+00
C0219,LT0_OFF,2.000000,30000,0.400000,0.023000,0,0,1.221248e+02,4.005393e-01,1.620527e-02,3.960749e-01,1.283932e-05,2.420156e+00,9.441842e+00,4.775613e+00,2.387898e+00,0.000000e+00
C0220,LT0_OFF,2.000000,30000,0.800000,0.023000,0,0,2.442496e+02,8.010785e-01,3.241054e-02,7.921499e-01,1.283932e-05,2.420156e+00,3.776737e+01,1.910245e+01,9.551591e+00,0.000000e+00
C0221,LT0_OFF,2.000000,30000,1.000000,0.023000,0,0,3.053120e+02,1.001348e+00,4.051318e-02,9.901873e-01,1.283932e-05,2.420156e+00,5.901152e+01,2.984758e+01,1.492436e+01,0.000000e+00
C0222,LT0_OFF,2.000000,30000,1.300000,0.023000,0,0,3.969056e+02,1.301753e+00,5.266713e-02,1.287244e+00,1.283932e-05,2.420156e+00,9.972946e+01,5.044242e+01,2.522217e+01,0.000000e+00
C0223,LT0_OFF,2.500000,30000,0.100000,0.023000,0,0,3.657483e+01,1.001692e-01,4.007792e-03,9.871922e-02,1.071775e-05,2.020249e+00,7.265766e-01,2.974543e-01,1.487141e-01,0.000000e+00
C0224,LT0_OFF,2.500000,30000,0.200000,0.023000,0,0,7.314966e+01,2.003385e-01,8.015583e-03,1.974384e-01,1.071775e-05,2.020249e+00,2.906306e+00,1.189817e+00,5.948562e-01,0.000000e+00
C0225,LT0_OFF,2.500000,30000,0.400000,0.023000,0,0,1.462993e+02,4.006769e-01,1.603117e-02,3.948769e-01,1.071775e-05,2.020249e+00,1.162523e+01,4.759268e+00,2.379425e+00,0.000000e+00
C0226,LT0_OFF,2.500000,30000,0.800000,0.023000,0,0,2.925986e+02,8.013538e-01,3.206233e-02,7.897537e-01,1.071775e-05,2.020249e+00,4.650090e+01,1.903707e+01,9.517700e+00,0.000000e+00
C0227,LT0_OFF,2.500000,30000,1.000000,0.023000,0,0,3.657483e+02,1.001692e+00,4.007792e-02,9.871922e-01,1.071775e-05,2.020249e+00,7.265766e+01,2.974543e+01,1.487141e+01,0.000000e+00
C0228,LT0_OFF,2.500000,30000,1.300000,0.023000,0,0,4.754728e+02,1.302200e+00,5.210129e-02,1.283350e+00,1.071775e-05,2.020249e+00,1.227914e+02,5.026977e+01,2.513268e+01,0.000000e+00
C0229,LT0_OFF,3.000000,30000,0.100000,0.023000,0,0,4.222475e+01,1.002017e-01,3.732938e-03,9.858618e-02,9.283654e-06,1.749928e+00,8.751471e-01,2.967084e-01,1.483238e-01,0.000000e+00
C0230,LT0_OFF,3.000000,30000,0.200000,0.023000,0,0,8.444950e+01,2.004034e-01,7.465876e-03,1.971724e-01,9.283654e-06,1.749928e+00,3.500588e+00,1.186833e+00,5.932951e-01,0.000000e+00
C0231,LT0_OFF,3.000000,30000,0.400000,0.023000,0,0,1.688990e+02,4.008067e-01,1.493175e-02,3.943447e-01,9.283654e-06,1.749928e+00,1.400235e+01,4.747334e+00,2.373181e+00,0.000000e+00
C0232,LT0_OFF,3.000000,30000,0.800000,0.023000,0,0,3.377980e+02,8.016135e-01,2.986351e-02,7.886895e-01,9.283654e-06,1.749928e+00,5.600942e+01,1.898934e+01,9.492722e+00,0.000000e+00
